Start	Message	Estimated p1	Estimated p2	PAYOFF	Simulations
1977	OK	     2.74842	     2.29537	           -0.496951	234225
1978	OK	   0.0426549	     3.15591	             -291246	234328
1979	OK	     2.74634	     2.29628	           -0.177457	234608
1980	OK	     1.08695	     2.85254	             -156042	234695
1981	OK	    0.047739	     3.15426	             -290534	234797
1982	OK	   0.0457882	     3.15433	             -290573	234878
1984	OK	     2.74822	     2.29544	           -0.512506	235162
1985	OK	           0	     3.17586	             -305863	235240
1986	OK	     2.74827	     2.29542	           -0.501731	235552
1987	OK	    0.642824	      2.9846	             -215654	235654
1990	OK	           0	     3.16882	             -296850	235742
1992	OK	   0.0178718	     3.16268	             -294107	235854
1993	OK	     3.40511	     2.02552	            -51758.5	235934
1994	OK	     2.94067	     2.22055	            -3921.03	236138
1995	OK	           0	     3.16961	             -297427	236224
1997	OK	    0.497937	      3.0262	             -234401	236315
1999	OK	     0.78683	     2.94226	             -196466	236423
2000	OK	     2.74791	     2.29578	           -0.825752	236741
2001	OK	     2.74637	     2.29629	           -0.293999	237043
2003	OK	     3.71946	     1.87789	             -122992	237121
2005	OK	    0.198413	     3.11161	             -272199	237225
2006	OK	    0.510676	     3.02289	             -232920	237327
2009	OK	     2.74521	     2.29665	           -0.458866	237617
2010	OK	    0.336733	     3.07264	             -255105	237726
2011	OK	    0.700784	      2.9675	             -207908	237830
2012	OK	    0.753084	     2.95177	             -200779	237935
2013	OK	      2.7488	     2.29523	           -0.499678	238261
2014	OK	      2.7479	     2.29554	           -0.626092	238554
2015	OK	     3.19217	     2.11827	              -22189	238633
2016	OK	    0.750589	     2.95289	             -201285	238725
2017	OK	     1.24045	     2.80534	             -135267	238836
2019	OK	     2.43398	     2.41199	            -8788.62	238956
2020	OK	   0.0320389	     3.15868	             -292411	239065
2022	OK	     2.74716	     2.29601	           -0.337031	239284
2023	OK	     2.87862	     2.24506	            -1773.92	239528
2024	OK	     2.74723	     2.29597	           -0.220616	239790
2025	OK	     2.74646	     2.29638	            -1.79085	240057
2026	OK	     3.30347	     2.07059	            -35859.1	240138
2027	OK	     2.74543	     2.29661	           -0.399347	240446
2028	OK	     2.74805	     2.29559	          -0.0441769	240688
2029	OK	     1.26043	     2.79988	             -132893	240787
2031	OK	     2.73446	     2.30102	            -21.1842	240968
2033	OK	   0.0151973	     3.16349	             -294449	241072
2035	OK	     2.74718	     2.29596	          -0.0503249	241273
2036	OK	     2.74772	      2.2958	            -0.27796	241409
2037	OK	      1.3109	     2.78437	             -126212	241515
2039	OK	     2.74868	     2.29523	           -0.960841	241709
2040	OK	     1.01962	     2.87291	             -165146	241799
2041	OK	     2.74621	     2.29634	           -0.265859	242106
2043	OK	     1.22775	     2.80948	             -137060	242194
2046	OK	      0.1991	     3.11179	             -272277	242285
2047	OK	     2.84311	     2.25871	            -948.555	242381
2048	OK	    0.585907	     3.00073	             -222936	242485
2049	OK	    0.564266	     3.00733	             -225917	242593
2051	OK	           0	     3.17017	             -297899	242674
2052	OK	     3.21035	     2.11026	            -24251.1	242765
2053	OK	     1.20217	     2.81755	             -140584	242859
2054	OK	     3.12981	     2.14379	            -16210.9	242954
2055	OK	    0.716821	     2.96241	             -205603	243054
2056	OK	     2.74677	     2.29614	           -0.234426	243281
2058	OK	       2.747	     2.29587	           -0.712303	243438
2059	OK	     3.75828	      1.8586	             -134307	243524
2060	OK	    0.153535	      3.1246	             -277829	243622
2061	OK	     2.56641	     2.36367	            -3052.05	243702
2062	OK	    0.195448	     3.11231	             -272508	243809
2064	OK	     3.93492	     1.76827	             -192644	243893
2066	OK	      2.7478	     2.29595	            -3.33438	244180
2067	OK	           0	      3.1682	             -296480	244261
2069	OK	    0.464791	     3.03589	             -238748	244351
2070	OK	     2.53539	     2.37511	             -4151.6	244440
2071	OK	     0.07603	     3.14639	             -287187	244539
2072	OK	     2.42194	     2.41604	            -9394.24	244615
2073	OK	    0.709571	     2.96496	             -206757	244724
2074	OK	    0.150517	     3.12551	             -278223	244814
2075	OK	    0.907534	     2.90637	             -180211	244909
2076	OK	    0.609424	     2.99392	             -219860	245009
2077	OK	     1.41178	     2.75271	             -112808	245085
2079	OK	     2.74754	     2.29573	           -0.172204	245342
2080	OK	     1.12859	     2.83983	             -150400	245450
2081	OK	     3.18758	     2.11946	            -21887.4	245567
2083	OK	     3.27159	     2.08368	            -31780.9	245688
2084	OK	     2.74723	     2.29595	          -0.0897503	245900
2085	OK	    0.490274	     3.02857	             -235465	246002
2086	OK	     3.71286	     1.88177	             -120760	246090
2087	OK	    0.554598	      3.0103	             -227262	246193
2088	OK	   0.0246171	     3.16065	             -293243	246296
2089	OK	   0.0474607	     3.15433	             -290566	246397
2091	OK	   0.0980022	      3.1402	             -284538	246504
2092	OK	   0.0145396	     3.16303	             -294264	246609
2093	OK	    0.863951	     2.91932	             -186069	246713
2094	OK	           0	     3.17093	             -298621	246780
2095	OK	     2.74638	     2.29629	            -0.30293	247052
2096	OK	      2.3314	     2.44836	            -14920.1	247135
2097	OK	     2.22202	     2.48633	            -22881.8	247215
2098	OK	     2.74853	     2.29533	           -0.451912	247502
2099	OK	     2.74592	     2.29644	           -0.294103	247800
2102	OK	           0	     3.17583	             -305814	247888
2103	OK	     2.74633	     2.29637	           -0.840006	248063
2104	OK	     1.24048	     2.80605	             -135574	248165
2105	OK	   0.0502325	     3.15357	             -290243	248259
2106	OK	           0	     3.17707	             -308316	248337
2107	OK	     2.74604	     2.29631	           -0.252823	248633
2108	OK	     3.21031	     2.11003	            -24311.4	248739
2110	OK	    0.155483	     3.12391	             -277526	248839
2111	OK	     2.74743	     2.29573	           -0.493721	249124
2112	OK	     2.74574	     2.29664	            -1.78568	249285
2113	OK	     2.66037	     2.32854	            -719.321	249373
2114	OK	    0.369925	     3.06269	             -250704	249476
2115	OK	    0.239783	     3.10004	             -267152	249588
2117	OK	           0	     3.17305	             -301199	249673
2118	OK	     1.18892	     2.82162	             -142368	249752
2121	OK	           0	     3.16778	             -296264	249833
2123	OK	           0	     3.17366	             -302078	249891
2124	OK	     1.06271	      2.8599	             -159326	249987
2126	OK	     2.74515	     2.29668	           -0.487734	250274
2127	OK	     3.60315	     1.93396	            -92639.9	250364
2129	OK	     2.74719	     2.29581	           -0.624917	250544
2130	OK	     2.69808	     2.31456	            -236.021	250675
2131	OK	     1.27036	     2.79672	             -131522	250773
2132	OK	     2.56032	     2.36547	            -3221.05	250858
2133	OK	    0.755436	     2.95101	             -200438	250941
2134	OK	    0.808053	     2.93547	             -193398	251028
2135	OK	     2.74579	     2.29625	             -2.1356	251174
2137	OK	    0.240725	     3.09946	             -266908	251262
2138	OK	      3.7303	     1.87359	             -125472	251344
2139	OK	    0.448891	     3.04067	             -240892	251445
2140	OK	   0.0126788	     3.16393	             -294631	251547
2141	OK	     1.34355	     2.77402	             -121788	251647
2142	OK	     2.74715	     2.29585	           -0.354658	251811
2143	OK	   0.0512855	     3.15332	             -290138	251920
2144	OK	   0.0781024	     3.14574	             -286907	252003
2145	OK	     2.74613	     2.29629	           -0.188679	252310
2146	OK	     1.92726	     2.58713	            -50812.2	252393
2148	OK	    0.742147	     2.95496	             -202229	252479
2149	OK	     2.74585	     2.29647	           -0.311398	252792
2150	OK	     2.74549	     2.29659	           -0.391405	253107
2154	OK	    0.888286	     2.91197	             -182745	253197
2155	OK	     2.74992	     2.29493	           -0.681751	253447
2156	OK	  0.00385247	     3.16649	             -295710	253538
2157	OK	     2.74749	      2.2957	           -0.611167	253738
2158	OK	     0.18785	      3.1144	             -273416	253847
2159	OK	      2.7476	     2.29589	           -0.787361	254121
2160	OK	     1.05257	     2.86287	             -160652	254204
2161	OK	    0.637234	     2.98613	             -216341	254288
2162	OK	     2.74828	     2.29542	           -0.452737	254569
2163	OK	     2.74877	     2.29525	           -0.479778	254864
2164	OK	     1.05575	     2.86186	             -160198	254966
2165	OK	     3.46241	     2.00002	              -62009	255096
2166	OK	    0.740946	      2.9555	             -202468	255193
2167	OK	     0.92234	     2.90192	             -178203	255292
2168	OK	           0	     3.17131	             -299024	255379
2169	OK	    0.208502	     3.10894	             -271035	255462
2170	OK	     0.86356	      2.9191	             -185976	255566
2171	OK	     2.74934	     2.29506	            -0.51319	255863
2172	OK	   0.0246947	     3.16085	             -293333	255970
2173	OK	     1.45117	     2.74009	             -107576	256053
2174	OK	     2.52547	     2.37879	            -4539.97	256139
2175	OK	     1.27525	     2.79506	             -130802	256226
2176	OK	     2.74914	     2.29512	           -0.483811	256518
2178	OK	    0.526289	      3.0184	             -230903	256606
2180	OK	     3.23242	     2.10086	            -26797.1	256684
2181	OK	     3.26436	     2.08694	            -30802.1	256770
2182	OK	      2.5723	      2.3618	            -2894.29	256842
2183	OK	     2.74928	     2.29507	           -0.526612	257139
2184	OK	     1.97345	     2.57153	            -45900.4	257217
2187	OK	     2.74737	     2.29593	           -0.297121	257509
2188	OK	     2.74845	     2.29545	           -0.111239	257721
2189	OK	     2.71807	     2.30726	             -91.633	257851
2190	OK	   0.0470974	     3.15458	             -290675	257941
2191	OK	     2.74791	     2.29566	          -0.0382894	258106
2192	OK	   0.0345037	     3.15798	             -292117	258214
2194	OK	           0	     3.17076	             -298451	258291
2196	OK	     1.22963	     2.80892	             -136816	258399
2198	OK	   0.0373553	     3.15732	             -291839	258505
2199	OK	   0.0301484	     3.15929	             -292675	258618
2200	OK	   0.0452553	     3.15514	             -290915	258713
2201	OK	     1.91212	     2.59174	              -52288	258799
2202	OK	     2.74743	     2.29571	           -0.679702	259010
2203	OK	    0.882378	     2.91386	             -183598	259122
2204	OK	    0.027596	     3.15998	             -292964	259233
2205	OK	      2.7455	     2.29658	           -0.372646	259553
2206	OK	     2.74724	     2.29595	           -0.120438	259822
2208	OK	     2.74722	     2.29597	           -0.179634	260101
2209	OK	   0.0543157	     3.15259	             -289834	260206
2210	OK	     2.74551	     2.29658	           -0.376852	260518
2211	OK	     1.15473	     2.83205	             -146962	260626
2212	OK	    0.031443	      3.1588	             -292461	260721
2214	OK	     1.19109	     2.82118	             -142182	260824
2215	OK	           0	     3.17159	             -299332	260901
2216	OK	           0	     3.17265	             -300646	260968
2217	OK	     2.95942	     2.21307	            -4746.43	261175
2219	OK	    0.290176	      3.0855	             -260782	261276
2220	OK	   0.0221571	     3.16097	             -293387	261381
2221	OK	     1.00062	      2.8785	             -167653	261483
2222	OK	     2.74628	     2.29623	           -0.175141	261754
2223	OK	     2.74839	     2.29538	           -0.514684	262055
2225	OK	     2.74667	     2.29617	           -0.205095	262245
2226	OK	      2.7483	      2.2954	           -0.537222	262540
2227	OK	    0.167023	     3.12084	             -276206	262647
2228	OK	    0.308151	     3.08059	             -258613	262737
2229	OK	   0.0489008	     3.15345	             -290201	262846
2230	OK	    0.200074	     3.11124	             -272035	262946
2231	OK	     2.74868	     2.29523	           -0.939722	263140
2232	OK	  0.00991006	     3.16446	             -294860	263239
2233	OK	     3.33103	      2.0582	            -39942.1	263320
2235	OK	     1.32827	     2.77894	             -123888	263427
2236	OK	    0.122897	     3.13322	             -281544	263532
2237	OK	     2.74897	     2.29516	           -0.649939	263823
2238	OK	       1.985	     2.56732	            -44606.4	263912
2239	OK	    0.277222	     3.08955	             -262556	264013
2240	OK	     2.74726	     2.29594	          -0.0947897	264298
2241	OK	    0.191313	     3.11376	             -273129	264383
2242	OK	     2.74819	     2.29545	           -0.477154	264682
2244	OK	     2.74638	     2.29629	           -0.290359	264956
2245	OK	     2.74898	     2.29516	           -0.650209	265222
2246	OK	     2.74723	     2.29579	           -0.590347	265503
2250	OK	    0.491638	     3.02828	             -235338	265601
2251	OK	     2.74833	     2.29539	           -0.535353	265891
2253	OK	    0.969628	     2.88779	             -171831	265990
2254	OK	    0.980583	      2.8845	             -170352	266075
2257	OK	     1.92401	     2.58783	            -51026.1	266164
2259	OK	   0.0450557	       3.155	             -290848	266272
2260	OK	    0.981653	     2.88428	             -170252	266367
2262	OK	     1.38684	     2.76015	             -115930	266471
2266	OK	     1.81127	     2.62504	            -63498.5	266561
2267	OK	     2.74727	     2.29592	          -0.0427422	266827
2268	OK	     2.74916	     2.29512	           -0.491781	267127
2269	OK	     2.74826	     2.29542	           -0.511083	267399
2270	OK	    0.199713	      3.1116	             -272197	267505
2271	OK	    0.704575	     2.96632	             -207371	267606
2272	OK	     2.74595	     2.29643	           -0.289672	267903
2275	OK	     1.49685	     2.72587	             -101753	267986
2277	OK	     1.17919	     2.82454	             -143650	268100
2278	OK	           0	     3.17622	             -306575	268186
2279	OK	      2.7464	     2.29628	           -0.282845	268474
2280	OK	     1.18259	     2.82358	             -143233	268565
2281	OK	     2.81475	      2.2697	             -471.02	268672
2282	OK	     1.38624	     2.76104	             -116308	268770
2283	OK	     1.32641	     2.77931	             -124039	268858
2285	OK	     1.05804	     2.86132	             -159958	268961
2286	OK	     1.36656	      2.7669	             -118769	269069
2287	OK	      2.7475	      2.2958	         -0.00161247	269314
2290	OK	    0.461056	     3.03694	             -239214	269420
2292	OK	    0.203574	     3.11014	             -271559	269526
2293	OK	     2.74795	     2.29565	          -0.0458385	269765
2294	OK	      0.7439	     2.95484	             -202168	269856
2295	OK	     2.74718	     2.29602	            -0.42404	270073
2296	OK	     1.15208	     2.83289	             -147331	270178
2297	OK	     2.74901	     2.29514	           -0.689179	270472
2298	OK	    0.790267	     2.94094	             -195865	270559
2299	OK	    0.993581	     2.88077	             -168673	270647
2300	OK	     2.31762	     2.45349	              -15912	270782
2301	OK	     1.31901	     2.78187	             -125141	270886
2302	OK	     2.75084	     2.29447	              -1.483	270958
2303	OK	    0.849749	     2.92328	             -187866	271045
2304	OK	     1.22192	     2.81155	             -137963	271143
2307	OK	     2.74761	     2.29597	            -2.09043	271433
2308	OK	      1.0905	     2.85135	             -155514	271520
2309	OK	   0.0491128	      3.1535	             -290214	271623
2310	OK	   0.0449128	     3.15524	             -290960	271717
2311	OK	      2.7434	     2.29754	            -3.36387	271984
2312	OK	       1.209	     2.81556	             -139718	272080
2313	OK	     2.15743	     2.50883	            -28296.3	272162
2314	OK	     2.74522	     2.29665	           -0.456532	272465
2315	OK	     1.38255	     2.76185	             -116638	272553
