Start	Message	Estimated p1	Estimated p2	PAYOFF	
117	OK	     2.89219	     39.4951	       -4.39843e+144	
118	OK	     4.72881	     15.1471	         -1.2705e+55	
119	OK	     2.62928	     71.0533	       -3.44422e+262	
120	OK	     9.97401	     14.2194	        -1.54077e+56	
121	OK	     3.18843	     67.6459	       -1.85744e+250	
122	OK	     9.06851	     70.3183	       -2.39358e+265	
124	OK	     6.32425	     31.4505	        -3.2619e+117	
125	OK	     3.33102	    0.173657	        -5.69185e+06	
126	OK	     4.05967	     61.6924	       -5.51726e+228	
127	OK	     3.52874	     6.28429	        -8.57618e+20	
129	OK	     4.00371	     4.65794	        -2.39238e+15	
130	OK	     8.00488	     13.4806	        -5.15533e+51	
131	OK	     9.98349	     36.8123	       -5.76704e+140	
132	OK	     6.52601	     28.3343	       -1.05804e+106	
133	OK	     6.41546	     71.8712	       -7.71183e+268	
134	OK	     5.64252	      30.391	       -9.02849e+112	
135	OK	     9.97789	     73.7838	       -1.38117e+279	
136	OK	     9.97179	     61.4666	       -1.07599e+233	
137	OK	     9.20337	     17.2951	        -1.07299e+67	
138	OK	     9.02547	     30.9518	       -9.83631e+117	
139	OK	      8.2623	     35.1516	       -1.12194e+133	
140	OK	     4.69675	     24.6512	        -4.46805e+90	
141	OK	      7.0058	     80.7127	       -3.11482e+302	
142	OK	     7.34061	     37.2798	       -1.64076e+140	
143	OK	     1.52535	     57.7407	         -5.615e+211	
144	OK	     3.15033	     26.5292	        -2.16759e+96	
145	OK	     5.62604	     63.8075	       -1.04476e+238	
146	OK	      4.3984	     23.7977	        -1.57026e+87	
147	OK	     1.69908	     19.6714	        -2.55175e+69	
148	OK	     4.71488	     24.7871	        -1.49355e+91	
149	OK	     9.79234	     30.9607	       -4.92303e+118	
150	OK	     8.99985	     49.8448	       -4.86459e+188	
151	OK	     3.18938	     53.2679	       -2.83741e+196	
153	OK	     2.72817	     53.9013	       -2.64833e+198	
154	OK	     3.46917	     62.1143	        -6.4279e+229	
155	OK	     2.99767	     16.5344	        -6.20918e+58	
156	OK	     1.95465	     79.7725	       -3.86433e+294	
157	OK	     2.44131	     49.2199	       -4.48078e+180	
159	OK	     6.05843	     75.7005	       -8.12811e+282	
160	OK	     2.68727	     17.0501	        -2.84131e+60	
161	OK	     2.84409	     17.3586	        -5.55264e+61	
162	OK	     7.75998	     23.9702	        -5.77482e+90	
164	OK	     5.57892	     63.8961	       -2.03996e+238	
165	OK	    0.885086	     62.3715	       -3.35799e+228	
166	OK	     1.13319	     78.7458	       -1.07317e+290	
168	OK	     1.55777	     19.3228	        -9.53178e+67	
169	OK	     1.95323	     54.8248	       -1.60989e+201	
170	OK	     7.05277	     64.2979	       -1.24168e+241	
171	OK	       5.179	     70.8134	       -7.14039e+263	
172	OK	     4.86866	     79.2225	       -1.14705e+295	
173	OK	     9.24303	     50.1127	       -7.96637e+189	
174	OK	     5.00852	     48.0724	         -3.858e+178	
175	OK	      3.4483	     79.6791	       -3.42748e+295	
176	OK	     5.07884	     32.5425	       -3.30195e+120	
178	OK	     5.05969	     76.3148	       -2.19749e+284	
180	OK	     4.26813	     25.8135	        -4.24911e+94	
181	OK	     8.76376	     66.1486	       -3.21524e+249	
182	OK	     7.46407	     61.6299	       -2.91688e+231	
183	OK	     5.44556	     22.8018	        -2.38778e+84	
185	OK	    0.633288	     22.6239	         -3.4071e+79	
187	OK	     3.15557	     69.1519	       -7.53823e+255	
188	OK	     4.31464	     42.0011	       -1.81381e+155	
189	OK	     2.18792	     23.1376	        -6.38933e+82	
190	OK	     4.70938	     47.8822	       -4.11634e+177	
191	OK	     8.94834	     35.9575	       -4.59505e+136	
192	OK	     1.95206	     62.4539	       -5.77447e+229	
194	OK	     9.74567	      71.843	       -4.72251e+271	
197	OK	     8.62021	     70.4285	       -2.52386e+265	
198	OK	     5.30468	     21.5121	         -2.6803e+79	
199	OK	     6.57096	     15.3782	        -3.70941e+57	
201	OK	     8.66412	     67.3733	       -1.01064e+254	
202	OK	      9.5113	     56.7098	         -6.717e+214	
203	OK	     8.32947	     69.9334	       -1.97957e+263	
206	OK	     6.58989	     44.2787	        -5.7521e+165	
207	OK	     7.39188	     19.5193	        -6.05578e+73	
208	OK	     2.14598	     60.1777	        -2.5704e+221	
209	OK	     1.28983	      51.155	       -7.83991e+186	
211	OK	     3.76282	     31.8266	       -4.96757e+116	
213	OK	     2.51428	     36.6313	       -3.94248e+133	
214	OK	     7.61523	     16.4116	        -2.20927e+62	
215	OK	     9.97549	     22.6574	        -5.92066e+87	
216	OK	     2.66051	     34.2007	       -4.21913e+124	
217	OK	     4.97476	     70.8901	       -9.19283e+263	
218	OK	     4.15849	     50.1277	       -3.47406e+185	
219	OK	     3.30812	     66.6415	       -4.10671e+246	
221	OK	     2.02996	     67.7056	       -3.06186e+249	
222	OK	       4.029	     74.9066	       -1.49913e+278	
223	OK	    0.249827	     74.7722	       -2.45475e+274	
224	OK	     3.31912	     1.31311	        -4.03724e+06	
225	OK	     4.35796	     62.7535	       -9.38968e+232	
226	OK	     4.14609	     49.0301	       -2.64161e+181	
227	OK	     7.75845	     42.8632	       -2.99638e+161	
228	OK	     9.37802	     15.0042	        -4.04985e+58	
229	OK	    0.618895	     49.8639	       -3.01248e+181	
230	OK	     2.69314	     8.46615	        -2.18074e+28	
231	OK	    0.866858	     47.7114	       -4.34126e+173	
232	OK	     8.70823	     63.5305	        -4.5631e+239	
233	OK	     2.01418	     27.8971	       -2.94606e+100	
234	OK	     8.06776	     67.2663	       -1.21924e+253	
235	OK	     8.08264	      72.184	       -3.20618e+271	
237	OK	     5.94957	     43.0575	       -4.29578e+160	
238	OK	     8.41942	     18.1521	        -3.60872e+69	
239	OK	     5.74835	     52.2104	       -5.21411e+194	
240	OK	     3.90639	     59.4415	       -1.52603e+220	
241	OK	    0.093842	     38.6193	       -8.60165e+138	
242	OK	     2.59786	       63.45	        -1.1242e+234	
243	OK	     1.64528	     77.0476	       -1.31545e+284	
244	OK	     1.81856	      2.6004	            -84363.5	
245	OK	      1.6382	     10.5023	        -1.08732e+35	
246	OK	     1.93024	     11.0283	        -1.81168e+37	
247	OK	     2.51608	     26.1148	        -1.71408e+94	
249	OK	     5.91165	      61.407	       -1.91504e+229	
250	OK	    0.852769	     8.14816	        -3.56599e+25	
252	OK	     1.04243	     65.6817	       -1.12949e+241	
253	OK	      4.6711	     35.5028	       -1.75923e+131	
254	OK	     2.79134	     69.8186	       -1.13892e+258	
256	OK	      6.2256	      8.9309	        -1.39255e+33	
257	OK	     6.49511	     47.8707	       -1.32573e+179	
258	OK	    0.335386	     50.4346	       -2.33887e+183	
260	OK	     7.44682	     28.4231	       -1.43538e+107	
263	OK	     1.85917	     53.4292	       -7.96503e+195	
264	OK	     3.22867	          76	       -3.74134e+281	
266	OK	    0.221085	      53.837	       -1.01145e+196	
267	OK	     9.00397	     39.7429	       -7.57504e+150	
268	OK	     1.28573	     81.7685	       -3.00026e+301	
269	OK	     9.07002	     5.09169	        -2.25006e+21	
272	OK	     5.90205	     57.6563	       -1.71777e+215	
274	OK	     6.24488	     67.9119	       -8.30659e+253	
275	OK	     6.04435	     36.1739	       -8.91159e+134	
276	OK	     4.78401	     51.4597	        -1.1745e+191	
277	OK	     4.81413	    0.459073	        -2.29257e+06	
279	OK	     4.24458	     68.1355	       -1.04429e+253	
281	OK	     1.86871	      16.225	        -4.51195e+56	
282	OK	      5.8741	     67.8598	       -2.52426e+253	
283	OK	     5.38038	     33.8685	        -5.5451e+125	
284	OK	    0.938396	      59.281	       -1.01062e+217	
285	OK	     8.60496	     60.3789	       -5.93068e+227	
286	OK	     5.00618	     18.4844	        -6.86132e+67	
288	OK	     6.29241	     50.1034	       -2.01071e+187	
289	OK	      2.8931	     28.9169	       -1.12159e+105	
290	OK	    0.380547	     43.3516	       -7.87844e+156	
291	OK	     9.60698	     78.5114	       -3.26071e+296	
292	OK	     2.54694	     4.66302	        -1.35398e+14	
293	OK	    0.889957	     73.2656	       -2.02743e+269	
294	OK	     1.30071	     18.5844	        -9.81888e+64	
295	OK	     2.02433	     40.7509	       -3.88764e+148	
296	OK	     5.61255	     78.5856	       -2.09836e+293	
298	OK	     3.34024	     1.47207	         -3.3109e+06	
299	OK	     5.70593	     67.4565	       -5.58049e+251	
300	OK	      5.0012	     60.4661	       -9.31998e+224	
301	OK	     1.34822	     76.0649	       -1.52319e+280	
302	OK	     2.27415	     36.6697	       -3.39545e+133	
303	OK	     3.51617	    0.587966	        -5.18848e+06	
304	OK	     7.21863	      10.304	        -1.38584e+39	
305	OK	    0.525543	     31.6597	         -1.819e+113	
307	OK	     5.32333	     61.2255	       -1.23554e+228	
308	OK	      9.6641	      13.059	        -3.76338e+51	
310	OK	     3.19032	     16.2858	        -1.07134e+58	
311	OK	     9.49505	     20.0141	        -2.89102e+77	
312	OK	     3.27753	     24.8789	        -1.86013e+90	
314	OK	     2.56621	      15.596	        -8.05061e+54	
316	OK	     9.26781	     39.3593	       -4.70667e+149	
317	OK	     2.08502	     32.3731	       -1.92562e+117	
318	OK	     4.80189	     33.1607	        -3.9119e+122	
319	OK	    0.301507	      59.033	        -3.3373e+215	
320	OK	     5.72655	     74.2591	       -1.68522e+277	
323	OK	     4.43798	      19.905	        -4.57094e+72	
325	OK	     5.26338	     13.5504	        -3.90944e+49	
326	OK	     4.02127	     74.1851	       -2.94119e+275	
327	OK	     8.46509	      17.389	        -5.50267e+66	
328	OK	     9.05806	      10.628	        -8.94596e+41	
329	OK	     3.14847	     49.9801	       -1.29187e+184	
330	OK	     2.84713	     55.9368	       -1.39693e+206	
332	OK	     9.42059	     11.2158	        -2.92283e+44	
334	OK	     5.30281	     66.6357	       -2.10932e+248	
335	OK	    0.678641	     37.9902	       -1.22398e+137	
336	OK	     6.03503	     26.2236	        -4.98638e+97	
337	OK	       2.428	     44.7548	       -8.45121e+163	
338	OK	     9.48989	     71.4266	       -7.82074e+269	
339	OK	     5.67786	     4.11941	        -8.29753e+14	
340	OK	     4.98045	     12.4713	        -2.03039e+45	
341	OK	     2.73236	     38.8169	        -9.2446e+141	
342	OK	     5.24847	     52.9909	       -1.60124e+197	
344	OK	    0.217647	     35.4566	       -1.59978e+127	
345	OK	     2.51586	     37.3605	       -2.12008e+136	
348	OK	     8.38232	     25.8051	         -1.4799e+98	
349	OK	    0.787477	     13.5677	        -5.87587e+45	
350	OK	     8.11952	     55.3007	       -2.20697e+208	
351	OK	     5.53967	     20.3964	        -2.85915e+75	
352	OK	    0.136318	      30.528	       -4.84825e+108	
353	OK	     6.94685	     74.2739	       -2.19828e+278	
354	OK	     3.18001	     50.7439	       -9.93915e+186	
355	OK	     6.42674	     44.1335	       -1.18797e+165	
356	OK	     3.98324	     29.1879	        -1.0256e+107	
357	OK	     9.93256	     56.3999	       -1.07864e+214	
358	OK	     9.62179	     37.9356	       -4.47968e+144	
359	OK	      1.9561	     31.4765	        -6.5559e+113	
360	OK	     6.07178	     70.2235	       -2.63788e+262	
361	OK	    0.661113	     68.7804	       -2.09014e+252	
362	OK	     1.52393	     58.7234	       -2.66843e+215	
363	OK	     1.29192	     18.4623	           -3.37e+64	
364	OK	     5.96338	     46.2848	       -5.30496e+172	
365	OK	     0.70778	     66.4495	       -4.32759e+243	
366	OK	     6.84368	     39.4919	       -1.15698e+148	
367	OK	      4.9486	     71.9512	       -8.17375e+267	
368	OK	     5.08787	     37.1192	       -4.54203e+137	
369	OK	    0.101529	       20.89	        -3.80466e+72	
372	OK	    0.449513	     27.6289	         -1.2775e+98	
373	OK	     5.71301	     30.8631	       -6.07712e+114	
374	OK	     1.15393	     40.2045	        -6.1471e+145	
375	OK	     1.07353	     50.8901	       -5.18754e+185	
376	OK	      4.1217	      55.099	       -1.30714e+204	
377	OK	     9.34048	     39.2134	       -1.54804e+149	
379	OK	     3.92377	     38.3605	       -1.96098e+141	
380	OK	     4.73087	     58.5046	       -2.46974e+217	
381	OK	     6.35219	     24.2389	        -3.50332e+90	
382	OK	     6.50222	     27.0768	       -1.98227e+101	
386	OK	     3.15804	     80.4842	       -1.97839e+298	
387	OK	     8.25256	     79.2319	       -1.08144e+298	
388	OK	     7.78123	     75.4922	       -4.23381e+283	
389	OK	     9.03838	     10.3517	        -7.95497e+40	
390	OK	    0.441944	     82.1085	       -1.03954e+302	
392	OK	     7.91251	     55.6099	         -2.096e+209	
393	OK	    0.230384	     68.0932	       -2.36379e+249	
394	OK	     6.68865	     29.1482	       -1.63061e+109	
395	OK	     6.58224	     43.5786	       -1.35799e+163	
396	OK	     4.57912	     3.07267	        -3.14641e+10	
397	OK	     5.93924	     41.8999	       -1.95462e+156	
399	OK	     3.40516	     28.2841	       -1.33664e+103	
400	OK	     5.40704	     73.5426	       -1.84972e+274	
401	OK	    0.763512	     61.9885	       -9.70662e+226	
402	OK	     9.24609	     9.00792	        -1.13581e+36	
403	OK	     6.55881	     13.5302	        -4.38262e+50	
406	OK	     1.57066	     73.9387	       -2.61623e+272	
407	OK	     5.58606	      58.476	       -1.06832e+218	
411	OK	     4.58044	     49.9865	       -2.39181e+185	
412	OK	      2.1072	     29.5543	       -5.66072e+106	
413	OK	     3.16128	     21.2764	        -4.83639e+76	
414	OK	     5.05405	     47.0025	       -4.17889e+174	
415	OK	      2.9571	     19.8381	        -1.32945e+71	
416	OK	     7.73274	     3.12721	        -2.59905e+13	
418	OK	     5.89546	     73.8785	       -8.88475e+275	
419	OK	     7.20415	     71.9576	       -7.86158e+269	
420	OK	     2.90551	     19.9818	        -4.13433e+71	
422	OK	    0.852283	     18.6368	        -6.29104e+64	
424	OK	      3.5872	     8.27068	        -2.42603e+28	
425	OK	     3.97437	     7.19712	        -5.18963e+24	
426	OK	      3.7764	     58.4632	       -2.56356e+216	
428	OK	     8.33962	     25.4247	        -5.11872e+96	
429	OK	     7.01714	     75.8527	       -2.05365e+284	
430	OK	     2.60029	     13.4889	        -1.11907e+47	
431	OK	     4.79543	     57.7482	       -4.14567e+214	
432	OK	     1.72036	      33.753	       -1.35765e+122	
433	OK	   0.0752496	     66.6651	       -7.82527e+243	
434	OK	     5.65346	     59.7275	       -5.90975e+222	
436	OK	     6.99093	     9.95095	        -4.19891e+37	
437	OK	     3.20675	     44.0643	       -1.04479e+162	
439	OK	     1.52151	     48.3269	        -3.2363e+176	
440	OK	     1.23125	     27.4946	        -1.91742e+98	
441	OK	     8.26205	     48.9977	       -7.50742e+184	
442	OK	     6.40195	     5.16206	        -1.95742e+19	
444	OK	     8.72216	     31.4951	        -5.7974e+119	
447	OK	     6.66196	     36.4529	       -3.39392e+136	
448	OK	    0.572161	     77.5472	       -1.13997e+285	
449	OK	     5.95791	     49.8891	       -1.62515e+186	
451	OK	     6.20814	      10.506	        -1.04653e+39	
452	OK	      6.2239	    0.302808	        -9.39415e+06	
453	OK	    0.904535	     26.2624	        -2.43757e+93	
454	OK	     7.96858	     67.0743	       -1.91124e+252	
455	OK	      2.2583	     14.4415	        -2.07523e+50	
456	OK	     4.49325	     22.3925	         -1.0444e+82	
458	OK	     5.51124	     8.48711	        -7.32272e+30	
461	OK	    0.600763	     4.23623	        -8.16112e+10	
462	OK	     6.65004	     22.9618	        -1.05484e+86	
463	OK	     3.31268	     14.1353	        -1.22136e+50	
465	OK	      1.3314	     76.2132	       -5.28821e+280	
466	OK	     7.87274	     77.3403	       -4.20592e+290	
467	OK	     6.18416	     1.08528	        -3.97128e+07	
468	OK	     9.79865	     43.9862	       -2.83246e+167	
469	OK	    0.114926	     40.0864	          -2.78e+144	
470	OK	      7.0365	     79.9669	       -5.35317e+299	
473	OK	     0.34759	     22.1694	        -3.82726e+77	
474	OK	     9.91017	     2.61468	        -6.99132e+13	
475	OK	     1.73491	      69.756	       -8.02241e+256	
476	OK	     2.19572	     66.9853	       -8.58837e+246	
477	OK	     6.79583	     54.2298	       -1.53431e+203	
478	OK	     8.17853	     40.6734	       -4.41839e+153	
479	OK	     3.70463	     12.7241	        -1.39813e+45	
480	OK	      9.6673	     33.4475	       -7.79708e+127	
481	OK	     5.53517	     23.6812	        -5.58908e+87	
483	OK	     7.59688	     1.05733	        -1.04175e+09	
484	OK	     2.55511	     57.3227	       -1.19927e+211	
485	OK	     2.92435	     39.2672	       -6.57888e+143	
486	OK	     7.66028	     10.0043	        -2.53625e+38	
487	OK	     8.72506	     70.0794	       -1.53654e+264	
488	OK	     9.78322	     36.6913	       -1.36218e+140	
490	OK	     9.08855	     50.1694	       -9.53252e+189	
491	OK	     5.34517	       22.34	        -3.65001e+82	
492	OK	     9.59625	     55.3041	       -4.35838e+209	
493	OK	     1.78101	     51.2615	        -5.2444e+187	
494	OK	     8.44886	     59.2878	       -3.57831e+223	
496	OK	     6.14976	     73.0189	       -8.95827e+272	
497	OK	      8.5276	     55.5938	       -6.24133e+209	
498	OK	     7.20966	     61.4386	       -3.37034e+230	
499	OK	     1.08197	     34.3801	       -8.42398e+123	
501	OK	     5.91564	     26.2033	        -3.29809e+97	
502	OK	     1.17684	     36.5233	        -1.0711e+132	
504	OK	      2.0773	     53.3054	       -4.23915e+195	
505	OK	      3.8649	     48.2289	       -1.50868e+178	
506	OK	     2.75611	     0.57991	        -6.08521e+06	
507	OK	       8.862	     18.7716	        -1.82174e+72	
509	OK	    0.157309	      22.112	         -1.5957e+77	
510	OK	     3.30242	     22.5918	        -5.37714e+81	
511	OK	   0.0461885	      60.045	       -1.22883e+219	
512	OK	     8.62827	     60.1214	       -6.75689e+226	
513	OK	     6.67987	      25.868	        -8.45325e+96	
514	OK	     3.52636	     4.32588	        -5.98651e+13	
515	OK	     7.37086	     76.2831	       -1.70149e+286	
517	OK	     0.31006	     42.6567	       -1.71533e+154	
518	OK	     6.27895	      80.496	        -1.1253e+301	
520	OK	     9.11352	     50.3832	        -6.3229e+190	
522	OK	     6.56551	     27.9818	       -5.49077e+104	
523	OK	     8.83997	     12.8598	        -1.30045e+50	
524	OK	     3.75333	     38.4619	       -3.34246e+141	
526	OK	     4.53737	      81.152	       -9.85552e+301	
528	OK	      5.9977	     17.5471	        -1.54585e+65	
529	OK	     8.48506	      75.067	       -4.43343e+282	
530	OK	     1.95249	     23.9249	        -3.53101e+85	
531	OK	     9.52915	     1.27928	        -9.72108e+10	
532	OK	      5.9142	     5.01363	        -2.12121e+18	
535	OK	     6.03901	     59.5611	        -3.0449e+222	
536	OK	     1.88476	      73.137	       -4.89443e+269	
537	OK	     1.84011	     43.9948	        -3.7308e+160	
539	OK	     5.84317	     28.7487	       -9.60852e+106	
540	OK	     8.84156	     43.1755	       -3.85951e+163	
541	OK	      4.2247	     45.9469	       -8.90844e+169	
543	OK	     3.52382	     10.1439	         -2.1549e+35	
544	OK	     6.34156	     11.9718	        -4.17336e+44	
546	OK	     4.27367	     75.9712	       -2.36108e+282	
547	OK	     6.39856	     67.4238	       -1.68258e+252	
548	OK	      6.2269	     35.0613	       -8.79255e+130	
550	OK	     7.95393	     32.7454	       -5.96697e+123	
551	OK	     3.57562	     78.6767	       -7.82604e+291	
552	OK	      6.1734	     53.4954	       -7.87424e+199	
553	OK	     2.05062	     75.5254	       -5.93801e+278	
554	OK	     9.34706	     68.6221	       -1.87148e+259	
556	OK	     9.57433	     21.2985	        -2.17523e+82	
559	OK	     5.06071	     43.5081	       -3.52774e+161	
560	OK	      3.3898	     58.1477	       -7.79879e+214	
561	OK	     7.93216	     27.2013	        -1.0122e+103	
562	OK	     4.64234	     42.1641	       -1.42379e+156	
563	OK	    0.187236	      54.154	       -1.45222e+197	
564	OK	      7.0367	     67.3661	       -3.66597e+252	
565	OK	     7.29566	     64.8977	       -3.54715e+243	
566	OK	     5.04647	     14.5506	        -1.40408e+53	
567	OK	     4.05227	     1.27608	        -2.06078e+06	
568	OK	     8.79894	     78.7543	       -5.25875e+296	
570	OK	     4.00684	     13.4616	        -1.47398e+48	
571	OK	     2.84535	     17.2826	        -2.89322e+61	
572	OK	     7.54567	     38.1467	       -4.34496e+143	
573	OK	     7.54205	     55.8283	       -6.56238e+209	
576	OK	     3.72201	     31.9843	       -1.78308e+117	
577	OK	    0.535595	     25.7768	        -1.77262e+91	
579	OK	     6.93024	     64.5346	       -7.47174e+241	
580	OK	    0.526811	     64.7077	       -9.10798e+236	
581	OK	     8.71343	     10.0537	        -3.18776e+39	
582	OK	      3.6475	     19.3084	        -5.50337e+69	
583	OK	     5.62464	     17.5286	        -6.25466e+64	
584	OK	     5.86725	      6.9511	        -2.77267e+25	
585	OK	     8.77487	     4.29432	        -1.67686e+18	
587	OK	     8.50554	     21.4254	         -7.6581e+81	
588	OK	        6.24	     30.9012	        -2.4217e+115	
589	OK	     3.02481	     62.5056	       -7.70164e+230	
591	OK	     9.81659	     45.0358	       -2.49057e+171	
593	OK	     8.90455	     75.3967	       -1.75862e+284	
594	OK	     4.77594	     64.2332	       -7.48067e+238	
595	OK	     8.61182	     64.4393	       -9.49216e+242	
597	OK	     5.44912	     34.3602	       -4.40713e+127	
598	OK	     5.44708	     6.45929	        -1.77448e+23	
599	OK	     9.38948	     42.4783	       -2.83756e+161	
600	OK	     1.50321	     61.5124	        -7.0396e+225	
602	OK	     5.15355	     53.4924	       -9.98498e+198	
603	OK	     9.98969	     23.6657	        -3.62064e+91	
604	OK	     3.57363	     8.74501	        -1.39798e+30	
605	OK	     9.89865	     31.2465	       -7.15324e+119	
607	OK	     7.36659	     18.3382	        -2.18558e+69	
608	OK	     2.28621	     37.4634	       -3.25356e+136	
609	OK	     8.52853	     32.1708	       -1.33044e+122	
612	OK	     9.81681	     66.0755	       -1.40662e+250	
613	OK	     2.27354	      15.175	        -1.19144e+53	
616	OK	     1.10881	     44.2895	       -1.09522e+161	
618	OK	     2.18712	      72.403	       -1.60315e+267	
619	OK	     3.80755	     16.4618	        -1.67845e+59	
620	OK	     6.41034	     79.7363	       -2.09705e+298	
621	OK	     3.51179	   0.0984194	        -5.48158e+06	
622	OK	     7.91716	     22.2281	        -2.38503e+84	
623	OK	     7.06231	     39.7898	       -2.33613e+149	
624	OK	     4.03484	     29.9056	       -5.52285e+109	
625	OK	     6.45907	     28.1818	       -2.48812e+105	
626	OK	     2.51368	     49.9433	       -2.64261e+183	
627	OK	     4.75572	     18.7411	        -3.79887e+68	
628	OK	      9.9918	     13.9851	        -2.11953e+55	
630	OK	     1.89263	     8.73117	        -4.30183e+28	
631	OK	     1.53791	     10.3589	        -2.58814e+34	
632	OK	     7.38524	     53.1552	       -4.73928e+199	
633	OK	      9.4306	     8.20434	        -1.63163e+33	
634	OK	     9.90415	     27.6757	       -3.11561e+106	
635	OK	     6.44241	     73.4694	        -7.8093e+274	
636	OK	     7.84378	     31.9221	       -3.96589e+120	
637	OK	      8.7288	     45.5073	       -1.64666e+172	
638	OK	     3.32131	     12.3796	        -3.33858e+43	
639	OK	     7.94104	     78.6537	       -3.97259e+295	
640	OK	      4.0704	     76.1737	       -9.00804e+282	
641	OK	      4.0783	     2.46513	        -1.74234e+08	
642	OK	     9.86107	     70.4767	       -4.57313e+266	
643	OK	     1.65096	     56.1385	       -7.26851e+205	
644	OK	     6.44559	     37.7603	       -1.72258e+141	
648	OK	     3.35768	     26.1799	        -1.61654e+95	
649	OK	     3.23045	     32.4712	       -4.43027e+118	
650	OK	     2.68676	     39.5477	        -4.5877e+144	
651	OK	     7.94665	     61.1081	       -8.53054e+229	
652	OK	     7.47887	     9.72138	        -1.54263e+37	
654	OK	     3.13641	     58.3065	       -1.84632e+215	
655	OK	     7.35443	     67.2874	       -3.51173e+252	
656	OK	     6.01842	     28.7211	       -1.07533e+107	
658	OK	    0.158206	     38.2307	       -3.43583e+137	
659	OK	     4.01848	     14.1761	        -7.12441e+50	
660	OK	     4.42012	     20.4417	        -4.50413e+74	
661	OK	     6.45173	     79.9402	       -1.32077e+299	
662	OK	     7.80827	     8.47253	        -6.38789e+32	
663	OK	    0.541624	     3.54112	        -2.24611e+08	
664	OK	     9.33836	     36.3178	       -2.23731e+138	
665	OK	       6.419	     37.1014	       -5.58304e+138	
668	OK	     3.26797	     51.7858	       -9.40738e+190	
669	OK	     2.98796	     27.9755	        -4.0597e+101	
670	OK	    0.119162	      8.3746	        -5.76492e+25	
672	OK	     5.71249	     29.3846	       -1.77476e+109	
673	OK	     8.82543	     52.8717	       -7.33377e+199	
674	OK	  0.00473992	     13.0977	        -2.13875e+43	
675	OK	     9.01156	     31.8347	        -1.9297e+121	
677	OK	      7.6294	     13.8112	        -4.20229e+52	
678	OK	     3.63862	     68.6644	       -2.96486e+254	
679	OK	     2.48692	     29.1087	       -2.59979e+105	
680	OK	     1.29739	     67.5334	       -1.60373e+248	
682	OK	    0.716814	     51.5652	       -8.54997e+187	
683	OK	        4.27	     20.6852	        -2.71988e+75	
684	OK	    0.609187	     77.4786	       -6.79962e+284	
685	OK	     9.47021	     44.4663	       -9.20713e+168	
687	OK	     9.20832	     9.01953	        -1.16381e+36	
689	OK	     9.48904	     66.3877	       -1.07705e+251	
690	OK	     6.94606	     61.7172	       -2.19593e+231	
691	OK	     6.57591	     7.07422	        -3.28778e+26	
692	OK	     7.33151	     13.4553	        -1.07821e+51	
693	OK	     5.38964	     52.9902	       -2.11228e+197	
694	OK	     3.19426	     71.1284	        -2.0363e+263	
695	OK	     6.40072	     7.92065	        -3.32298e+29	
696	OK	     7.90601	     42.0468	       -3.54274e+158	
697	OK	     6.01923	     62.7058	       -1.72502e+234	
698	OK	     9.86474	     3.84248	        -3.95969e+17	
699	OK	     8.08176	     22.3692	        -1.11817e+85	
700	OK	     3.43992	     78.7779	       -1.42663e+292	
701	OK	     3.28954	     60.6207	       -1.15216e+224	
702	OK	      4.9259	      13.649	        -4.65585e+49	
703	OK	    0.669114	     80.9447	       -7.21047e+297	
704	OK	     9.15877	     24.6504	         -3.3324e+94	
706	OK	     9.80894	      37.787	       -1.80929e+144	
708	OK	     3.97061	     17.8412	        -3.38328e+64	
709	OK	     5.27232	     3.61869	        -7.11989e+12	
710	OK	     2.59639	     18.5454	        -9.37096e+65	
711	OK	      8.8507	     70.9796	       -4.62573e+267	
712	OK	    0.737179	     38.9465	       -5.22506e+140	
713	OK	     4.26649	       71.72	       -2.84958e+266	
715	OK	     1.83499	     26.7421	        -9.78235e+95	
716	OK	    0.712854	     53.1669	       -8.39076e+193	
717	OK	     2.11714	     22.9307	        -9.31952e+81	
719	OK	     3.60331	     33.3751	       -2.25742e+122	
720	OK	     3.12162	     39.5998	       -1.71562e+145	
721	OK	     2.02865	     5.24421	        -6.21646e+15	
722	OK	     2.81834	     47.3323	       -8.19875e+173	
723	OK	    0.015054	     57.2795	        -5.1433e+208	
724	OK	     4.27392	     53.1508	       -9.05044e+196	
725	OK	     3.68992	     80.3776	       -2.28606e+298	
726	OK	     4.63548	     66.0395	       -3.25804e+245	
727	OK	     6.84868	      61.971	        -1.6107e+232	
728	OK	    0.141057	     50.0931	       -8.35101e+181	
729	OK	      8.1401	     56.5562	       -1.15105e+213	
730	OK	     1.34476	     59.9432	       -6.86245e+219	
731	OK	     4.30588	      2.7287	        -1.69306e+09	
732	OK	     8.66746	     57.1883	       -7.67829e+215	
733	OK	     3.78797	     45.7589	        -7.3561e+168	
735	OK	     2.87626	     34.4302	       -4.69139e+125	
736	OK	     2.29739	     60.7284	        -4.0071e+223	
737	OK	     4.28874	     30.5886	       -3.30454e+112	
738	OK	     2.74387	     27.3941	        -1.66029e+99	
739	OK	     1.68119	     18.2571	        -1.25227e+64	
740	OK	     5.73262	     13.8378	        -1.18998e+51	
742	OK	     7.18579	    0.621729	        -1.81273e+08	
743	OK	      7.4016	     23.4637	        -3.58593e+88	
746	OK	     9.19207	     26.8315	        -5.1948e+102	
747	OK	     4.60101	     44.7189	       -4.78698e+165	
