Start	Message	Estimated p1	Estimated p2	PAYOFF	
748	OK	     8.16469	     78.0562	       -3.60483e+293	
749	OK	    0.926856	     35.8253	       -1.58521e+129	
750	OK	     4.51563	     17.1311	        -2.21276e+62	
751	OK	     1.47459	     44.4315	       -7.74366e+161	
752	OK	     2.72114	      69.207	       -5.08589e+255	
753	OK	     4.19396	     50.5734	       -1.73806e+187	
754	OK	     9.20171	     68.6119	       -1.28174e+259	
755	OK	     2.83956	     75.8073	       -3.26653e+280	
756	OK	     2.95308	     52.6505	       -8.64239e+193	
757	OK	     8.16283	     12.2782	        -2.23459e+47	
759	OK	     9.34947	     35.8003	       -2.64312e+136	
760	OK	     2.70125	     26.5402	         -9.7053e+95	
762	OK	     1.19345	     72.0983	       -1.59049e+265	
763	OK	     8.56658	     64.6869	       -7.32251e+243	
764	OK	     4.96211	     45.1556	       -4.25125e+167	
766	OK	     8.21873	     16.3806	        -5.65112e+62	
767	OK	     6.21186	     44.3397	       -4.57034e+165	
768	OK	     2.39696	     32.2311	       -1.05687e+117	
769	OK	     8.14358	     3.35384	        -3.03066e+14	
770	OK	     1.08347	     68.5028	        -4.4458e+251	
771	OK	   0.0277787	     4.78542	        -2.42127e+12	
772	OK	     7.28398	     64.0237	        -1.8548e+240	
774	OK	     2.87622	     32.8275	       -4.70407e+119	
775	OK	     5.44084	     27.7801	       -1.01808e+103	
776	OK	     5.09223	     23.2206	        -4.35132e+85	
777	OK	     2.77761	     8.83804	        -6.33554e+29	
778	OK	     6.94216	      74.087	       -4.34998e+277	
779	OK	      3.2776	    0.378847	         -5.6758e+06	
782	OK	     1.38869	      34.077	       -1.14069e+123	
783	OK	     7.48662	     47.9489	       -1.89057e+180	
784	OK	     8.98539	     65.5177	       -2.17889e+247	
786	OK	    0.210605	     58.9561	        -1.4341e+215	
787	OK	      1.2198	     41.6754	       -2.24605e+151	
788	OK	     9.97129	     9.28073	        -5.07253e+37	
790	OK	     4.56264	     50.1847	       -1.27445e+186	
791	OK	     4.70193	     61.6359	       -1.22451e+229	
792	OK	     2.12323	     33.5581	       -5.66403e+121	
793	OK	     7.11762	     52.3945	        -3.9427e+196	
794	OK	     2.09525	     64.4765	       -2.86018e+237	
795	OK	     7.44068	      79.518	       -2.50892e+298	
796	OK	     7.31131	     36.9967	       -1.34975e+139	
798	OK	     9.60507	     18.8868	        -2.17382e+73	
799	OK	     6.28765	     58.4378	       -3.12567e+218	
801	OK	     8.95621	     28.0158	        -8.7761e+106	
802	OK	     3.46014	     34.0613	       -6.27925e+124	
803	OK	     9.74998	     70.7777	       -4.90413e+267	
804	OK	     5.24538	     79.0245	       -4.41994e+294	
805	OK	     4.14401	     68.1304	       -8.17198e+252	
807	OK	     7.33127	     70.2765	       -5.17309e+263	
808	OK	     3.02732	     29.8336	       -3.95864e+108	
809	OK	     4.01389	     44.4264	       -1.18897e+164	
811	OK	     8.25317	     10.1521	        -2.96344e+39	
812	OK	     4.35686	     18.9605	         -1.1335e+69	
813	OK	     2.99731	     11.2029	        -6.89348e+38	
814	OK	     1.97957	     49.5931	       -4.43746e+181	
815	OK	     9.43076	     34.3234	        -9.2239e+130	
816	OK	     5.83311	     64.0206	       -9.92305e+238	
817	OK	     7.55265	     34.1784	       -6.18011e+128	
818	OK	     5.72422	     9.72655	        -4.82546e+35	
819	OK	     5.46613	     54.6696	       -4.75382e+203	
820	OK	      3.6712	     74.7563	       -2.00651e+277	
821	OK	    0.928052	     53.5989	       -5.34217e+195	
822	OK	     1.18194	     23.3562	        -5.62311e+82	
823	OK	     6.40722	     73.7844	       -1.09891e+276	
824	OK	     9.99178	     34.6541	       -4.89768e+132	
825	OK	     2.40795	     49.8202	       -7.40003e+182	
827	OK	     4.27057	     31.1172	       -3.03463e+114	
828	OK	     2.14371	     50.7502	       -1.32127e+186	
829	OK	     1.84554	     44.0501	       -6.07356e+160	
830	OK	     2.43162	     8.10007	        -5.54534e+26	
833	OK	     7.96523	     25.5541	        -7.38835e+96	
835	OK	     9.80311	     57.9821	       -6.96016e+219	
836	OK	     1.20632	     79.1178	       -3.06677e+291	
837	OK	     5.30429	     62.4884	       -6.33866e+232	
841	OK	     6.94957	     58.5767	       -3.88855e+219	
842	OK	     1.54873	     14.9686	        -4.71794e+51	
843	OK	     2.33434	     25.5209	        -7.13077e+91	
844	OK	     4.15999	     48.7541	       -2.51719e+180	
845	OK	     4.02998	     37.3698	       -4.74666e+137	
846	OK	     4.76421	     76.2526	       -7.11972e+283	
847	OK	    0.344823	     67.7134	       -1.12603e+248	
848	OK	     5.58588	     76.8481	        -6.2371e+286	
849	OK	     9.07689	     73.4803	        -1.6655e+277	
850	OK	     9.47025	     73.2591	       -5.43765e+276	
851	OK	     4.74787	     3.13811	        -7.04045e+10	
852	OK	     5.39336	     59.3231	       -1.07562e+221	
855	OK	     3.17174	     56.8888	       -9.78802e+209	
856	OK	     6.00244	     77.0178	       -6.19826e+287	
857	OK	     8.14451	    0.124094	        -1.02353e+09	
858	OK	     9.51909	     61.1644	       -3.21681e+231	
859	OK	     7.26889	     17.9894	         -8.8907e+67	
860	OK	       6.768	     19.6699	        -6.37108e+73	
861	OK	     9.78809	     17.8102	        -2.92643e+69	
862	OK	     7.54353	     56.1342	       -9.18818e+210	
863	OK	     5.17182	     20.3491	        -9.11369e+74	
864	OK	     8.54388	     33.8035	       -1.77179e+128	
866	OK	     7.57698	     77.2609	       -1.17401e+290	
869	OK	     2.51576	      4.1221	        -1.51384e+12	
871	OK	     8.63856	     44.2156	       -2.01099e+167	
872	OK	     6.85526	     20.8736	        -2.42875e+78	
873	OK	      1.2678	     43.8435	       -3.22464e+159	
874	OK	     7.27102	     74.8283	       -4.99672e+280	
875	OK	     7.18179	     79.9638	       -6.97127e+299	
876	OK	     6.99583	     30.8799	       -9.14045e+115	
877	OK	     9.48508	     72.3276	       -1.82732e+273	
878	OK	     7.89903	     76.3158	       -6.48227e+286	
879	OK	     3.31924	    0.846914	        -5.17217e+06	
880	OK	     3.99667	     72.8153	       -2.08949e+270	
881	OK	     9.93084	     3.69386	        -1.41647e+17	
882	OK	     1.10622	     60.4589	       -3.62611e+221	
883	OK	     2.07503	     33.8838	       -8.52077e+122	
884	OK	     3.77753	     80.1331	       -3.31134e+297	
885	OK	     4.51415	     32.0271	       -1.25705e+118	
886	OK	     5.50977	     79.6075	       -1.14115e+297	
887	OK	     7.17454	     76.6657	       -3.10628e+287	
888	OK	     8.62918	     44.7153	        -1.4633e+169	
889	OK	     7.69101	     5.52905	        -5.71862e+21	
890	OK	     5.49027	     47.8469	       -1.44707e+178	
892	OK	     8.96251	     18.2461	        -2.40432e+70	
893	OK	     7.97207	     13.4525	        -3.78999e+51	
894	OK	    0.811026	     38.8235	       -2.09797e+140	
895	OK	      8.3283	       8.077	        -6.01997e+31	
896	OK	     5.98655	     18.7137	        -3.51777e+69	
897	OK	     8.02812	     24.9792	        -5.90505e+94	
899	OK	     8.62412	     44.0827	       -6.21083e+166	
900	OK	    0.784232	     15.2515	        -1.17127e+52	
903	OK	     5.54962	     52.1715	       -2.50787e+194	
904	OK	     3.12651	     51.6491	       -2.18275e+190	
905	OK	     6.85068	     11.0565	        -4.34139e+41	
906	OK	     1.85625	     4.96429	        -4.19036e+14	
907	OK	     1.35261	     34.3972	       -1.67654e+124	
908	OK	     9.47848	     72.9506	       -3.86958e+275	
909	OK	     7.32826	     45.8313	       -1.63157e+172	
912	OK	     0.12003	      18.147	        -2.13615e+62	
913	OK	     9.62365	     7.54855	        -8.55677e+30	
914	OK	     3.24093	     41.8193	       -4.42052e+153	
915	OK	     1.22904	     28.6711	       -4.83501e+102	
916	OK	     7.83776	     24.0041	        -9.03976e+90	
918	OK	     4.67387	     74.1286	       -6.66469e+275	
919	OK	     8.81646	     62.0822	       -2.14923e+234	
920	OK	     9.47651	     27.9814	       -1.84795e+107	
921	OK	     7.68608	      45.145	       -9.00814e+169	
922	OK	     2.25498	     15.2074	        -1.51709e+53	
923	OK	     5.14125	     69.3162	       -1.64765e+258	
925	OK	     6.89328	     76.9685	       -2.40626e+288	
926	OK	     6.74929	     74.3996	       -4.37446e+278	
927	OK	     7.52473	     32.6256	       -9.00471e+122	
928	OK	     3.18671	     28.9612	       -2.95628e+105	
930	OK	     3.24724	     33.2709	        -4.5132e+121	
932	OK	     8.54085	     33.6137	       -3.43262e+127	
934	OK	     4.87842	     13.4112	         -5.4534e+48	
935	OK	     9.86672	     46.3917	       -3.27315e+176	
937	OK	       6.519	     72.9313	       -8.80946e+272	
938	OK	     9.30899	     59.0626	       -2.86879e+223	
939	OK	     5.20384	     21.2047	        -1.54949e+78	
940	OK	     6.41636	     76.2582	       -2.03417e+285	
941	OK	    0.763822	     17.0917	        -8.68632e+58	
942	OK	     6.30906	     54.8281	       -1.00523e+205	
943	OK	     7.73995	      67.557	       -7.75413e+253	
944	OK	     2.01505	     45.5967	       -5.24367e+166	
945	OK	     5.04117	     31.0597	       -8.63562e+114	
946	OK	     4.10037	     73.5489	        -1.4324e+273	
947	OK	     8.01603	     45.1102	       -1.29103e+170	
948	OK	     9.64491	     11.0944	        -1.60873e+44	
950	OK	     3.75209	   0.0344606	        -5.13381e+06	
951	OK	     5.73864	      5.3698	        -2.99456e+19	
952	OK	     9.32314	     45.8785	       -1.32518e+174	
955	OK	     5.10068	     54.8281	       -8.97165e+203	
956	OK	     8.09827	     28.5373	       -1.41253e+108	
957	OK	     7.57392	     27.3729	        -2.1685e+103	
958	OK	     2.20888	     18.6303	        -8.96656e+65	
959	OK	     6.28965	     56.3803	       -6.24156e+210	
961	OK	     2.81237	     33.5471	       -2.04332e+122	
963	OK	     7.03261	      68.857	       -1.38363e+258	
964	OK	     4.09474	     43.4844	       -4.16662e+160	
965	OK	     5.52026	     11.9435	        -6.33001e+43	
966	OK	     9.20067	     23.9407	         -7.9898e+91	
968	OK	     5.61696	     18.0395	        -5.03192e+66	
969	OK	    0.827623	      20.259	         -7.0686e+70	
970	OK	     6.35901	     25.5173	        -2.16593e+95	
971	OK	     5.07479	     59.3726	       -8.71514e+220	
975	OK	     7.49612	     3.72102	        -1.34232e+15	
976	OK	     2.98174	     68.3095	       -3.74244e+252	
977	OK	   0.0495002	     52.4362	       -4.09975e+190	
978	OK	     6.31092	     54.1636	       -3.28805e+202	
981	OK	      1.4926	     43.0604	       -5.92086e+156	
985	OK	     6.73436	     3.97184	        -2.10515e+15	
986	OK	     7.03077	     27.1513	       -1.08446e+102	
987	OK	     1.91734	     5.60897	        -1.08778e+17	
988	OK	     3.00751	     12.0194	        -7.99742e+41	
989	OK	     1.66585	     41.5936	       -2.70861e+151	
990	OK	     2.79616	     80.2959	       -1.89196e+297	
991	OK	     3.53724	     23.8656	        -5.04065e+86	
992	OK	    0.527508	     11.5624	        -1.09301e+38	
993	OK	     3.67132	     14.4452	        -3.61626e+51	
995	OK	     2.45156	     31.6394	       -7.18982e+114	
996	OK	    0.319516	      33.812	       -1.37024e+121	
997	OK	      5.7633	     26.9871	       -2.08826e+100	
998	OK	      7.7571	     27.9156	       -3.36282e+105	
999	OK	     4.16702	     7.02106	        -1.68491e+24	
1001	OK	    0.471553	     29.1599	       -7.17673e+103	
1002	OK	     1.20742	     18.3251	        -8.72061e+63	
1004	OK	     3.06734	     55.0946	       -1.52857e+203	
1005	OK	     4.79259	     61.6834	       -2.21047e+229	
1006	OK	     1.20716	     5.74924	        -8.64638e+16	
1007	OK	     3.19963	     27.6087	       -2.62602e+100	
1008	OK	     4.58198	     15.4142	        -9.46752e+55	
1009	OK	     4.20309	     28.2818	       -6.46185e+103	
1010	OK	     4.52655	     79.0339	       -1.13834e+294	
1011	OK	    0.411339	     72.9185	       -3.91053e+267	
1012	OK	     2.89449	     46.0442	       -1.44076e+169	
1013	OK	     4.40501	      38.515	       -1.94394e+142	
1014	OK	    0.877036	     71.5864	       -1.02472e+263	
1015	OK	     6.05727	     64.7813	       -1.09272e+242	
1016	OK	     7.83146	     18.5203	        -2.65974e+70	
1017	OK	     7.26407	     33.6424	       -3.41902e+126	
1018	OK	     2.04641	     74.6355	        -2.7484e+275	
1019	OK	     6.19007	     67.9403	       -9.50698e+253	
1020	OK	     0.81928	     67.3112	        -9.0838e+246	
1021	OK	     8.83269	     18.3094	        -3.19965e+70	
1022	OK	     6.89827	      4.5586	        -3.43656e+17	
1023	OK	     7.42613	     35.1047	        -1.4061e+132	
1024	OK	      6.9647	     2.44825	        -7.17939e+10	
1025	OK	    0.809994	     40.9406	       -1.75871e+148	
1026	OK	     1.25666	     36.4801	       -8.66042e+131	
1027	OK	     2.29643	     19.9658	         -1.0658e+71	
1028	OK	     5.54064	     45.7811	       -2.96539e+170	
1029	OK	     2.36693	     16.9464	        -6.12737e+59	
1030	OK	     7.43394	      77.519	       -8.15573e+290	
1031	OK	     5.17358	     6.83658	        -2.59497e+24	
1033	OK	     5.05706	      38.726	       -4.41483e+143	
1034	OK	     5.90306	      44.748	       -8.31663e+166	
1035	OK	     2.51303	   0.0212519	        -6.37897e+06	
1036	OK	    0.650676	     40.5078	       -3.06815e+146	
1037	OK	     6.68941	     65.7454	       -1.57127e+246	
1039	OK	     9.00712	      59.634	       -2.15895e+225	
1040	OK	      7.0391	     24.8159	        -1.99891e+93	
1043	OK	      9.0013	      64.064	       -8.14166e+241	
1045	OK	      2.6443	     60.0712	       -2.77959e+221	
1047	OK	     9.48406	     67.1532	       -7.81429e+253	
1048	OK	     9.98711	     39.2079	       -5.37869e+149	
1049	OK	    0.421883	     28.0555	        -4.77705e+99	
1051	OK	      9.1221	     24.4816	        -7.22735e+93	
1053	OK	     4.13708	     19.7451	        -6.31674e+71	
1054	OK	     0.48918	     7.90727	        -2.17201e+24	
1055	OK	      8.6232	     77.6446	       -2.59781e+292	
1056	OK	     9.71118	     61.5483	       -1.29184e+233	
1057	OK	     8.46643	      14.032	        -1.50238e+54	
1059	OK	     9.38866	     10.4884	        -5.20487e+41	
1060	OK	     7.25394	     4.38261	        -1.64654e+17	
1062	OK	     9.92561	     29.4819	       -1.87417e+113	
1063	OK	      8.7271	     73.7835	       -1.12927e+278	
1064	OK	     1.89425	     42.0589	       -2.35944e+153	
1067	OK	     1.62755	     13.9534	        -8.75778e+47	
1068	OK	     2.03865	     70.7147	       -5.70931e+260	
1069	OK	     3.76799	     1.03776	        -3.82215e+06	
1070	OK	     4.20387	     4.45316	        -6.58457e+14	
1071	OK	      1.0989	     51.1195	       -3.94094e+186	
1073	OK	     3.95931	     50.5389	       -8.06967e+186	
1076	OK	     3.05091	     55.6092	       -1.24767e+205	
1078	OK	      3.5008	     5.63178	          -3.133e+18	
1079	OK	     8.50473	     63.3924	        -9.2431e+238	
1080	OK	       4.815	     17.5832	        -1.98199e+64	
1081	OK	    0.445263	     55.8698	       -6.43062e+203	
1082	OK	    0.123517	     52.4121	       -3.85953e+190	
1083	OK	     2.11051	     75.7225	       -3.65997e+279	
1084	OK	     7.46691	     43.7659	       -4.00193e+164	
1085	OK	     1.34498	     26.0267	        -7.71331e+92	
1087	OK	     3.87103	     48.0557	       -3.43439e+177	
1088	OK	     1.87736	     37.7998	       -2.60792e+137	
1089	OK	     8.12341	      67.307	       -1.93572e+253	
1090	OK	      8.5829	     21.0052	        -2.39077e+80	
1091	OK	       2.704	     35.9076	       -1.12636e+131	
1092	OK	    0.649559	     71.5667	       -5.48491e+262	
1093	OK	     2.33798	     76.4093	       -2.14486e+282	
1095	OK	     9.13489	     35.0981	       -4.05154e+133	
1096	OK	     6.95476	     42.8499	       -5.35757e+160	
1097	OK	     9.47569	     56.6631	        -4.1823e+214	
1098	OK	     3.28526	     16.2618	         -1.0535e+58	
1099	OK	     7.48714	     20.0945	        -1.04254e+76	
1100	OK	     1.74636	     42.8641	       -1.81103e+156	
1101	OK	     5.34277	     27.4674	       -5.64956e+101	
1103	OK	    0.809725	      6.5995	        -5.52081e+19	
1104	OK	     2.61729	     33.1616	       -4.99013e+120	
1105	OK	     4.43743	     12.9452	        -4.07003e+46	
1106	OK	     6.51489	     7.65249	         -4.1671e+28	
1107	OK	     1.54364	     22.8902	        -2.08872e+81	
1108	OK	     9.95836	     35.8087	       -9.61119e+136	
1109	OK	     5.86633	     52.6449	       -2.79399e+196	
1110	OK	     3.35987	     40.7982	       -8.44806e+149	
1111	OK	     7.57894	     23.3295	         -1.6081e+88	
1112	OK	    0.850677	     67.7883	       -5.90899e+248	
1113	OK	     4.20177	     26.5355	        -1.87456e+97	
1114	OK	      8.4394	      68.556	         -1.723e+258	
1115	OK	     0.25901	     68.3578	       -2.44921e+250	
1116	OK	     8.79854	     73.8855	       -3.13798e+278	
1117	OK	     4.90668	     79.9111	       -4.67656e+297	
1118	OK	    0.877733	      10.947	         -1.0962e+36	
1119	OK	     1.69179	    0.271238	        -6.67715e+06	
1120	OK	     0.32101	     21.2641	        -1.48397e+74	
1121	OK	     9.71466	     18.5985	        -2.25636e+72	
1122	OK	     9.33706	     56.1286	        -3.1638e+212	
1124	OK	     4.34944	     67.3766	       -1.85957e+250	
1125	OK	     7.62755	     15.9854	        -5.75037e+60	
1126	OK	     2.26282	     77.6765	       -1.02217e+287	
1127	OK	    0.727707	     20.3272	        -1.04166e+71	
1128	OK	     8.07574	    0.107503	        -8.79556e+08	
1129	OK	    0.385538	    0.167243	         -6.8686e+06	
1130	OK	     0.50437	     46.8027	       -8.34333e+169	
1132	OK	      8.5289	     15.3256	        -1.18292e+59	
1133	OK	     9.95272	     56.2777	       -3.91856e+213	
1134	OK	     1.60048	     74.8343	       -6.24899e+275	
1135	OK	     3.40602	      31.476	       -1.18603e+115	
1136	OK	     2.11659	     30.5663	       -3.54087e+110	
1137	OK	     2.78946	     56.9222	       -6.07266e+209	
1138	OK	     7.10407	     62.7799	       -2.86212e+235	
1139	OK	     2.67915	     30.1936	       -4.39313e+109	
1140	OK	     7.98435	     69.9707	       -1.36914e+263	
1141	OK	     2.11088	     23.4429	        -7.60585e+83	
1144	OK	     9.44517	     40.2675	        -1.6825e+153	
1145	OK	     9.62695	     64.6056	       -3.02905e+244	
1147	OK	     5.23567	      26.756	        -9.91792e+98	
1148	OK	     2.29152	     81.3555	        -6.3805e+300	
1149	OK	     3.80871	     29.2974	       -1.85957e+107	
1151	OK	     5.94268	     40.3786	       -3.97826e+150	
1154	OK	     4.77241	     55.1884	        -1.0382e+205	
1156	OK	       7.226	     52.7122	       -7.57082e+197	
1157	OK	     1.42902	    0.345433	        -6.73154e+06	
1158	OK	      1.5242	     31.0755	       -8.72013e+111	
1159	OK	     8.78057	     73.6392	        -3.6227e+277	
1160	OK	     7.50597	     23.2527	        -7.16547e+87	
1161	OK	     6.85449	     10.2438	        -3.98353e+38	
1162	OK	     2.59286	     18.1243	        -2.46844e+64	
1163	OK	    0.762748	      13.118	        -1.16003e+44	
1164	OK	     4.20271	     63.2174	       -3.74998e+234	
1165	OK	     3.63499	     55.1601	        -8.3632e+203	
1166	OK	     6.18429	      25.093	        -3.94037e+93	
1167	OK	     5.13688	     64.2674	       -2.06717e+239	
1168	OK	     1.02852	     67.0419	       -1.35477e+246	
1170	OK	     6.34139	     8.11316	        -1.54462e+30	
1171	OK	     3.71031	     35.0095	        -3.6658e+128	
1172	OK	     1.29141	      1.0275	        -6.63754e+06	
1173	OK	    0.438098	     80.5038	       -1.01625e+296	
1174	OK	     7.64003	     46.4271	       -5.16947e+174	
1175	OK	     2.20133	     51.3489	       -2.58237e+188	
1177	OK	     1.92247	     28.2462	        -4.9708e+101	
1178	OK	     9.76432	     41.8944	       -3.91417e+159	
1179	OK	     8.90601	     0.48585	         -6.3368e+09	
1181	OK	    0.369835	     6.63585	        -3.12649e+19	
1182	OK	     6.93569	     25.9203	        -2.21213e+97	
1183	OK	     9.17864	     36.7229	       -5.33749e+139	
1184	OK	      5.4698	     74.3387	       -2.00288e+277	
1185	OK	     7.82966	      20.988	        -4.56724e+79	
1186	OK	     8.01369	     12.3973	        -4.62772e+47	
1187	OK	    0.991036	     33.1396	       -1.59622e+119	
1188	OK	     7.56162	     75.5604	       -4.91368e+283	
1189	OK	    0.816943	     35.8044	       -1.06242e+129	
1191	OK	     3.15199	      65.288	       -2.57965e+241	
1192	OK	     4.83277	     36.9347	       -5.56178e+136	
1194	OK	     3.22788	     48.2831	       -6.73265e+177	
1195	OK	     5.03068	     2.82843	        -1.47985e+10	
1196	OK	     4.20937	     20.5276	        -6.19543e+74	
1198	OK	     7.65178	     25.3345	         -5.9483e+95	
1199	OK	     3.47546	     36.7869	       -1.03024e+135	
1200	OK	     3.47687	     4.57348	        -4.14561e+14	
1201	OK	     2.88975	     29.3582	       -4.99548e+106	
1202	OK	   0.0237689	     73.7077	       -1.61888e+270	
1203	OK	     6.45742	     45.0016	       -2.24301e+168	
1204	OK	     4.04026	     16.7972	        -4.81241e+60	
1205	OK	    0.402484	     47.5819	       -5.61697e+172	
1206	OK	     7.74788	     49.1607	       -1.09397e+185	
1207	OK	     0.69847	     32.1473	       -1.71796e+115	
1209	OK	     9.69613	     26.0136	        -1.2354e+100	
1210	OK	     6.42587	     23.4835	        -6.04292e+87	
1211	OK	     9.61973	     67.1185	       -7.60613e+253	
1212	OK	     9.32804	     30.3291	       -8.41254e+115	
1213	OK	     4.86492	     8.27006	        -3.10743e+29	
1215	OK	     2.21011	      20.879	        -2.34807e+74	
1216	OK	     1.75821	     21.2361	        -2.06445e+75	
1218	OK	     9.25055	      63.968	       -5.86018e+241	
1219	OK	     2.82654	     41.3306	       -2.86136e+151	
1220	OK	     6.07079	     2.66567	        -4.30507e+10	
1222	OK	     7.46887	     28.5392	       -4.07916e+107	
1223	OK	     7.08831	     29.5575	       -1.23446e+111	
1224	OK	     5.84017	     50.5027	        -2.5417e+188	
1225	OK	     3.93507	     8.54613	        -5.20189e+29	
1226	OK	     3.73767	     26.8972	        -1.67426e+98	
1228	OK	     5.41499	     62.4829	       -7.54499e+232	
1230	OK	     4.35625	     68.6896	       -1.54779e+255	
1231	OK	     4.46504	     73.6235	       -5.64846e+273	
1232	OK	     2.19245	       44.08	       -1.57243e+161	
1233	OK	    0.582972	     63.9486	       -1.46849e+234	
1234	OK	     2.41837	     6.49308	        -5.54446e+20	
1236	OK	     8.67118	     24.3964	        -1.40773e+93	
1237	OK	     8.31139	     27.3296	       -6.53092e+103	
1238	OK	     0.55031	     65.6525	       -3.28234e+240	
1239	OK	      5.3407	     2.57095	        -5.39146e+09	
1241	OK	      1.2827	     44.0928	       -2.84625e+160	
1242	OK	     3.99364	     15.3464	        -1.62683e+55	
1244	OK	     2.54335	     47.1521	       -1.00091e+173	
1245	OK	     3.88813	     56.2658	       -1.90989e+208	
1246	OK	     8.18281	     52.4038	       -3.59487e+197	
1248	OK	     3.91778	     45.7684	       -1.03503e+169	
1249	OK	    0.200227	     26.9202	        -1.72713e+95	
1250	OK	     8.41474	     17.9132	        -4.56058e+68	
1252	OK	    0.199784	     16.0543	        -3.67864e+54	
1255	OK	     6.53071	     1.14821	        -1.16878e+08	
1256	OK	     1.15532	      13.804	        -9.40153e+46	
1257	OK	    0.862917	     44.3397	        -1.0329e+161	
1259	OK	     7.05696	     63.1372	       -5.66259e+236	
1261	OK	      1.7184	     11.5552	        -1.11117e+39	
1262	OK	     4.97698	     66.4512	       -2.24224e+247	
1263	OK	     5.66679	     49.3047	       -5.89518e+183	
1264	OK	     0.30811	     62.8942	       -9.58498e+229	
1265	OK	     1.94996	      20.831	        -9.23201e+73	
1266	OK	     9.73654	     30.6773	       -3.83096e+117	
1267	OK	     6.56725	     31.9499	        -3.9232e+119	
1268	OK	     6.22111	     59.4069	       -1.16047e+222	
1269	OK	     2.15325	     8.66161	        -3.98151e+28	
1270	OK	     1.57307	     79.8979	       -5.31037e+294	
1272	OK	     3.04096	      37.772	       -2.10262e+138	
1273	OK	      8.1365	     66.9655	       -1.04703e+252	
1274	OK	     4.82127	     11.2221	        -3.12226e+40	
1275	OK	    0.859559	     71.6896	       -2.40812e+263	
1276	OK	     4.70672	     32.7872	       -1.29336e+121	
1277	OK	     1.85585	     6.02989	        -3.44829e+18	
1278	OK	     1.32704	     24.4896	        -1.31323e+87	
1279	OK	     1.96609	     81.4505	       -7.54789e+300	
1280	OK	     7.93917	     49.6403	       -1.00121e+187	
1282	OK	     3.48068	     63.7525	        -8.9033e+235	
1283	OK	     3.42207	     1.71293	        -1.64777e+06	
1284	OK	     7.00432	     11.7203	        -1.79838e+44	
1285	OK	    0.157053	     59.4607	       -9.96663e+216	
1286	OK	      5.0462	      21.321	        -3.08101e+78	
1287	OK	     2.54077	     3.25271	        -1.74907e+09	
1289	OK	     3.96975	     65.2973	       -1.43516e+242	
1290	OK	     1.35637	      22.165	        -2.77176e+78	
1291	OK	     7.59999	     52.7317	         -1.892e+198	
1292	OK	     9.24436	     44.3919	       -3.08659e+168	
1294	OK	     7.63837	     25.3945	        -9.70515e+95	
1295	OK	    0.974447	     5.89249	        -1.83557e+17	
1296	OK	     3.75123	     37.1878	       -5.66273e+136	
1297	OK	     1.97556	      73.726	       -9.39912e+271	
1298	OK	     0.89472	     32.6819	       -2.54878e+117	
1299	OK	     2.37642	     53.2886	       -6.67359e+195	
1300	OK	     8.46379	     50.4495	       -3.05455e+190	
1301	OK	     2.34687	     61.3403	        -8.6343e+225	
1302	OK	     5.67078	       26.66	        -1.03521e+99	
1303	OK	     7.16901	     58.6246	       -9.11456e+219	
1304	OK	     8.54987	     47.5492	       -5.05491e+179	
1305	OK	    0.736602	     3.58354	        -5.05733e+08	
1306	OK	     4.69847	     26.9927	        -2.60375e+99	
1307	OK	     6.51438	     54.4813	       -7.63051e+203	
1308	OK	     1.75094	      66.092	       -1.59907e+243	
1309	OK	      2.4576	     33.9717	        -3.9044e+123	
1310	OK	     5.16537	      44.123	       -8.71026e+163	
1311	OK	     9.85168	     52.6105	        -6.0139e+199	
1312	OK	     4.82616	     17.9832	        -6.36997e+65	
1313	OK	    0.560253	     5.20134	        -2.29683e+14	
1314	OK	     2.58797	     75.0534	         -2.976e+277	
1315	OK	     5.74452	     24.6065	        -2.46998e+91	
1316	OK	     3.09255	     81.1729	        -6.5629e+300	
1318	OK	     1.41612	     18.7123	        -3.72649e+65	
1320	OK	     7.65991	     78.0211	       -9.70727e+292	
1321	OK	     2.78155	     9.79817	        -2.48577e+33	
1322	OK	     2.49037	     18.5439	        -7.47855e+65	
1323	OK	     4.67188	     51.6721	       -5.85634e+191	
1324	OK	     4.59917	     42.7703	       -2.42581e+158	
1325	OK	     9.58471	     37.1835	       -6.36625e+141	
1326	OK	     6.32858	     59.1196	       -1.20928e+221	
1327	OK	     7.74403	     30.8124	       -2.28137e+116	
1328	OK	    0.510863	     27.1911	        -3.31899e+96	
1329	OK	     4.55469	     1.70256	        -3.04138e+06	
1330	OK	    0.510129	     52.3572	       -5.21108e+190	
1331	OK	     3.75925	     80.1287	       -3.07343e+297	
1333	OK	      1.9753	    0.765495	         -6.4812e+06	
1335	OK	     0.51485	     73.5904	        -1.5741e+270	
1336	OK	     5.20865	     36.5995	       -6.55953e+135	
1337	OK	     7.18878	     64.6872	       -4.66978e+242	
1338	OK	     8.27476	     63.9067	       -4.91001e+240	
1340	OK	   0.0934571	     75.0282	       -1.63111e+275	
1341	OK	      3.0656	     42.8859	        -3.0598e+157	
1342	OK	     5.51947	     27.8088	       -1.52521e+103	
1343	OK	     9.90056	     51.6174	       -1.27169e+196	
1344	OK	     7.34333	      36.628	       -5.99597e+137	
1346	OK	     2.78867	      44.164	       -1.06853e+162	
1347	OK	   0.0663883	     63.9991	       -8.07169e+233	
1348	OK	     3.46045	     49.2855	       -6.05454e+181	
1350	OK	     5.31068	     60.7432	       -1.88563e+226	
1351	OK	     5.13754	     61.6054	       -2.25111e+229	
