company_id,Y_primary,Y_MA_upper,Y_MA_lower,at_risk
178119-46,0.0,0.0,0.0,True
64366-48,0.0,0.0,0.0,True
182250-19,1.0,1.0,1.0,True
309955-33,0.0,0.0,0.0,True
463013-65,0.0,0.0,0.0,True
268555-96,0.0,0.0,0.0,True
481746-79,0.0,0.0,0.0,True
265888-81,1.0,1.0,1.0,True
434312-65,0.0,0.0,0.0,True
442910-98,1.0,1.0,1.0,True
222038-83,1.0,1.0,1.0,True
234524-35,0.0,0.0,0.0,True
168726-52,1.0,1.0,1.0,True
120254-95,0.0,0.0,0.0,True
439131-25,0.0,0.0,0.0,True
151070-59,0.0,0.0,0.0,True
482774-86,1.0,1.0,1.0,True
483317-38,0.0,0.0,0.0,True
434489-95,0.0,0.0,0.0,True
185368-15,0.0,0.0,0.0,True
266007-97,0.0,0.0,0.0,True
465446-62,0.0,0.0,0.0,True
433810-81,1.0,1.0,1.0,True
453427-12,0.0,0.0,0.0,True
167938-30,0.0,0.0,0.0,True
442897-03,0.0,0.0,0.0,True
342993-25,,1.0,0.0,True
221466-97,1.0,1.0,1.0,True
96682-87,,1.0,0.0,True
435454-84,0.0,0.0,0.0,True
230412-88,0.0,0.0,0.0,True
443872-63,0.0,0.0,0.0,True
483500-98,0.0,0.0,0.0,True
433708-30,0.0,0.0,0.0,True
105802-12,0.0,0.0,0.0,True
442839-79,0.0,0.0,0.0,True
432645-49,0.0,0.0,0.0,True
466940-80,0.0,0.0,0.0,True
227465-56,0.0,0.0,0.0,True
98974-00,0.0,0.0,0.0,True
266008-06,,1.0,0.0,True
458451-91,0.0,0.0,0.0,True
466180-66,0.0,0.0,0.0,True
482025-52,0.0,0.0,0.0,True
232188-85,,1.0,0.0,True
483337-27,0.0,0.0,0.0,True
431386-84,0.0,0.0,0.0,True
135614-44,0.0,0.0,0.0,True
230996-44,0.0,0.0,0.0,True
265783-60,,1.0,0.0,True
464331-97,0.0,0.0,0.0,True
224175-16,0.0,0.0,0.0,True
60633-82,1.0,1.0,1.0,True
230699-71,0.0,0.0,0.0,True
234811-81,0.0,0.0,0.0,True
366561-37,0.0,0.0,0.0,True
434799-73,0.0,0.0,0.0,True
432557-74,0.0,0.0,0.0,True
234822-97,0.0,0.0,0.0,True
437058-37,0.0,0.0,0.0,True
267170-05,0.0,0.0,0.0,True
436387-69,0.0,0.0,0.0,True
267640-03,0.0,0.0,0.0,True
155543-50,1.0,1.0,1.0,True
462145-96,0.0,0.0,0.0,True
187929-01,1.0,1.0,1.0,True
433903-24,0.0,0.0,0.0,True
463096-81,1.0,1.0,1.0,True
166871-44,0.0,0.0,0.0,True
277373-53,0.0,0.0,0.0,True
277575-94,0.0,0.0,0.0,True
230056-03,0.0,0.0,0.0,True
482715-73,0.0,0.0,0.0,True
55093-33,1.0,1.0,1.0,True
439510-15,0.0,0.0,0.0,True
232563-16,0.0,0.0,0.0,True
234873-64,1.0,1.0,1.0,True
432474-58,0.0,0.0,0.0,True
462548-98,0.0,0.0,0.0,True
433876-33,0.0,0.0,0.0,True
462006-46,0.0,0.0,0.0,True
436659-76,0.0,0.0,0.0,True
268210-99,,1.0,0.0,True
431719-30,1.0,1.0,1.0,True
99759-97,0.0,0.0,0.0,True
180055-27,0.0,0.0,0.0,True
483314-23,0.0,0.0,0.0,True
342995-23,0.0,0.0,0.0,True
314641-72,0.0,0.0,0.0,True
481364-20,1.0,1.0,1.0,True
331759-45,1.0,1.0,1.0,True
437929-75,0.0,0.0,0.0,True
458106-85,0.0,0.0,0.0,True
223826-68,1.0,1.0,1.0,True
279924-31,0.0,0.0,0.0,True
443277-55,0.0,0.0,0.0,True
483458-59,0.0,0.0,0.0,True
470629-00,0.0,0.0,0.0,True
442322-20,0.0,0.0,0.0,True
343031-59,0.0,0.0,0.0,True
229269-43,0.0,0.0,0.0,True
59897-53,0.0,0.0,0.0,True
234870-58,0.0,0.0,0.0,True
461868-22,0.0,0.0,0.0,True
54495-82,0.0,0.0,0.0,True
63342-91,0.0,0.0,0.0,True
303599-08,1.0,1.0,1.0,True
472501-72,0.0,0.0,0.0,True
432832-33,0.0,0.0,0.0,True
56076-49,1.0,1.0,1.0,True
230957-92,1.0,1.0,1.0,True
234004-24,0.0,0.0,0.0,True
467738-11,0.0,0.0,0.0,True
439293-88,0.0,0.0,0.0,True
107683-30,0.0,0.0,0.0,True
470963-98,0.0,0.0,0.0,True
168684-94,1.0,1.0,1.0,True
115608-97,1.0,1.0,1.0,True
434800-36,0.0,0.0,0.0,True
469610-29,0.0,0.0,0.0,True
435281-05,0.0,0.0,0.0,True
436655-08,0.0,0.0,0.0,True
124907-50,0.0,0.0,0.0,True
465508-99,0.0,0.0,0.0,True
399514-15,0.0,0.0,0.0,True
166027-42,1.0,1.0,1.0,True
471851-20,0.0,0.0,0.0,True
469691-83,0.0,0.0,0.0,True
96892-57,0.0,0.0,0.0,True
459916-57,0.0,0.0,0.0,True
221579-38,0.0,0.0,0.0,True
267226-75,1.0,1.0,1.0,True
469737-10,0.0,0.0,0.0,True
483829-93,0.0,0.0,0.0,True
462477-70,0.0,0.0,0.0,True
471504-34,0.0,0.0,0.0,True
436587-76,1.0,1.0,1.0,True
226723-60,1.0,1.0,1.0,True
154119-88,0.0,0.0,0.0,True
462043-72,0.0,0.0,0.0,True
437232-43,0.0,0.0,0.0,True
222105-07,0.0,0.0,0.0,True
458153-56,0.0,0.0,0.0,True
470950-57,0.0,0.0,0.0,True
463012-48,0.0,0.0,0.0,True
277640-65,0.0,0.0,0.0,True
434096-02,0.0,0.0,0.0,True
226732-69,1.0,1.0,1.0,True
180598-51,,1.0,0.0,True
482769-91,0.0,0.0,0.0,True
455037-22,0.0,0.0,0.0,True
264749-14,1.0,1.0,1.0,True
470064-25,0.0,0.0,0.0,True
471583-72,1.0,1.0,1.0,True
462769-39,0.0,0.0,0.0,True
268372-99,1.0,1.0,1.0,True
434481-58,0.0,0.0,0.0,True
399211-30,0.0,0.0,0.0,True
437862-97,1.0,1.0,1.0,True
436765-51,0.0,0.0,0.0,True
462004-57,0.0,0.0,0.0,True
432437-14,0.0,0.0,0.0,True
89133-13,0.0,0.0,0.0,True
469692-64,1.0,1.0,1.0,True
277813-45,0.0,0.0,0.0,True
459764-74,0.0,0.0,0.0,True
461848-06,0.0,0.0,0.0,True
226276-57,1.0,1.0,1.0,True
280050-13,0.0,0.0,0.0,True
156606-67,0.0,0.0,0.0,True
136295-38,0.0,0.0,0.0,True
267528-70,0.0,0.0,0.0,True
469775-71,1.0,1.0,1.0,True
143299-09,1.0,1.0,1.0,True
303942-70,0.0,0.0,0.0,True
482683-60,0.0,0.0,0.0,True
436789-27,0.0,0.0,0.0,True
279974-08,1.0,1.0,1.0,True
266937-85,0.0,0.0,0.0,True
463492-99,0.0,0.0,0.0,True
173052-19,1.0,1.0,1.0,True
152055-46,0.0,0.0,0.0,True
267429-43,0.0,0.0,0.0,True
439458-67,0.0,0.0,0.0,True
234332-83,0.0,0.0,0.0,True
176314-60,0.0,0.0,0.0,True
437946-13,0.0,0.0,0.0,True
459718-48,0.0,0.0,0.0,True
460308-16,0.0,0.0,0.0,True
471634-21,0.0,0.0,0.0,True
482774-68,0.0,0.0,0.0,True
460168-57,1.0,1.0,1.0,True
185250-52,0.0,0.0,0.0,True
343659-16,0.0,0.0,0.0,True
303619-33,1.0,1.0,1.0,True
469368-10,0.0,0.0,0.0,True
65841-40,0.0,0.0,0.0,True
439212-16,0.0,0.0,0.0,True
434925-37,0.0,0.0,0.0,True
223018-84,0.0,0.0,0.0,True
462980-26,0.0,0.0,0.0,True
102394-99,0.0,0.0,0.0,True
60490-54,0.0,0.0,0.0,True
234222-31,0.0,0.0,0.0,True
230505-67,0.0,0.0,0.0,True
277743-97,0.0,0.0,0.0,True
111805-66,,1.0,0.0,True
437623-30,0.0,0.0,0.0,True
483755-77,0.0,0.0,0.0,True
483078-97,0.0,0.0,0.0,True
226246-15,0.0,0.0,0.0,True
169370-56,0.0,0.0,0.0,True
471952-90,0.0,0.0,0.0,True
223856-65,1.0,1.0,1.0,True
233500-96,0.0,0.0,0.0,True
442630-54,0.0,0.0,0.0,True
436123-54,0.0,0.0,0.0,True
471082-51,0.0,0.0,0.0,True
169787-17,1.0,1.0,1.0,True
149676-31,1.0,1.0,1.0,True
470543-77,0.0,0.0,0.0,True
162035-83,0.0,0.0,0.0,True
168300-64,0.0,0.0,0.0,True
471881-26,0.0,0.0,0.0,True
175157-02,0.0,0.0,0.0,True
268485-31,1.0,1.0,1.0,True
232240-15,0.0,0.0,0.0,True
60045-40,0.0,0.0,0.0,True
439889-68,0.0,0.0,0.0,True
436869-01,0.0,0.0,0.0,True
317074-06,0.0,0.0,0.0,True
180019-09,1.0,1.0,1.0,True
431267-23,0.0,0.0,0.0,True
481200-85,0.0,0.0,0.0,True
62993-62,1.0,1.0,1.0,True
228854-89,0.0,0.0,0.0,True
398885-14,0.0,0.0,0.0,True
399709-00,0.0,0.0,0.0,True
148957-66,1.0,1.0,1.0,True
433645-75,0.0,0.0,0.0,True
86387-77,0.0,0.0,0.0,True
399127-51,0.0,0.0,0.0,True
472224-88,0.0,0.0,0.0,True
265053-16,0.0,0.0,0.0,True
434539-18,0.0,0.0,0.0,True
131750-02,0.0,0.0,0.0,True
267498-55,0.0,0.0,0.0,True
57145-78,0.0,0.0,0.0,True
447952-96,0.0,0.0,0.0,True
184369-60,0.0,0.0,0.0,True
469878-94,0.0,0.0,0.0,True
338545-27,0.0,0.0,0.0,True
462095-47,0.0,0.0,0.0,True
224489-98,0.0,0.0,0.0,True
267021-28,0.0,0.0,0.0,True
433902-88,1.0,1.0,1.0,True
185135-95,0.0,0.0,0.0,True
229660-66,1.0,1.0,1.0,True
231504-13,0.0,0.0,0.0,True
111173-32,0.0,0.0,0.0,True
343644-04,0.0,0.0,0.0,True
460125-55,0.0,0.0,0.0,True
166157-74,0.0,0.0,0.0,True
225902-17,0.0,0.0,0.0,True
227013-40,0.0,0.0,0.0,True
469224-91,0.0,0.0,0.0,True
111825-37,0.0,0.0,0.0,True
465685-57,0.0,0.0,0.0,True
294943-42,1.0,1.0,1.0,True
459658-45,0.0,0.0,0.0,True
464163-49,0.0,0.0,0.0,True
119487-79,0.0,0.0,0.0,True
180498-70,0.0,0.0,0.0,True
163953-64,0.0,0.0,0.0,True
434074-33,0.0,0.0,0.0,True
431665-84,0.0,0.0,0.0,True
467767-63,0.0,0.0,0.0,True
436442-41,0.0,0.0,0.0,True
472160-17,0.0,0.0,0.0,True
469300-60,0.0,0.0,0.0,True
481302-91,0.0,0.0,0.0,True
187910-83,,1.0,0.0,True
437494-15,0.0,0.0,0.0,True
266921-92,0.0,0.0,0.0,True
232372-90,0.0,0.0,0.0,True
398897-11,0.0,0.0,0.0,True
58898-53,0.0,0.0,0.0,True
228910-96,0.0,0.0,0.0,True
432796-87,0.0,0.0,0.0,True
166992-76,,1.0,0.0,True
225672-40,0.0,0.0,0.0,True
221735-62,0.0,0.0,0.0,True
459222-49,0.0,0.0,0.0,True
435935-80,0.0,0.0,0.0,True
472156-48,0.0,0.0,0.0,True
227060-29,0.0,0.0,0.0,True
110030-50,0.0,0.0,0.0,True
436160-62,0.0,0.0,0.0,True
435705-31,0.0,0.0,0.0,True
436883-68,0.0,0.0,0.0,True
437137-30,0.0,0.0,0.0,True
442548-82,0.0,0.0,0.0,True
439355-08,0.0,0.0,0.0,True
342087-94,0.0,0.0,0.0,True
469378-99,0.0,0.0,0.0,True
471153-07,0.0,0.0,0.0,True
434900-08,0.0,0.0,0.0,True
92657-35,0.0,0.0,0.0,True
184397-50,0.0,0.0,0.0,True
482739-94,0.0,0.0,0.0,True
432590-05,0.0,0.0,0.0,True
342148-69,0.0,0.0,0.0,True
231585-22,0.0,0.0,0.0,True
443205-55,0.0,0.0,0.0,True
463108-51,0.0,0.0,0.0,True
125925-85,0.0,0.0,0.0,True
458178-40,0.0,0.0,0.0,True
470430-46,0.0,0.0,0.0,True
221663-17,0.0,0.0,0.0,True
435476-08,0.0,0.0,0.0,True
181076-14,1.0,1.0,1.0,True
163864-45,0.0,0.0,0.0,True
437963-32,0.0,0.0,0.0,True
443324-35,0.0,0.0,0.0,True
167613-85,1.0,1.0,1.0,True
171937-72,1.0,1.0,1.0,True
111274-48,0.0,0.0,0.0,True
252343-45,0.0,0.0,0.0,True
434190-61,0.0,0.0,0.0,True
96795-73,0.0,0.0,0.0,True
64970-47,0.0,0.0,0.0,True
328519-45,,1.0,0.0,True
437780-35,0.0,0.0,0.0,True
436992-67,0.0,0.0,0.0,True
437217-04,0.0,0.0,0.0,True
277863-58,0.0,0.0,0.0,True
443052-64,0.0,0.0,0.0,True
461934-91,0.0,0.0,0.0,True
483574-42,0.0,0.0,0.0,True
180352-36,0.0,0.0,0.0,True
58415-41,0.0,0.0,0.0,True
464388-76,0.0,0.0,0.0,True
399536-11,0.0,0.0,0.0,True
228331-81,0.0,0.0,0.0,True
228288-70,,1.0,0.0,True
223914-52,1.0,1.0,1.0,True
470587-78,0.0,0.0,0.0,True
432577-54,1.0,1.0,1.0,True
483121-18,0.0,0.0,0.0,True
230695-75,0.0,0.0,0.0,True
150075-55,,1.0,0.0,True
128083-06,0.0,0.0,0.0,True
481430-26,0.0,0.0,0.0,True
343739-98,0.0,0.0,0.0,True
56480-41,0.0,0.0,0.0,True
443016-55,0.0,0.0,0.0,True
60180-31,0.0,0.0,0.0,True
464463-28,0.0,0.0,0.0,True
277786-81,0.0,0.0,0.0,True
231817-78,0.0,0.0,0.0,True
234067-96,,1.0,0.0,True
458365-96,0.0,0.0,0.0,True
300315-61,0.0,0.0,0.0,True
458548-57,0.0,0.0,0.0,True
467632-81,0.0,0.0,0.0,True
227639-08,0.0,0.0,0.0,True
155627-02,1.0,1.0,1.0,True
265726-63,0.0,0.0,0.0,True
264315-52,1.0,1.0,1.0,True
438557-32,0.0,0.0,0.0,True
55430-47,0.0,0.0,0.0,True
437883-04,0.0,0.0,0.0,True
466464-34,0.0,0.0,0.0,True
435383-56,1.0,1.0,1.0,True
439287-85,1.0,1.0,1.0,True
471030-67,0.0,0.0,0.0,True
60140-53,0.0,0.0,0.0,True
265123-09,,1.0,0.0,True
469654-48,0.0,0.0,0.0,True
177452-92,0.0,0.0,0.0,True
265191-85,0.0,0.0,0.0,True
472364-65,0.0,0.0,0.0,True
435472-84,0.0,0.0,0.0,True
482468-41,0.0,0.0,0.0,True
170866-72,,1.0,0.0,True
431626-69,0.0,0.0,0.0,True
110797-30,0.0,0.0,0.0,True
231720-13,1.0,1.0,1.0,True
170529-04,,1.0,0.0,True
155988-64,1.0,1.0,1.0,True
431569-54,0.0,0.0,0.0,True
472324-87,0.0,0.0,0.0,True
267520-87,0.0,0.0,0.0,True
150252-85,0.0,0.0,0.0,True
462704-14,0.0,0.0,0.0,True
403979-50,0.0,0.0,0.0,True
437596-93,0.0,0.0,0.0,True
221763-70,1.0,1.0,1.0,True
304052-50,0.0,0.0,0.0,True
185739-40,0.0,0.0,0.0,True
268028-20,1.0,1.0,1.0,True
443160-19,0.0,0.0,0.0,True
99253-63,1.0,1.0,1.0,True
464413-24,0.0,0.0,0.0,True
245277-10,0.0,0.0,0.0,True
132106-24,1.0,1.0,1.0,True
327142-63,0.0,0.0,0.0,True
483310-63,0.0,0.0,0.0,True
454777-48,0.0,0.0,0.0,True
466541-83,1.0,1.0,1.0,True
185930-47,1.0,1.0,1.0,True
366552-82,0.0,0.0,0.0,True
462106-54,0.0,0.0,0.0,True
267540-85,0.0,0.0,0.0,True
442326-43,0.0,0.0,0.0,True
85809-61,0.0,0.0,0.0,True
231773-77,0.0,0.0,0.0,True
167759-74,0.0,0.0,0.0,True
435761-65,0.0,0.0,0.0,True
435918-61,0.0,0.0,0.0,True
460021-60,0.0,0.0,0.0,True
52223-95,0.0,0.0,0.0,True
113564-98,0.0,0.0,0.0,True
168331-87,0.0,0.0,0.0,True
185107-51,0.0,0.0,0.0,True
432542-89,0.0,0.0,0.0,True
467080-75,0.0,0.0,0.0,True
327383-38,0.0,0.0,0.0,True
340808-23,0.0,0.0,0.0,True
461872-27,0.0,0.0,0.0,True
481715-83,0.0,0.0,0.0,True
481569-76,0.0,0.0,0.0,True
82241-11,0.0,0.0,0.0,True
82906-48,0.0,0.0,0.0,True
458101-45,1.0,1.0,1.0,True
433105-93,1.0,1.0,1.0,True
431654-86,1.0,1.0,1.0,True
462031-12,0.0,0.0,0.0,True
163786-06,0.0,0.0,0.0,True
471750-13,0.0,0.0,0.0,True
442591-93,0.0,0.0,0.0,True
226984-15,0.0,0.0,0.0,True
166466-35,1.0,1.0,1.0,True
464066-02,0.0,0.0,0.0,True
459051-94,0.0,0.0,0.0,True
177496-84,1.0,1.0,1.0,True
470016-91,0.0,0.0,0.0,True
454587-49,0.0,0.0,0.0,True
435882-79,0.0,0.0,0.0,True
435096-64,0.0,0.0,0.0,True
168339-43,0.0,0.0,0.0,True
231450-49,0.0,0.0,0.0,True
223524-91,,1.0,0.0,True
264800-71,0.0,0.0,0.0,True
233931-16,1.0,1.0,1.0,True
264903-94,0.0,0.0,0.0,True
185078-98,0.0,0.0,0.0,True
167636-71,0.0,0.0,0.0,True
472358-44,0.0,0.0,0.0,True
398970-82,0.0,0.0,0.0,True
439510-06,0.0,0.0,0.0,True
466172-20,0.0,0.0,0.0,True
99354-25,0.0,0.0,0.0,True
439153-93,0.0,0.0,0.0,True
454242-97,0.0,0.0,0.0,True
443329-66,0.0,0.0,0.0,True
436379-23,0.0,0.0,0.0,True
398970-28,0.0,0.0,0.0,True
314641-00,0.0,0.0,0.0,True
107972-29,1.0,1.0,1.0,True
187861-42,0.0,0.0,0.0,True
437699-71,0.0,0.0,0.0,True
467582-95,0.0,0.0,0.0,True
437027-41,0.0,0.0,0.0,True
103286-53,0.0,0.0,0.0,True
108712-72,1.0,1.0,1.0,True
224339-50,0.0,0.0,0.0,True
466149-25,0.0,0.0,0.0,True
434873-71,0.0,0.0,0.0,True
443331-55,0.0,0.0,0.0,True
183211-75,1.0,1.0,1.0,True
483388-75,0.0,0.0,0.0,True
483234-58,0.0,0.0,0.0,True
279907-39,0.0,0.0,0.0,True
266481-55,0.0,0.0,0.0,True
102269-89,,1.0,0.0,True
431677-45,0.0,0.0,0.0,True
432850-96,1.0,1.0,1.0,True
438823-81,0.0,0.0,0.0,True
466993-00,0.0,0.0,0.0,True
303061-87,0.0,0.0,0.0,True
120836-89,0.0,0.0,0.0,True
264974-59,1.0,1.0,1.0,True
435379-33,0.0,0.0,0.0,True
268109-11,0.0,0.0,0.0,True
470560-87,0.0,0.0,0.0,True
442486-72,0.0,0.0,0.0,True
265273-21,0.0,0.0,0.0,True
103425-22,1.0,1.0,1.0,True
267489-91,0.0,0.0,0.0,True
155994-94,0.0,0.0,0.0,True
469857-34,,1.0,0.0,True
472356-46,0.0,0.0,0.0,True
483321-70,1.0,1.0,1.0,True
228395-89,1.0,1.0,1.0,True
432923-23,0.0,0.0,0.0,True
436433-41,0.0,0.0,0.0,True
304107-94,0.0,0.0,0.0,True
277609-51,0.0,0.0,0.0,True
434226-16,0.0,0.0,0.0,True
169181-02,,1.0,0.0,True
471351-34,0.0,0.0,0.0,True
265024-36,1.0,1.0,1.0,True
435973-15,0.0,0.0,0.0,True
463139-02,0.0,0.0,0.0,True
472284-46,0.0,0.0,0.0,True
431245-90,0.0,0.0,0.0,True
463536-01,0.0,0.0,0.0,True
65840-59,1.0,1.0,1.0,True
171885-88,0.0,0.0,0.0,True
267528-79,0.0,0.0,0.0,True
469726-84,0.0,0.0,0.0,True
180988-48,0.0,0.0,0.0,True
462688-84,0.0,0.0,0.0,True
470074-60,0.0,0.0,0.0,True
483455-26,0.0,0.0,0.0,True
233517-70,0.0,0.0,0.0,True
222008-05,0.0,0.0,0.0,True
311748-31,0.0,0.0,0.0,True
225265-78,0.0,0.0,0.0,True
266265-10,0.0,0.0,0.0,True
443352-70,0.0,0.0,0.0,True
469471-15,0.0,0.0,0.0,True
336819-34,0.0,0.0,0.0,True
338534-11,0.0,0.0,0.0,True
399177-10,0.0,0.0,0.0,True
223000-57,,1.0,0.0,True
167523-31,0.0,0.0,0.0,True
439908-94,0.0,0.0,0.0,True
226505-35,0.0,0.0,0.0,True
267296-77,0.0,0.0,0.0,True
178465-60,1.0,1.0,1.0,True
180393-04,0.0,0.0,0.0,True
235924-93,0.0,0.0,0.0,True
121424-05,0.0,0.0,0.0,True
462282-58,0.0,0.0,0.0,True
101618-56,1.0,1.0,1.0,True
343640-89,1.0,1.0,1.0,True
454723-21,0.0,0.0,0.0,True
234595-36,0.0,0.0,0.0,True
301348-09,1.0,1.0,1.0,True
434398-69,0.0,0.0,0.0,True
267565-24,1.0,1.0,1.0,True
226676-17,0.0,0.0,0.0,True
437548-06,0.0,0.0,0.0,True
234964-36,0.0,0.0,0.0,True
435466-18,0.0,0.0,0.0,True
439208-29,0.0,0.0,0.0,True
439888-51,0.0,0.0,0.0,True
184247-56,1.0,1.0,1.0,True
325297-90,1.0,1.0,1.0,True
265835-08,0.0,0.0,0.0,True
265036-96,0.0,0.0,0.0,True
437483-35,0.0,0.0,0.0,True
471896-56,0.0,0.0,0.0,True
454952-98,1.0,1.0,1.0,True
465292-27,0.0,0.0,0.0,True
340768-09,1.0,1.0,1.0,True
483815-89,0.0,0.0,0.0,True
265963-06,1.0,1.0,1.0,True
174399-94,,1.0,0.0,True
454831-12,0.0,0.0,0.0,True
416554-57,1.0,1.0,1.0,True
186452-92,0.0,0.0,0.0,True
300413-26,0.0,0.0,0.0,True
227807-29,0.0,0.0,0.0,True
442706-05,1.0,1.0,1.0,True
56855-80,0.0,0.0,0.0,True
443013-22,0.0,0.0,0.0,True
433708-21,0.0,0.0,0.0,True
230571-28,0.0,0.0,0.0,True
469432-00,0.0,0.0,0.0,True
152868-61,0.0,0.0,0.0,True
174506-86,0.0,0.0,0.0,True
458554-96,0.0,0.0,0.0,True
433178-47,0.0,0.0,0.0,True
121341-70,1.0,1.0,1.0,True
483545-26,0.0,0.0,0.0,True
483941-89,0.0,0.0,0.0,True
466688-44,0.0,0.0,0.0,True
343170-82,0.0,0.0,0.0,True
173215-72,0.0,0.0,0.0,True
303070-33,0.0,0.0,0.0,True
226799-65,0.0,0.0,0.0,True
343139-23,0.0,0.0,0.0,True
435753-64,0.0,0.0,0.0,True
432418-24,0.0,0.0,0.0,True
300783-97,1.0,1.0,1.0,True
234355-69,0.0,0.0,0.0,True
439500-88,0.0,0.0,0.0,True
188081-56,1.0,1.0,1.0,True
233903-53,0.0,0.0,0.0,True
117658-00,1.0,1.0,1.0,True
233810-29,0.0,0.0,0.0,True
310220-47,0.0,0.0,0.0,True
340807-96,0.0,0.0,0.0,True
482557-51,0.0,0.0,0.0,True
482744-08,0.0,0.0,0.0,True
106762-51,0.0,0.0,0.0,True
187592-14,0.0,0.0,0.0,True
267900-22,0.0,0.0,0.0,True
109858-51,,1.0,0.0,True
459421-03,0.0,0.0,0.0,True
182190-97,,1.0,0.0,True
113130-64,1.0,1.0,1.0,True
290550-52,0.0,0.0,0.0,True
454758-67,0.0,0.0,0.0,True
266175-19,0.0,0.0,0.0,True
185963-50,1.0,1.0,1.0,True
343029-43,0.0,0.0,0.0,True
439907-86,0.0,0.0,0.0,True
465144-67,0.0,0.0,0.0,True
469332-37,0.0,0.0,0.0,True
433889-56,0.0,0.0,0.0,True
234758-98,0.0,0.0,0.0,True
469101-34,0.0,0.0,0.0,True
144101-17,0.0,0.0,0.0,True
227477-08,0.0,0.0,0.0,True
431633-98,0.0,0.0,0.0,True
435658-78,0.0,0.0,0.0,True
266470-93,0.0,0.0,0.0,True
278455-15,0.0,0.0,0.0,True
182528-11,0.0,0.0,0.0,True
149610-34,0.0,0.0,0.0,True
232655-14,0.0,0.0,0.0,True
267849-46,0.0,0.0,0.0,True
266353-57,0.0,0.0,0.0,True
483642-82,0.0,0.0,0.0,True
277882-57,0.0,0.0,0.0,True
166354-12,0.0,0.0,0.0,True
223614-64,0.0,0.0,0.0,True
435790-27,0.0,0.0,0.0,True
463343-59,0.0,0.0,0.0,True
433628-65,0.0,0.0,0.0,True
290465-56,0.0,0.0,0.0,True
231368-14,1.0,1.0,1.0,True
437987-53,0.0,0.0,0.0,True
469685-80,1.0,1.0,1.0,True
481393-81,0.0,0.0,0.0,True
60296-14,0.0,0.0,0.0,True
128115-37,0.0,0.0,0.0,True
455245-12,0.0,0.0,0.0,True
107198-02,0.0,0.0,0.0,True
288167-41,0.0,0.0,0.0,True
179688-88,0.0,0.0,0.0,True
277632-55,0.0,0.0,0.0,True
268515-91,0.0,0.0,0.0,True
234951-22,0.0,0.0,0.0,True
435566-08,0.0,0.0,0.0,True
169468-21,0.0,0.0,0.0,True
470073-07,0.0,0.0,0.0,True
439911-28,0.0,0.0,0.0,True
433736-74,0.0,0.0,0.0,True
462512-08,0.0,0.0,0.0,True
123814-36,0.0,0.0,0.0,True
437334-94,0.0,0.0,0.0,True
483742-00,0.0,0.0,0.0,True
60359-95,0.0,0.0,0.0,True
343291-42,0.0,0.0,0.0,True
439536-70,0.0,0.0,0.0,True
416575-36,1.0,1.0,1.0,True
439047-28,0.0,0.0,0.0,True
461999-35,1.0,1.0,1.0,True
435952-36,1.0,1.0,1.0,True
481384-99,0.0,0.0,0.0,True
464254-03,0.0,0.0,0.0,True
223931-71,0.0,0.0,0.0,True
454803-40,0.0,0.0,0.0,True
170844-31,0.0,0.0,0.0,True
481353-04,0.0,0.0,0.0,True
483563-80,0.0,0.0,0.0,True
265950-28,0.0,0.0,0.0,True
438338-26,0.0,0.0,0.0,True
439007-14,0.0,0.0,0.0,True
459235-63,0.0,0.0,0.0,True
444922-03,0.0,0.0,0.0,True
265830-22,0.0,0.0,0.0,True
169376-50,0.0,0.0,0.0,True
464239-90,0.0,0.0,0.0,True
434076-13,1.0,1.0,1.0,True
99647-29,0.0,0.0,0.0,True
462883-42,1.0,1.0,1.0,True
432721-99,0.0,0.0,0.0,True
467136-28,0.0,0.0,0.0,True
168887-35,0.0,0.0,0.0,True
437671-99,0.0,0.0,0.0,True
228787-12,0.0,0.0,0.0,True
267292-72,1.0,1.0,1.0,True
434091-70,0.0,0.0,0.0,True
462003-40,0.0,0.0,0.0,True
468990-46,0.0,0.0,0.0,True
468912-61,0.0,0.0,0.0,True
231446-89,1.0,1.0,1.0,True
166988-62,0.0,0.0,0.0,True
469541-71,0.0,0.0,0.0,True
264907-00,0.0,0.0,0.0,True
185867-02,0.0,0.0,0.0,True
482120-65,,1.0,0.0,True
125226-73,0.0,0.0,0.0,True
462377-62,0.0,0.0,0.0,True
167388-04,1.0,1.0,1.0,True
179634-70,0.0,0.0,0.0,True
264543-04,0.0,0.0,0.0,True
462466-90,0.0,0.0,0.0,True
225677-08,0.0,0.0,0.0,True
267670-18,1.0,1.0,1.0,True
115513-39,0.0,0.0,0.0,True
458149-24,0.0,0.0,0.0,True
459254-62,0.0,0.0,0.0,True
460162-00,0.0,0.0,0.0,True
437125-42,0.0,0.0,0.0,True
117405-01,0.0,0.0,0.0,True
126924-49,1.0,1.0,1.0,True
434872-63,0.0,0.0,0.0,True
465677-56,0.0,0.0,0.0,True
433144-27,0.0,0.0,0.0,True
299988-10,0.0,0.0,0.0,True
469104-67,1.0,1.0,1.0,True
438947-38,0.0,0.0,0.0,True
183403-63,0.0,0.0,0.0,True
435143-80,0.0,0.0,0.0,True
443141-11,0.0,0.0,0.0,True
232954-93,0.0,0.0,0.0,True
452823-04,0.0,0.0,0.0,True
431203-33,0.0,0.0,0.0,True
56022-94,0.0,0.0,0.0,True
182439-37,0.0,0.0,0.0,True
435187-18,0.0,0.0,0.0,True
438775-93,0.0,0.0,0.0,True
