company_id,Y_primary,Y_MA_upper,Y_MA_lower,at_risk
268696-09,,1.0,0.0,True
172807-30,1.0,1.0,1.0,True
454785-31,0.0,0.0,0.0,True
232596-91,0.0,0.0,0.0,True
279815-05,0.0,0.0,0.0,True
416574-19,0.0,0.0,0.0,True
266436-37,0.0,0.0,0.0,True
108991-63,0.0,0.0,0.0,True
432553-42,0.0,0.0,0.0,True
153306-73,1.0,1.0,1.0,True
343125-91,0.0,0.0,0.0,True
482152-51,0.0,0.0,0.0,True
466832-62,0.0,0.0,0.0,True
470560-69,0.0,0.0,0.0,True
483295-15,0.0,0.0,0.0,True
166820-59,1.0,1.0,1.0,True
264938-95,0.0,0.0,0.0,True
268003-36,0.0,0.0,0.0,True
470434-06,0.0,0.0,0.0,True
468019-54,0.0,0.0,0.0,True
433366-66,0.0,0.0,0.0,True
339850-45,,1.0,0.0,True
308468-26,0.0,0.0,0.0,True
62071-48,0.0,0.0,0.0,True
223582-96,0.0,0.0,0.0,True
471198-34,0.0,0.0,0.0,True
466498-09,0.0,0.0,0.0,True
120081-79,0.0,0.0,0.0,True
435468-97,0.0,0.0,0.0,True
481969-45,0.0,0.0,0.0,True
437052-07,0.0,0.0,0.0,True
437323-69,0.0,0.0,0.0,True
143659-90,0.0,0.0,0.0,True
442720-54,0.0,0.0,0.0,True
432820-00,0.0,0.0,0.0,True
438002-92,0.0,0.0,0.0,True
454977-28,0.0,0.0,0.0,True
458292-70,0.0,0.0,0.0,True
343516-06,0.0,0.0,0.0,True
234515-98,0.0,0.0,0.0,True
264466-36,1.0,1.0,1.0,True
482257-72,0.0,0.0,0.0,True
436655-80,0.0,0.0,0.0,True
433920-61,1.0,1.0,1.0,True
178514-20,1.0,1.0,1.0,True
223791-67,1.0,1.0,1.0,True
433775-35,0.0,0.0,0.0,True
149900-59,0.0,0.0,0.0,True
454490-83,1.0,1.0,1.0,True
103188-43,0.0,0.0,0.0,True
459274-96,0.0,0.0,0.0,True
340756-75,1.0,1.0,1.0,True
471786-94,0.0,0.0,0.0,True
54989-92,0.0,0.0,0.0,True
327329-92,,1.0,0.0,True
436117-87,0.0,0.0,0.0,True
465425-56,0.0,0.0,0.0,True
221740-39,0.0,0.0,0.0,True
459988-75,1.0,1.0,1.0,True
434483-74,1.0,1.0,1.0,True
118910-71,0.0,0.0,0.0,True
233121-88,0.0,0.0,0.0,True
342149-05,0.0,0.0,0.0,True
466596-46,1.0,1.0,1.0,True
260027-65,1.0,1.0,1.0,True
128087-74,0.0,0.0,0.0,True
178410-16,0.0,0.0,0.0,True
464366-53,0.0,0.0,0.0,True
267478-84,0.0,0.0,0.0,True
343534-87,0.0,0.0,0.0,True
434732-23,0.0,0.0,0.0,True
452780-38,0.0,0.0,0.0,True
227144-53,0.0,0.0,0.0,True
458145-91,0.0,0.0,0.0,True
398699-92,0.0,0.0,0.0,True
223555-96,0.0,0.0,0.0,True
434471-23,1.0,1.0,1.0,True
437333-41,0.0,0.0,0.0,True
222737-41,1.0,1.0,1.0,True
187465-78,0.0,0.0,0.0,True
83586-16,0.0,0.0,0.0,True
405267-58,1.0,1.0,1.0,True
483945-85,0.0,0.0,0.0,True
436575-34,0.0,0.0,0.0,True
481220-92,0.0,0.0,0.0,True
335602-09,0.0,0.0,0.0,True
469370-62,0.0,0.0,0.0,True
277675-48,0.0,0.0,0.0,True
471160-90,0.0,0.0,0.0,True
90544-06,0.0,0.0,0.0,True
469300-33,0.0,0.0,0.0,True
64702-81,0.0,0.0,0.0,True
442408-60,0.0,0.0,0.0,True
251508-97,0.0,0.0,0.0,True
327386-89,0.0,0.0,0.0,True
464350-87,0.0,0.0,0.0,True
434288-17,0.0,0.0,0.0,True
436594-51,0.0,0.0,0.0,True
267047-56,0.0,0.0,0.0,True
98769-61,0.0,0.0,0.0,True
102471-22,0.0,0.0,0.0,True
181725-22,0.0,0.0,0.0,True
436891-87,0.0,0.0,0.0,True
442696-06,0.0,0.0,0.0,True
467066-44,1.0,1.0,1.0,True
416575-99,0.0,0.0,0.0,True
432836-11,0.0,0.0,0.0,True
435221-11,0.0,0.0,0.0,True
95313-43,1.0,1.0,1.0,True
470776-51,0.0,0.0,0.0,True
481778-56,0.0,0.0,0.0,True
60542-20,0.0,0.0,0.0,True
89725-87,0.0,0.0,0.0,True
252398-35,0.0,0.0,0.0,True
266189-59,1.0,1.0,1.0,True
432707-32,0.0,0.0,0.0,True
231428-17,0.0,0.0,0.0,True
442573-66,0.0,0.0,0.0,True
182051-02,0.0,0.0,0.0,True
435564-46,0.0,0.0,0.0,True
151103-89,0.0,0.0,0.0,True
481834-63,0.0,0.0,0.0,True
234533-53,0.0,0.0,0.0,True
268439-95,0.0,0.0,0.0,True
459183-16,0.0,0.0,0.0,True
483125-50,0.0,0.0,0.0,True
63745-84,0.0,0.0,0.0,True
128110-24,0.0,0.0,0.0,True
222802-39,0.0,0.0,0.0,True
268835-68,0.0,0.0,0.0,True
141462-28,0.0,0.0,0.0,True
442798-03,0.0,0.0,0.0,True
433041-04,0.0,0.0,0.0,True
325260-55,0.0,0.0,0.0,True
332294-50,0.0,0.0,0.0,True
455215-69,0.0,0.0,0.0,True
443204-47,1.0,1.0,1.0,True
319165-66,0.0,0.0,0.0,True
99351-55,0.0,0.0,0.0,True
398986-48,,1.0,0.0,True
433041-22,0.0,0.0,0.0,True
437766-49,0.0,0.0,0.0,True
483244-39,0.0,0.0,0.0,True
88956-37,0.0,0.0,0.0,True
467109-82,0.0,0.0,0.0,True
232305-13,1.0,1.0,1.0,True
266558-41,,1.0,0.0,True
185581-72,1.0,1.0,1.0,True
482437-36,0.0,0.0,0.0,True
466535-08,0.0,0.0,0.0,True
233504-47,0.0,0.0,0.0,True
155303-92,0.0,0.0,0.0,True
234697-78,0.0,0.0,0.0,True
343317-97,1.0,1.0,1.0,True
266530-78,1.0,1.0,1.0,True
437208-31,0.0,0.0,0.0,True
226149-22,,1.0,0.0,True
464513-05,0.0,0.0,0.0,True
438022-99,0.0,0.0,0.0,True
54824-41,0.0,0.0,0.0,True
455026-60,0.0,0.0,0.0,True
438002-83,0.0,0.0,0.0,True
338682-16,0.0,0.0,0.0,True
481595-59,0.0,0.0,0.0,True
316014-85,0.0,0.0,0.0,True
483166-99,0.0,0.0,0.0,True
435100-69,0.0,0.0,0.0,True
112635-46,1.0,1.0,1.0,True
435102-40,0.0,0.0,0.0,True
466903-63,1.0,1.0,1.0,True
168818-41,0.0,0.0,0.0,True
229553-83,0.0,0.0,0.0,True
267105-16,0.0,0.0,0.0,True
64845-91,0.0,0.0,0.0,True
287915-95,0.0,0.0,0.0,True
436865-86,0.0,0.0,0.0,True
300253-33,0.0,0.0,0.0,True
159174-01,0.0,0.0,0.0,True
432534-25,0.0,0.0,0.0,True
452683-09,0.0,0.0,0.0,True
453352-06,0.0,0.0,0.0,True
465148-09,0.0,0.0,0.0,True
229774-87,0.0,0.0,0.0,True
438740-92,0.0,0.0,0.0,True
442459-90,0.0,0.0,0.0,True
104464-72,1.0,1.0,1.0,True
267264-91,0.0,0.0,0.0,True
234094-87,0.0,0.0,0.0,True
58597-21,0.0,0.0,0.0,True
162743-77,1.0,1.0,1.0,True
343053-10,1.0,1.0,1.0,True
230405-50,0.0,0.0,0.0,True
170598-07,0.0,0.0,0.0,True
416521-90,0.0,0.0,0.0,True
433620-19,0.0,0.0,0.0,True
470572-30,0.0,0.0,0.0,True
416522-62,0.0,0.0,0.0,True
436834-54,0.0,0.0,0.0,True
471246-04,0.0,0.0,0.0,True
471796-66,0.0,0.0,0.0,True
471955-96,0.0,0.0,0.0,True
433877-41,0.0,0.0,0.0,True
432810-46,0.0,0.0,0.0,True
153716-50,0.0,0.0,0.0,True
187814-98,0.0,0.0,0.0,True
462550-87,,1.0,0.0,True
437323-87,0.0,0.0,0.0,True
482043-25,0.0,0.0,0.0,True
180953-29,0.0,0.0,0.0,True
465557-23,0.0,0.0,0.0,True
233916-49,0.0,0.0,0.0,True
472309-93,0.0,0.0,0.0,True
482839-30,0.0,0.0,0.0,True
315244-99,0.0,0.0,0.0,True
279963-28,0.0,0.0,0.0,True
232800-58,,1.0,0.0,True
482040-10,0.0,0.0,0.0,True
407203-03,0.0,0.0,0.0,True
266518-99,0.0,0.0,0.0,True
459391-42,0.0,0.0,0.0,True
443144-80,0.0,0.0,0.0,True
432626-59,0.0,0.0,0.0,True
235314-28,0.0,0.0,0.0,True
435947-86,0.0,0.0,0.0,True
188068-42,0.0,0.0,0.0,True
435684-52,1.0,1.0,1.0,True
327560-68,0.0,0.0,0.0,True
172066-60,0.0,0.0,0.0,True
467767-90,0.0,0.0,0.0,True
221870-53,1.0,1.0,1.0,True
55314-19,0.0,0.0,0.0,True
433743-40,0.0,0.0,0.0,True
438491-53,0.0,0.0,0.0,True
327496-78,1.0,1.0,1.0,True
230770-72,0.0,0.0,0.0,True
277811-20,0.0,0.0,0.0,True
232604-74,0.0,0.0,0.0,True
267051-61,0.0,0.0,0.0,True
175252-15,0.0,0.0,0.0,True
232077-97,0.0,0.0,0.0,True
341902-36,0.0,0.0,0.0,True
433724-68,1.0,1.0,1.0,True
160346-89,0.0,0.0,0.0,True
442966-24,0.0,0.0,0.0,True
58311-55,0.0,0.0,0.0,True
437264-11,0.0,0.0,0.0,True
338705-47,1.0,1.0,1.0,True
438158-17,0.0,0.0,0.0,True
471828-07,0.0,0.0,0.0,True
224480-62,0.0,0.0,0.0,True
442227-97,0.0,0.0,0.0,True
458227-27,0.0,0.0,0.0,True
462283-75,0.0,0.0,0.0,True
225654-40,0.0,0.0,0.0,True
443350-72,0.0,0.0,0.0,True
152518-24,0.0,0.0,0.0,True
108033-04,0.0,0.0,0.0,True
162474-49,0.0,0.0,0.0,True
277299-91,1.0,1.0,1.0,True
467145-28,0.0,0.0,0.0,True
231133-51,0.0,0.0,0.0,True
102141-37,0.0,0.0,0.0,True
184306-87,0.0,0.0,0.0,True
234811-36,0.0,0.0,0.0,True
443299-06,0.0,0.0,0.0,True
467032-96,1.0,1.0,1.0,True
99541-54,0.0,0.0,0.0,True
416580-40,0.0,0.0,0.0,True
466160-77,0.0,0.0,0.0,True
437986-63,0.0,0.0,0.0,True
431666-92,0.0,0.0,0.0,True
435887-83,0.0,0.0,0.0,True
57241-90,0.0,0.0,0.0,True
438658-30,0.0,0.0,0.0,True
277481-71,0.0,0.0,0.0,True
459395-29,0.0,0.0,0.0,True
57843-28,,1.0,0.0,True
471920-05,1.0,1.0,1.0,True
438199-93,0.0,0.0,0.0,True
170438-32,1.0,1.0,1.0,True
120063-97,0.0,0.0,0.0,True
470591-56,0.0,0.0,0.0,True
186970-24,1.0,1.0,1.0,True
266273-38,1.0,1.0,1.0,True
340937-38,0.0,0.0,0.0,True
464336-83,0.0,0.0,0.0,True
465590-62,0.0,0.0,0.0,True
434091-97,0.0,0.0,0.0,True
399497-14,0.0,0.0,0.0,True
129263-68,,1.0,0.0,True
399499-12,0.0,0.0,0.0,True
442479-79,0.0,0.0,0.0,True
85213-54,0.0,0.0,0.0,True
228900-97,0.0,0.0,0.0,True
436657-15,0.0,0.0,0.0,True
439100-11,0.0,0.0,0.0,True
234813-07,0.0,0.0,0.0,True
268559-02,0.0,0.0,0.0,True
470802-97,0.0,0.0,0.0,True
435701-53,0.0,0.0,0.0,True
231789-52,0.0,0.0,0.0,True
439357-51,0.0,0.0,0.0,True
279520-66,1.0,1.0,1.0,True
171953-11,0.0,0.0,0.0,True
445705-12,0.0,0.0,0.0,True
471352-60,0.0,0.0,0.0,True
459363-61,1.0,1.0,1.0,True
233506-54,0.0,0.0,0.0,True
463441-42,1.0,1.0,1.0,True
169074-73,1.0,1.0,1.0,True
470438-74,0.0,0.0,0.0,True
432917-02,0.0,0.0,0.0,True
268801-12,0.0,0.0,0.0,True
472009-42,0.0,0.0,0.0,True
233500-33,0.0,0.0,0.0,True
395731-99,0.0,0.0,0.0,True
180607-33,1.0,1.0,1.0,True
234788-32,0.0,0.0,0.0,True
106859-35,1.0,1.0,1.0,True
294486-58,1.0,1.0,1.0,True
469753-21,0.0,0.0,0.0,True
438300-73,0.0,0.0,0.0,True
436161-07,0.0,0.0,0.0,True
343522-54,0.0,0.0,0.0,True
292866-13,0.0,0.0,0.0,True
471114-19,0.0,0.0,0.0,True
106961-23,0.0,0.0,0.0,True
459234-55,0.0,0.0,0.0,True
233536-69,0.0,0.0,0.0,True
339781-24,0.0,0.0,0.0,True
343644-49,0.0,0.0,0.0,True
483720-49,0.0,0.0,0.0,True
469760-41,0.0,0.0,0.0,True
435884-05,0.0,0.0,0.0,True
228013-48,1.0,1.0,1.0,True
398916-91,0.0,0.0,0.0,True
438337-63,0.0,0.0,0.0,True
431268-58,0.0,0.0,0.0,True
178329-16,1.0,1.0,1.0,True
156219-85,0.0,0.0,0.0,True
56690-92,0.0,0.0,0.0,True
433214-29,0.0,0.0,0.0,True
471847-33,1.0,1.0,1.0,True
340895-71,0.0,0.0,0.0,True
339810-04,0.0,0.0,0.0,True
469409-05,0.0,0.0,0.0,True
438194-26,0.0,0.0,0.0,True
265817-44,,1.0,0.0,True
339779-53,0.0,0.0,0.0,True
439265-44,0.0,0.0,0.0,True
465267-52,0.0,0.0,0.0,True
433711-09,0.0,0.0,0.0,True
154542-16,0.0,0.0,0.0,True
442914-49,0.0,0.0,0.0,True
234190-72,0.0,0.0,0.0,True
466442-56,0.0,0.0,0.0,True
179563-15,0.0,0.0,0.0,True
327116-35,,1.0,0.0,True
435093-58,0.0,0.0,0.0,True
466976-89,1.0,1.0,1.0,True
162696-43,0.0,0.0,0.0,True
160900-57,1.0,1.0,1.0,True
340848-55,0.0,0.0,0.0,True
343605-88,0.0,0.0,0.0,True
470861-20,1.0,1.0,1.0,True
228190-06,0.0,0.0,0.0,True
464218-57,0.0,0.0,0.0,True
167824-54,0.0,0.0,0.0,True
469735-39,0.0,0.0,0.0,True
470815-84,1.0,1.0,1.0,True
268664-95,0.0,0.0,0.0,True
226758-16,0.0,0.0,0.0,True
433865-53,0.0,0.0,0.0,True
268541-92,0.0,0.0,0.0,True
399110-32,0.0,0.0,0.0,True
462476-80,0.0,0.0,0.0,True
465940-99,0.0,0.0,0.0,True
187996-42,0.0,0.0,0.0,True
458620-21,0.0,0.0,0.0,True
279794-44,1.0,1.0,1.0,True
437362-12,0.0,0.0,0.0,True
186677-74,0.0,0.0,0.0,True
268371-64,1.0,1.0,1.0,True
156045-97,0.0,0.0,0.0,True
435103-57,0.0,0.0,0.0,True
108209-71,0.0,0.0,0.0,True
234493-03,1.0,1.0,1.0,True
484444-99,0.0,0.0,0.0,True
222315-67,,1.0,0.0,True
158361-76,1.0,1.0,1.0,True
339805-72,0.0,0.0,0.0,True
464211-73,1.0,1.0,1.0,True
162587-98,0.0,0.0,0.0,True
484471-36,0.0,0.0,0.0,True
114109-57,1.0,1.0,1.0,True
437672-71,0.0,0.0,0.0,True
230603-05,,1.0,0.0,True
442884-16,0.0,0.0,0.0,True
469878-49,0.0,0.0,0.0,True
437032-63,0.0,0.0,0.0,True
