CompanyID,baseline,2.0yr,2.5yr,3.0yr,3.9yr
458362-27,Early Stage VC,,,,
458362-63,Early Stage VC,,,,
458363-80,Early Stage VC,,,,
458365-51,Early Stage VC,,,,
458365-96,Early Stage VC,,,,
458366-14,Early Stage VC,,,,
458366-32,Early Stage VC,,,,
458366-59,Early Stage VC,,,,
458368-12,Early Stage VC,,,,
458368-21,Early Stage VC,,,,
458377-12,Early Stage VC,,,,
458377-39,Early Stage VC,,,,
458378-47,Early Stage VC,,,,
458380-18,Early Stage VC,,,,
458381-53,Early Stage VC,,,,
458386-03,Early Stage VC,,,,
458388-01,Early Stage VC,,,,
458388-10,Early Stage VC,,,,
458390-44,Early Stage VC,,,,
458390-62,Early Stage VC,,,,
458390-89,Early Stage VC,,,,
458391-52,Early Stage VC,,,,
458394-13,Early Stage VC,,,,
458397-37,Early Stage VC,,,,
458397-91,Early Stage VC,,,,
458399-26,Early Stage VC,,,,
458400-52,Early Stage VC,,,,
458404-84,Early Stage VC,,,,
458405-65,Early Stage VC,,,,
458408-80,Early Stage VC,,,,
458409-25,Early Stage VC,,,,
458410-06,Early Stage VC,,,,
458410-33,Early Stage VC,,,,
458410-78,Early Stage VC,,,,
458412-04,Early Stage VC,,,,
458412-67,Early Stage VC,,,,
458412-94,Early Stage VC,,,,
458413-12,Early Stage VC,,,,
458413-21,Early Stage VC,,,,
458413-39,Early Stage VC,,,,
458413-66,Early Stage VC,,,,
458414-29,Early Stage VC,,,,
458415-28,Early Stage VC,,,,
458415-64,Early Stage VC,,,,
458417-44,Early Stage VC,,,,
458417-53,Early Stage VC,,,,
458418-43,Early Stage VC,,,,
458419-87,Early Stage VC,,,,
458420-59,Early Stage VC,,,,
458421-22,Early Stage VC,,,,
458421-67,Early Stage VC,,,,
458423-56,Early Stage VC,,,,
458423-65,Early Stage VC,,,,
458423-74,Early Stage VC,,,,
458423-83,Early Stage VC,,,,
458426-80,Early Stage VC,,,,
458427-16,Early Stage VC,,,,
458428-69,Early Stage VC,,,,
458431-84,Early Stage VC,,,,
458433-37,Early Stage VC,,,,
458434-09,Early Stage VC,,,,
458436-25,Early Stage VC,,,,
458436-88,Early Stage VC,,,,
458438-05,Early Stage VC,,,,
458439-94,Early Stage VC,,,,
458442-91,Early Stage VC,,,,
458444-44,Early Stage VC,,,,
458446-87,Early Stage VC,,,,
458447-41,Early Stage VC,,,,
458448-85,Early Stage VC,,,,
458451-91,Early Stage VC,,,,
458452-72,Early Stage VC,,,,
458452-90,Early Stage VC,,,,
458454-70,Early Stage VC,,,,
458455-78,Early Stage VC,,,,
458455-96,Early Stage VC,,,,
458456-95,Early Stage VC,,,,
458457-67,Early Stage VC,,,,
458460-73,Early Stage VC,,,,
458460-91,Early Stage VC,,,,
458461-54,Early Stage VC,,,,
458462-17,Early Stage VC,,,,
458463-07,Early Stage VC,,,,
458463-25,Early Stage VC,,,,
458463-79,Early Stage VC,,,,
458463-97,Early Stage VC,,,,
458468-74,Early Stage VC,,,,
458469-55,Early Stage VC,,,,
458472-07,Early Stage VC,,,,
458475-04,Early Stage VC,,,,
458476-12,Early Stage VC,,,,
458477-38,Early Stage VC,,,,
458478-55,Early Stage VC,,,,
458480-62,Early Stage VC,,,,
458485-57,Early Stage VC,,,,
458487-10,Early Stage VC,,,,
458487-37,Early Stage VC,,,,
458487-55,Early Stage VC,,,,
458488-18,Early Stage VC,,,,
458488-99,Early Stage VC,,,,
458492-32,Early Stage VC,,,,
458493-31,Early Stage VC,,,,
458493-58,Early Stage VC,,,,
458494-66,Early Stage VC,,,,
458497-27,Early Stage VC,,,,
458497-72,Early Stage VC,,,,
458500-60,Early Stage VC,,,,
458503-12,Early Stage VC,,,,
458503-66,Early Stage VC,,,,
458506-81,Early Stage VC,,,,
458507-17,Early Stage VC,,,,
458507-53,Early Stage VC,,,,
458508-34,Early Stage VC,,,,
458508-61,Early Stage VC,,,,
458510-05,Early Stage VC,,,,
458510-14,Early Stage VC,,,,
458511-31,Early Stage VC,,,,
458511-49,Early Stage VC,,,,
458512-03,Early Stage VC,,,,
458513-29,Early Stage VC,,,,
458518-24,Early Stage VC,,,,
458519-41,Early Stage VC,,,,
458520-67,Early Stage VC,,,,
458520-94,Early Stage VC,,,,
458522-38,Early Stage VC,,,,
458526-16,Early Stage VC,,,,
458527-78,Early Stage VC,,,,
458528-05,Early Stage VC,,,,
458528-32,Early Stage VC,,,,
458531-83,Early Stage VC,,,,
458532-37,Early Stage VC,,,,
458532-64,Early Stage VC,,,,
458533-54,Early Stage VC,,,,
458534-17,Early Stage VC,,,,
458538-76,Early Stage VC,,,,
458539-75,Early Stage VC,,,,
458539-93,Early Stage VC,,,,
458541-01,Early Stage VC,,,,
458541-28,Early Stage VC,,,,
458541-46,Early Stage VC,,,,
458542-45,Early Stage VC,,,,
458545-78,Early Stage VC,,,,
458546-41,Early Stage VC,,,,
458546-86,Early Stage VC,,,,
458547-13,Early Stage VC,,,,
458548-57,Early Stage VC,,,,
458548-84,Early Stage VC,,,,
458549-29,Early Stage VC,,,,
458549-83,Early Stage VC,,,,
458550-37,Early Stage VC,,,,
458551-00,Early Stage VC,,,,
458551-27,Early Stage VC,,,,
458551-90,Early Stage VC,,,,
458552-26,Early Stage VC,,,,
458552-35,Early Stage VC,,,,
458554-60,Early Stage VC,,,,
458554-96,Early Stage VC,,,,
458555-32,Early Stage VC,,,,
458556-85,Early Stage VC,,,,
458558-38,Early Stage VC,,,,
458558-56,Early Stage VC,,,,
458560-45,Early Stage VC,,,,
458560-63,Early Stage VC,,,,
458564-77,Early Stage VC,,,,
458566-30,Early Stage VC,,,,
458566-57,Early Stage VC,,,,
458566-66,Early Stage VC,,,,
458566-75,Early Stage VC,,,,
458566-84,Early Stage VC,,,,
458567-20,Early Stage VC,,,,
458567-47,Early Stage VC,,,,
458567-74,Early Stage VC,,,,
458568-37,Early Stage VC,,,,
458571-25,Early Stage VC,,,,
458572-60,Early Stage VC,,,,
458573-59,Early Stage VC,,,,
458576-92,Early Stage VC,,,,
458578-36,Early Stage VC,,,,
458578-63,Early Stage VC,,,,
458578-99,Early Stage VC,,,,
458579-80,Early Stage VC,,,,
458580-34,Early Stage VC,,,,
458580-52,Early Stage VC,,,,
458583-13,Early Stage VC,,,,
458584-39,Early Stage VC,,,,
458588-17,Early Stage VC,,,,
458588-53,Early Stage VC,,,,
458589-88,Early Stage VC,,,,
458590-24,Early Stage VC,,,,
458591-32,Early Stage VC,,,,
458591-50,Early Stage VC,,,,
458596-90,Early Stage VC,,,,
458604-19,Early Stage VC,,,,
458606-44,Early Stage VC,,,,
458606-80,Early Stage VC,,,,
458607-70,Early Stage VC,,,,
458608-51,Early Stage VC,,,,
458608-96,Early Stage VC,,,,
458609-05,Early Stage VC,,,,
458609-86,Early Stage VC,,,,
458610-31,Early Stage VC,,,,
458611-93,Early Stage VC,,,,
458612-20,Early Stage VC,,,,
458614-63,Early Stage VC,,,,
458614-90,Early Stage VC,,,,
458615-98,Early Stage VC,,,,
458618-05,Early Stage VC,,,,
458620-03,Early Stage VC,,,,
458620-21,Early Stage VC,,,,
458620-48,Early Stage VC,,,,
458620-84,Early Stage VC,,,,
458621-38,Early Stage VC,,,,
458621-56,Early Stage VC,,,,
458621-74,Early Stage VC,,,,
458622-19,Early Stage VC,,,,
458622-55,Early Stage VC,,,,
458624-44,Early Stage VC,,,,
458624-53,Early Stage VC,,,,
458624-80,Early Stage VC,,,,
458625-52,Early Stage VC,,,,
458626-24,Early Stage VC,,,,
458627-59,Early Stage VC,,,,
458627-95,Early Stage VC,,,,
458628-58,Early Stage VC,,,,
458629-21,Early Stage VC,,,,
458630-20,Early Stage VC,,,,
458630-47,Early Stage VC,,,,
458630-56,Early Stage VC,,,,
458630-83,Early Stage VC,,,,
458632-09,Early Stage VC,,,,
458632-27,Early Stage VC,,,,
458632-45,Early Stage VC,,,,
458633-26,Early Stage VC,,,,
458634-61,Early Stage VC,,,,
458634-88,Early Stage VC,,,,
458635-42,Early Stage VC,,,,
458635-51,Early Stage VC,,,,
458635-60,Early Stage VC,,,,
458635-69,Early Stage VC,,,,
458635-87,Early Stage VC,,,,
458636-05,Early Stage VC,,,,
458636-23,Early Stage VC,,,,
458636-32,Early Stage VC,,,,
458636-41,Early Stage VC,,,,
458636-59,Early Stage VC,,,,
458636-77,Early Stage VC,,,,
458637-04,Early Stage VC,,,,
458637-22,Early Stage VC,,,,
458637-31,Early Stage VC,,,,
458637-49,Early Stage VC,,,,
458637-58,Early Stage VC,,,,
458637-94,Early Stage VC,,,,
458638-03,Early Stage VC,,,,
458638-12,Early Stage VC,,,,
458638-21,Early Stage VC,,,,
458644-15,Early Stage VC,,,,
458644-69,Early Stage VC,,,,
458644-96,Early Stage VC,,,,
458645-05,Early Stage VC,,,,
458645-59,Early Stage VC,,,,
458649-28,Early Stage VC,,,,
458650-00,Early Stage VC,,,,
458650-36,Early Stage VC,,,,
458650-45,Early Stage VC,,,,
458650-54,Early Stage VC,,,,
458655-13,Early Stage VC,,,,
458657-11,Early Stage VC,,,,
458661-25,Early Stage VC,,,,
458662-51,Early Stage VC,,,,
458663-05,Early Stage VC,,,,
458663-23,Early Stage VC,,,,
458663-77,Early Stage VC,,,,
458665-30,Early Stage VC,,,,
458667-28,Early Stage VC,,,,
458669-98,Early Stage VC,,,,
458670-79,Early Stage VC,,,,
458671-60,Early Stage VC,,,,
458672-50,Early Stage VC,,,,
458675-02,Early Stage VC,,,,
458676-19,Early Stage VC,,,,
458676-64,Early Stage VC,,,,
458677-63,Early Stage VC,,,,
458678-17,Early Stage VC,,,,
458678-35,Early Stage VC,,,,
458680-69,Early Stage VC,,,,
458681-14,Early Stage VC,,,,
458682-13,Early Stage VC,,,,
458682-67,Early Stage VC,,,,
458683-12,Early Stage VC,,,,
458685-01,Early Stage VC,,,,
458686-27,Early Stage VC,,,,
458686-36,Early Stage VC,,,,
458687-17,Early Stage VC,,,,
458687-89,Early Stage VC,,,,
458688-43,Early Stage VC,,,,
458688-52,Early Stage VC,,,,
458688-97,Early Stage VC,,,,
458692-39,Early Stage VC,,,,
458692-48,Early Stage VC,,,,
458693-20,Early Stage VC,,,,
458693-29,Early Stage VC,,,,
458694-46,Early Stage VC,,,,
458694-55,Early Stage VC,,,,
458695-36,Early Stage VC,,,,
458695-45,Early Stage VC,,,,
458695-54,Early Stage VC,,,,
458695-63,Early Stage VC,,,,
458695-72,Early Stage VC,,,,
458696-08,Early Stage VC,,,,
458696-26,Early Stage VC,,,,
458696-35,Early Stage VC,,,,
458696-53,Early Stage VC,,,,
458696-62,Early Stage VC,,,,
458696-71,Early Stage VC,,,,
458696-80,Early Stage VC,,,,
458696-89,Early Stage VC,,,,
458696-98,Early Stage VC,,,,
458697-07,Early Stage VC,,,,
458697-16,Early Stage VC,,,,
458697-52,Early Stage VC,,,,
458697-61,Early Stage VC,,,,
458697-70,Early Stage VC,,,,
458697-79,Early Stage VC,,,,
458698-06,Early Stage VC,,,,
458698-15,Early Stage VC,,,,
458698-33,Early Stage VC,,,,
458698-51,Early Stage VC,,,,
458702-83,Early Stage VC,,,,
458706-07,Early Stage VC,,,,
458706-52,Early Stage VC,,,,
458707-24,Early Stage VC,,,,
458709-94,Early Stage VC,,,,
458710-39,Early Stage VC,,,,
458710-48,Early Stage VC,,,,
458710-84,Early Stage VC,,,,
458713-18,Early Stage VC,,,,
458713-54,Early Stage VC,,,,
458714-08,Early Stage VC,,,,
458715-88,Early Stage VC,,,,
458719-39,Early Stage VC,,,,
458720-65,Early Stage VC,,,,
458722-36,Early Stage VC,,,,
458722-54,Early Stage VC,,,,
458722-90,Early Stage VC,,,,
458723-53,Early Stage VC,,,,
458723-89,Early Stage VC,,,,
458724-43,Early Stage VC,,,,
458725-06,Early Stage VC,,,,
458726-14,Early Stage VC,,,,
458729-56,Early Stage VC,,,,
458729-65,Early Stage VC,,,,
458731-09,Early Stage VC,,,,
458733-34,Early Stage VC,,,,
458733-79,Early Stage VC,,,,
458734-60,Early Stage VC,,,,
458735-86,Early Stage VC,,,,
458737-39,Early Stage VC,,,,
458738-02,Early Stage VC,,,,
458738-11,Early Stage VC,,,,
458738-56,Early Stage VC,,,,
458739-01,Early Stage VC,,,,
458741-80,Early Stage VC,,,,
458741-89,Early Stage VC,,,,
458746-21,Early Stage VC,,,,
458746-30,Early Stage VC,,,,
458746-84,Early Stage VC,,,,
458750-80,Early Stage VC,,,,
458753-95,Early Stage VC,,,,
458754-13,Early Stage VC,,,,
458754-22,Early Stage VC,,,,
458754-76,Early Stage VC,,,,
458761-15,Early Stage VC,,,,
458761-60,Early Stage VC,,,,
458767-27,Early Stage VC,,,,
458768-08,Early Stage VC,,,,
458769-61,Early Stage VC,,,,
458770-69,Early Stage VC,,,,
458772-13,Early Stage VC,,,,
458773-66,Early Stage VC,,,,
458776-81,Early Stage VC,,,,
458777-53,Early Stage VC,,,,
458778-70,Early Stage VC,,,,
458779-78,Early Stage VC,,,,
458780-14,Early Stage VC,,,,
458780-41,Early Stage VC,,,,
458781-04,Early Stage VC,,,,
458784-64,Early Stage VC,,,,
458785-81,Early Stage VC,,,,
458786-80,Early Stage VC,,,,
458786-98,Early Stage VC,,,,
458787-07,Early Stage VC,,,,
458787-52,Early Stage VC,,,,
458787-70,Early Stage VC,,,,
458787-88,Early Stage VC,,,,
458789-95,Early Stage VC,,,,
458790-13,Early Stage VC,,,,
458790-67,Early Stage VC,,,,
458999-11,Early Stage VC,,,,
458999-92,Early Stage VC,,,,
459001-00,Early Stage VC,,,,
459001-90,Early Stage VC,,,,
459002-98,Early Stage VC,,,,
459004-96,Early Stage VC,,,,
459005-59,Early Stage VC,,,,
459006-40,Early Stage VC,,,,
459013-69,Early Stage VC,,,,
459013-87,Early Stage VC,,,,
459015-58,Early Stage VC,,,,
459018-28,Early Stage VC,,,,
459019-00,Early Stage VC,,,,
459021-97,Early Stage VC,,,,
459024-04,Early Stage VC,,,,
459024-58,Early Stage VC,,,,
459025-30,Early Stage VC,,,,
459025-48,Early Stage VC,,,,
459028-63,Early Stage VC,,,,
459030-70,Early Stage VC,,,,
459031-33,Early Stage VC,,,,
459031-51,Early Stage VC,,,,
459031-87,Early Stage VC,,,,
459032-32,Early Stage VC,,,,
459032-77,Early Stage VC,,,,
459033-04,Early Stage VC,,,,
459033-49,Early Stage VC,,,,
459033-58,Early Stage VC,,,,
459035-20,Early Stage VC,,,,
459035-74,Early Stage VC,,,,
459039-88,Early Stage VC,,,,
459040-87,Early Stage VC,,,,
459041-14,Early Stage VC,,,,
459044-38,Early Stage VC,,,,
459044-83,Early Stage VC,,,,
459044-92,Early Stage VC,,,,
459045-55,Early Stage VC,,,,
459045-73,Early Stage VC,,,,
459048-16,Early Stage VC,,,,
459049-60,Early Stage VC,,,,
459050-68,Early Stage VC,,,,
459051-04,Early Stage VC,,,,
459051-31,Early Stage VC,,,,
459051-94,Early Stage VC,,,,
459056-35,Early Stage VC,,,,
459056-80,Early Stage VC,,,,
459057-07,Early Stage VC,,,,
459063-64,Early Stage VC,,,,
459063-73,Early Stage VC,,,,
459064-36,Early Stage VC,,,,
459065-08,Early Stage VC,,,,
459065-35,Early Stage VC,,,,
459066-34,Early Stage VC,,,,
459067-42,Early Stage VC,,,,
459068-86,Early Stage VC,,,,
459070-39,Early Stage VC,,,,
459070-84,Early Stage VC,,,,
459071-29,Early Stage VC,,,,
459071-38,Early Stage VC,,,,
459073-09,Early Stage VC,,,,
459073-18,Early Stage VC,,,,
459074-08,Early Stage VC,,,,
459074-80,Early Stage VC,,,,
459076-06,Early Stage VC,,,,
459076-60,Early Stage VC,,,,
459078-58,Early Stage VC,,,,
459078-85,Early Stage VC,,,,
459081-01,Early Stage VC,,,,
459082-81,Early Stage VC,,,,
459083-89,Early Stage VC,,,,
459084-52,Early Stage VC,,,,
459085-24,Early Stage VC,,,,
459086-77,Early Stage VC,,,,
459086-95,Early Stage VC,,,,
459087-22,Early Stage VC,,,,
459088-66,Early Stage VC,,,,
459089-02,Early Stage VC,,,,
459089-56,Early Stage VC,,,,
459089-92,Early Stage VC,,,,
459094-69,Early Stage VC,,,,
459099-46,Early Stage VC,,,,
459100-00,Early Stage VC,,,,
459100-18,Early Stage VC,,,,
459102-70,Early Stage VC,,,,
459102-88,Early Stage VC,,,,
459103-24,Early Stage VC,,,,
459103-51,Early Stage VC,,,,
459103-60,Early Stage VC,,,,
459104-41,Early Stage VC,,,,
459107-92,Early Stage VC,,,,
459108-19,Early Stage VC,,,,
459109-45,Early Stage VC,,,,
459109-90,Early Stage VC,,,,
459110-53,Early Stage VC,,,,
459110-71,Early Stage VC,,,,
459111-43,Early Stage VC,,,,
459111-52,Early Stage VC,,,,
459113-41,Early Stage VC,,,,
459114-40,Early Stage VC,,,,
459115-93,Early Stage VC,,,,
459116-20,Early Stage VC,,,,
459116-29,Early Stage VC,,,,
459116-92,Early Stage VC,,,,
459117-82,Early Stage VC,,,,
459118-00,Early Stage VC,,,,
459118-09,Early Stage VC,,,,
459118-18,Early Stage VC,,,,
459118-27,Early Stage VC,,,,
459118-45,Early Stage VC,,,,
459118-54,Early Stage VC,,,,
459118-72,Early Stage VC,,,,
459118-99,Early Stage VC,,,,
459119-08,Early Stage VC,,,,
459119-17,Early Stage VC,,,,
459120-70,Early Stage VC,,,,
459124-48,Early Stage VC,,,,
459127-27,Early Stage VC,,,,
459127-81,Early Stage VC,,,,
459128-08,Early Stage VC,,,,
459128-53,Early Stage VC,,,,
459130-42,Early Stage VC,,,,
459132-04,Early Stage VC,,,,
459133-57,Early Stage VC,,,,
459133-75,Early Stage VC,,,,
459135-46,Early Stage VC,,,,
459136-45,Early Stage VC,,,,
459137-53,Early Stage VC,,,,
459138-97,Early Stage VC,,,,
459140-41,Early Stage VC,,,,
459140-59,Early Stage VC,,,,
459142-84,Early Stage VC,,,,
459143-65,Early Stage VC,,,,
459144-64,Early Stage VC,,,,
459149-59,Early Stage VC,,,,
459149-68,Early Stage VC,,,,
459150-40,Early Stage VC,,,,
459151-21,Early Stage VC,,,,
459151-57,Early Stage VC,,,,
459153-28,Early Stage VC,,,,
459153-55,Early Stage VC,,,,
459153-73,Early Stage VC,,,,
459160-03,Early Stage VC,,,,
459160-57,Early Stage VC,,,,
459161-02,Early Stage VC,,,,
459162-19,Early Stage VC,,,,
459163-45,Early Stage VC,,,,
459164-35,Early Stage VC,,,,
459164-44,Early Stage VC,,,,
459167-32,Early Stage VC,,,,
459168-58,Early Stage VC,,,,
459169-57,Early Stage VC,,,,
459169-66,Early Stage VC,,,,
459169-93,Early Stage VC,,,,
459170-83,Early Stage VC,,,,
459171-01,Early Stage VC,,,,
459171-19,Early Stage VC,,,,
459171-28,Early Stage VC,,,,
459171-37,Early Stage VC,,,,
459171-46,Early Stage VC,,,,
459171-91,Early Stage VC,,,,
459172-09,Early Stage VC,,,,
459172-18,Early Stage VC,,,,
459172-27,Early Stage VC,,,,
459172-36,Early Stage VC,,,,
459172-54,Early Stage VC,,,,
459173-08,Early Stage VC,,,,
459173-17,Early Stage VC,,,,
459173-44,Early Stage VC,,,,
459174-16,Early Stage VC,,,,
459181-27,Early Stage VC,,,,
459183-16,Early Stage VC,,,,
459185-50,Early Stage VC,,,,
459189-82,Early Stage VC,,,,
459189-91,Early Stage VC,,,,
459190-45,Early Stage VC,,,,
459191-53,Early Stage VC,,,,
459195-49,Early Stage VC,,,,
459195-67,Early Stage VC,,,,
459195-85,Early Stage VC,,,,
459196-12,Early Stage VC,,,,
459196-39,Early Stage VC,,,,
459197-11,Early Stage VC,,,,
459197-47,Early Stage VC,,,,
459199-00,Early Stage VC,,,,
459201-43,Early Stage VC,,,,
459201-70,Early Stage VC,,,,
459203-05,Early Stage VC,,,,
459203-59,Early Stage VC,,,,
459203-68,Early Stage VC,,,,
459203-86,Early Stage VC,,,,
459204-13,Early Stage VC,,,,
459206-02,Early Stage VC,,,,
459206-20,Early Stage VC,,,,
459206-47,Early Stage VC,,,,
459206-92,Early Stage VC,,,,
459208-27,Early Stage VC,,,,
459210-16,Early Stage VC,,,,
459212-05,Early Stage VC,,,,
459214-30,Early Stage VC,,,,
459214-39,Early Stage VC,,,,
459215-20,Early Stage VC,,,,
459215-65,Early Stage VC,,,,
459217-00,Early Stage VC,,,,
459217-27,Early Stage VC,,,,
459217-72,Early Stage VC,,,,
459218-08,Early Stage VC,,,,
459218-62,Early Stage VC,,,,
459218-98,Early Stage VC,,,,
459219-25,Early Stage VC,,,,
459219-79,Early Stage VC,,,,
459220-06,Early Stage VC,,,,
459220-24,Early Stage VC,,,,
459220-60,Early Stage VC,,,,
459220-69,Early Stage VC,,,,
459221-05,Early Stage VC,,,,
459222-49,Early Stage VC,,,,
459222-67,Early Stage VC,,,,
459223-57,Early Stage VC,,,,
459224-38,Early Stage VC,,,,
459224-56,Early Stage VC,,,,
459225-19,Early Stage VC,,,,
459226-00,Early Stage VC,,,,
459227-26,Early Stage VC,,,,
459228-16,Early Stage VC,,,,
459228-25,Early Stage VC,,,,
459228-34,Early Stage VC,,,,
459228-52,Early Stage VC,,,,
459228-70,Early Stage VC,,,,
459228-97,Early Stage VC,,,,
459229-15,Early Stage VC,,,,
459229-24,Early Stage VC,,,,
459229-42,Early Stage VC,,,,
459230-32,Early Stage VC,,,,
459230-59,Early Stage VC,,,,
459231-04,Early Stage VC,,,,
459231-13,Early Stage VC,,,,
459231-31,Early Stage VC,,,,
459231-49,Early Stage VC,,,,
459231-58,Early Stage VC,,,,
459231-76,Early Stage VC,,,,
459232-03,Early Stage VC,,,,
459232-93,Early Stage VC,,,,
459233-02,Early Stage VC,,,,
459233-11,Early Stage VC,,,,
459233-38,Early Stage VC,,,,
459233-47,Early Stage VC,,,,
459233-56,Early Stage VC,,,,
459234-19,Early Stage VC,,,,
459234-28,Early Stage VC,,,,
459234-46,Early Stage VC,,,,
459234-55,Early Stage VC,,,,
459234-64,Early Stage VC,,,,
459234-82,Early Stage VC,,,,
459234-91,Early Stage VC,,,,
459235-45,Early Stage VC,,,,
459235-63,Early Stage VC,,,,
459235-81,Early Stage VC,,,,
459235-99,Early Stage VC,,,,
459236-35,Early Stage VC,,,,
459237-79,Early Stage VC,,,,
459239-41,Early Stage VC,,,,
459241-21,Early Stage VC,,,,
459242-83,Early Stage VC,,,,
459244-72,Early Stage VC,,,,
459245-62,Early Stage VC,,,,
459246-16,Early Stage VC,,,,
459247-06,Early Stage VC,,,,
459248-14,Early Stage VC,,,,
459250-12,Early Stage VC,,,,
459251-11,Early Stage VC,,,,
459254-44,Early Stage VC,,,,
459254-62,Early Stage VC,,,,
459255-61,Early Stage VC,,,,
459257-86,Early Stage VC,,,,
459258-76,Early Stage VC,,,,
459260-29,Early Stage VC,,,,
459262-00,Early Stage VC,,,,
459262-36,Early Stage VC,,,,
459263-08,Early Stage VC,,,,
459264-25,Early Stage VC,,,,
459264-43,Early Stage VC,,,,
459264-52,Early Stage VC,,,,
459265-33,Early Stage VC,,,,
459265-96,Early Stage VC,,,,
459266-41,Early Stage VC,,,,
459266-95,Early Stage VC,,,,
459268-30,Early Stage VC,,,,
459270-73,Early Stage VC,,,,
459270-82,Early Stage VC,,,,
459273-16,Early Stage VC,,,,
459274-96,Early Stage VC,,,,
459281-35,Early Stage VC,,,,
459284-59,Early Stage VC,,,,
459285-40,Early Stage VC,,,,
459285-76,Early Stage VC,,,,
459288-82,Early Stage VC,,,,
459290-35,Early Stage VC,,,,
459292-42,Early Stage VC,,,,
459293-41,Early Stage VC,,,,
459294-04,Early Stage VC,,,,
459294-58,Early Stage VC,,,,
459296-11,Early Stage VC,,,,
459299-44,Early Stage VC,,,,
459299-62,Early Stage VC,,,,
459299-80,Early Stage VC,,,,
459301-78,Early Stage VC,,,,
459302-23,Early Stage VC,,,,
459304-30,Early Stage VC,,,,
459306-46,Early Stage VC,,,,
459307-36,Early Stage VC,,,,
459310-87,Early Stage VC,,,,
459312-85,Early Stage VC,,,,
459314-56,Early Stage VC,,,,
459315-10,Early Stage VC,,,,
459318-25,Early Stage VC,,,,
459318-88,Early Stage VC,,,,
459320-86,Early Stage VC,,,,
459324-73,Early Stage VC,,,,
459325-72,Early Stage VC,,,,
459329-05,Early Stage VC,,,,
459329-14,Early Stage VC,,,,
459329-77,Early Stage VC,,,,
459332-29,Early Stage VC,,,,
459332-74,Early Stage VC,,,,
459332-83,Early Stage VC,,,,
459333-28,Early Stage VC,,,,
459334-99,Early Stage VC,,,,
459335-17,Early Stage VC,,,,
459336-07,Early Stage VC,,,,
459336-70,Early Stage VC,,,,
459336-88,Early Stage VC,,,,
459337-60,Early Stage VC,,,,
459337-96,Early Stage VC,,,,
459338-14,Early Stage VC,,,,
459338-59,Early Stage VC,,,,
459338-77,Early Stage VC,,,,
459339-40,Early Stage VC,,,,
459339-85,Early Stage VC,,,,
459340-75,Early Stage VC,,,,
459343-63,Early Stage VC,,,,
459344-26,Early Stage VC,,,,
459344-53,Early Stage VC,,,,
459344-80,Early Stage VC,,,,
459344-89,Early Stage VC,,,,
459345-16,Early Stage VC,,,,
459345-70,Early Stage VC,,,,
459346-24,Early Stage VC,,,,
459346-33,Early Stage VC,,,,
459346-78,Early Stage VC,,,,
459346-96,Early Stage VC,,,,
459347-32,Early Stage VC,,,,
459348-85,Early Stage VC,,,,
459349-39,Early Stage VC,,,,
459350-29,Early Stage VC,,,,
459350-92,Early Stage VC,,,,
459354-52,Early Stage VC,,,,
459357-31,Early Stage VC,,,,
459357-49,Early Stage VC,,,,
459358-39,Early Stage VC,,,,
459358-48,Early Stage VC,,,,
459358-57,Early Stage VC,,,,
459358-84,Early Stage VC,,,,
459359-20,Early Stage VC,,,,
459360-28,Early Stage VC,,,,
459360-73,Early Stage VC,,,,
459362-62,Early Stage VC,,,,
459363-52,Early Stage VC,,,,
459363-61,Early Stage VC,,,,
459364-24,Early Stage VC,,,,
459364-42,Early Stage VC,,,,
459364-51,Early Stage VC,,,,
459367-93,Early Stage VC,,,,
459368-20,Early Stage VC,,,,
459368-74,Early Stage VC,,,,
459369-10,Early Stage VC,,,,
459369-19,Early Stage VC,,,,
459369-91,Early Stage VC,,,,
459370-90,Early Stage VC,,,,
459371-26,Early Stage VC,,,,
459371-62,Early Stage VC,,,,
459372-97,Early Stage VC,,,,
459373-69,Early Stage VC,,,,
459373-96,Early Stage VC,,,,
459374-68,Early Stage VC,,,,
459374-77,Early Stage VC,,,,
459381-43,Early Stage VC,,,,
459382-06,Early Stage VC,,,,
459385-21,Early Stage VC,,,,
459386-29,Early Stage VC,,,,
459388-90,Early Stage VC,,,,
459390-34,Early Stage VC,,,,
459390-70,Early Stage VC,,,,
459391-42,Early Stage VC,,,,
459394-75,Early Stage VC,,,,
459395-20,Early Stage VC,,,,
459395-29,Early Stage VC,,,,
459397-00,Early Stage VC,,,,
459398-17,Early Stage VC,,,,
459399-43,Early Stage VC,,,,
459400-06,Early Stage VC,,,,
459400-24,Early Stage VC,,,,
459402-04,Early Stage VC,,,,
459402-40,Early Stage VC,,,,
459403-12,Early Stage VC,,,,
459403-30,Early Stage VC,,,,
459403-48,Early Stage VC,,,,
459404-11,Early Stage VC,,,,
459404-65,Early Stage VC,,,,
459407-08,Early Stage VC,,,,
459407-26,Early Stage VC,,,,
459412-48,Early Stage VC,,,,
459413-11,Early Stage VC,,,,
459416-89,Early Stage VC,,,,
459418-42,Early Stage VC,,,,
459419-14,Early Stage VC,,,,
459419-59,Early Stage VC,,,,
459419-68,Early Stage VC,,,,
459420-94,Early Stage VC,,,,
459421-03,Early Stage VC,,,,
459421-57,Early Stage VC,,,,
459423-01,Early Stage VC,,,,
459424-09,Early Stage VC,,,,
459425-80,Early Stage VC,,,,
459435-61,Early Stage VC,,,,
