CompanyID,baseline,2.0yr,2.5yr,3.0yr,3.9yr
235216-63,Early Stage VC,,,,
235216-99,Early Stage VC,,,,
235219-69,Early Stage VC,,,,
235219-96,Early Stage VC,,,,
235232-56,Early Stage VC,,,,
235234-81,Early Stage VC,,,,
235239-94,Early Stage VC,,,,
235241-20,Early Stage VC,,,,
235241-38,Early Stage VC,,,,
235243-99,Early Stage VC,,,,
235244-89,Early Stage VC,,,,
235246-06,Early Stage VC,,,,
235247-23,Early Stage VC,,,,
235255-33,Early Stage VC,,,,
235258-03,Early Stage VC,,,,
235258-66,Early Stage VC,,,,
235260-10,Early Stage VC,,,,
235261-18,Early Stage VC,,,,
235261-99,Early Stage VC,,,,
235262-17,Early Stage VC,,,,
235263-97,Early Stage VC,,,,
235267-30,Early Stage VC,,,,
235272-52,Early Stage VC,,,,
235273-87,Early Stage VC,,,,
235275-22,Early Stage VC,,,,
235280-08,Early Stage VC,,,,
235281-88,Early Stage VC,,,,
235283-23,Early Stage VC,,,,
235284-76,Early Stage VC,,,,
235285-39,Early Stage VC,,,,
235286-74,Early Stage VC,,,,
235287-28,Early Stage VC,,,,
235287-73,Early Stage VC,,,,
235288-00,Early Stage VC,,,,
235288-63,Early Stage VC,,,,
235290-52,Early Stage VC,,,,
235290-61,Early Stage VC,,,,
235291-87,Early Stage VC,,,,
235294-75,Early Stage VC,,,,
235296-01,Early Stage VC,,,,
235298-89,Early Stage VC,,,,
235299-07,Early Stage VC,,,,
235299-70,Early Stage VC,,,,
235301-05,Early Stage VC,,,,
235301-68,Early Stage VC,,,,
235301-77,Early Stage VC,,,,
235302-04,Early Stage VC,,,,
235302-22,Early Stage VC,,,,
235302-40,Early Stage VC,,,,
235302-49,Early Stage VC,,,,
235302-58,Early Stage VC,,,,
235307-62,Early Stage VC,,,,
235311-04,Early Stage VC,,,,
235311-76,Early Stage VC,,,,
235312-48,Early Stage VC,,,,
235312-66,Early Stage VC,,,,
235313-38,Early Stage VC,,,,
235314-01,Early Stage VC,,,,
235314-28,Early Stage VC,,,,
235315-00,Early Stage VC,,,,
235315-27,Early Stage VC,,,,
235316-44,Early Stage VC,,,,
235316-62,Early Stage VC,,,,
235316-71,Early Stage VC,,,,
235316-89,Early Stage VC,,,,
235317-07,Early Stage VC,,,,
235317-43,Early Stage VC,,,,
235338-13,Early Stage VC,,,,
235409-77,Early Stage VC,,,,
235424-08,Early Stage VC,,,,
235424-80,Early Stage VC,,,,
235773-91,Early Stage VC,,,,
235781-38,Early Stage VC,,,,
235812-16,Early Stage VC,,,,
235823-23,Early Stage VC,,,,
235825-84,Early Stage VC,,,,
235830-79,Early Stage VC,,,,
235836-19,Early Stage VC,,,,
235838-71,Early Stage VC,,,,
235842-76,Early Stage VC,,,,
235873-81,Early Stage VC,,,,
235881-64,Early Stage VC,,,,
235884-70,Early Stage VC,,,,
235888-03,Early Stage VC,,,,
235890-55,Early Stage VC,,,,
235893-97,Early Stage VC,,,,
235902-07,Early Stage VC,,,,
235903-51,Early Stage VC,,,,
235914-04,Early Stage VC,,,,
235915-57,Early Stage VC,,,,
235917-10,Early Stage VC,,,,
235924-93,Early Stage VC,,,,
235927-27,Early Stage VC,,,,
235957-42,Early Stage VC,,,,
235969-84,Early Stage VC,,,,
235985-23,Early Stage VC,,,,
235993-69,Early Stage VC,,,,
236006-38,Early Stage VC,,,,
236030-77,Early Stage VC,,,,
236034-19,Early Stage VC,,,,
236049-76,Early Stage VC,,,,
236128-33,Early Stage VC,,,,
236256-22,Early Stage VC,,,,
236257-30,Early Stage VC,,,,
236701-45,Early Stage VC,,,,
236722-87,Early Stage VC,,,,
236776-78,Early Stage VC,,,,
236782-00,Early Stage VC,,,,
236802-34,Early Stage VC,,,,
236826-28,Early Stage VC,,,,
236880-01,Early Stage VC,,,,
236905-75,Early Stage VC,,,,
236926-81,Early Stage VC,,,,
236929-33,Early Stage VC,,,,
236955-79,Early Stage VC,,,,
236975-14,Early Stage VC,,,,
236976-58,Early Stage VC,,,,
236980-18,Early Stage VC,,,,
236996-11,Early Stage VC,,,,
237069-82,Early Stage VC,,,,
237191-68,Early Stage VC,,,,
237419-56,Early Stage VC,,,,
237574-90,Early Stage VC,,,,
237902-41,Early Stage VC,,,,
238122-64,Early Stage VC,,,,
238399-03,Early Stage VC,,,,
239443-93,Early Stage VC,,,,
239759-56,Early Stage VC,,,,
241782-31,Early Stage VC,,,,
241792-75,Early Stage VC,,,,
241852-06,Early Stage VC,,,,
242442-28,Early Stage VC,,,,
242532-73,Early Stage VC,,,,
242594-47,Early Stage VC,,,,
243572-59,Early Stage VC,,,,
243635-77,Early Stage VC,,,,
243666-10,Early Stage VC,,,,
243791-11,Early Stage VC,,,,
243865-09,Early Stage VC,,,,
243910-45,Early Stage VC,,,,
244029-16,Early Stage VC,,,,
244041-13,Early Stage VC,,,,
244128-52,Early Stage VC,,,,
244650-88,Early Stage VC,,,,
244889-20,Early Stage VC,,,,
245174-77,Early Stage VC,,,,
245236-60,Early Stage VC,,,,
245244-43,Early Stage VC,,,,
245277-10,Early Stage VC,,,,
245285-92,Early Stage VC,,,,
245300-95,Early Stage VC,,,,
245313-82,Early Stage VC,,,,
245473-93,Early Stage VC,,,,
245622-79,Early Stage VC,,,,
245706-04,Early Stage VC,,,,
245868-13,Early Stage VC,,,,
245893-42,Early Stage VC,,,,
246565-36,Early Stage VC,,,,
247037-32,Early Stage VC,,,,
247145-68,Early Stage VC,,,,
247307-95,Early Stage VC,,,,
247431-88,Early Stage VC,,,,
247746-79,Early Stage VC,,,,
248208-13,Early Stage VC,,,,
248261-95,Early Stage VC,,,,
248543-47,Early Stage VC,,,,
249332-95,Early Stage VC,,,,
249396-04,Early Stage VC,,,,
250664-95,Early Stage VC,,,,
250751-26,Early Stage VC,,,,
251374-33,Early Stage VC,,,,
251395-39,Early Stage VC,,,,
251455-69,Early Stage VC,,,,
251459-92,Early Stage VC,,,,
251474-32,Early Stage VC,,,,
251477-02,Early Stage VC,,,,
251496-73,Early Stage VC,,,,
251500-06,Early Stage VC,,,,
251501-86,Early Stage VC,,,,
251504-11,Early Stage VC,,,,
251504-65,Early Stage VC,,,,
251504-83,Early Stage VC,,,,
251505-01,Early Stage VC,,,,
251505-19,Early Stage VC,,,,
251506-36,Early Stage VC,,,,
251506-63,Early Stage VC,,,,
251506-81,Early Stage VC,,,,
251508-61,Early Stage VC,,,,
251508-88,Early Stage VC,,,,
251508-97,Early Stage VC,,,,
251509-33,Early Stage VC,,,,
251510-41,Early Stage VC,,,,
251511-49,Early Stage VC,,,,
251513-38,Early Stage VC,,,,
251513-56,Early Stage VC,,,,
251514-55,Early Stage VC,,,,
251515-36,Early Stage VC,,,,
251515-54,Early Stage VC,,,,
251516-08,Early Stage VC,,,,
251516-53,Early Stage VC,,,,
251516-71,Early Stage VC,,,,
252343-45,Early Stage VC,,,,
252398-35,Early Stage VC,,,,
252931-06,Early Stage VC,,,,
253110-25,Early Stage VC,,,,
254487-97,Early Stage VC,,,,
255508-21,Early Stage VC,,,,
255907-45,Early Stage VC,,,,
255982-51,Early Stage VC,,,,
256173-94,Early Stage VC,,,,
256217-41,Early Stage VC,,,,
257886-46,Early Stage VC,,,,
258366-52,Early Stage VC,,,,
260027-65,Early Stage VC,,,,
261870-31,Early Stage VC,,,,
263111-77,Early Stage VC,,,,
263175-94,Early Stage VC,,,,
263208-25,Early Stage VC,,,,
263263-42,Early Stage VC,,,,
263419-30,Early Stage VC,,,,
263436-49,Early Stage VC,,,,
263449-27,Early Stage VC,,,,
263452-06,Early Stage VC,,,,
263559-70,Early Stage VC,,,,
263580-31,Early Stage VC,,,,
263921-95,Early Stage VC,,,,
263948-86,Early Stage VC,,,,
263992-06,Early Stage VC,,,,
264028-60,Early Stage VC,,,,
264052-99,Early Stage VC,,,,
264269-44,Early Stage VC,,,,
264269-71,Early Stage VC,,,,
264270-61,Early Stage VC,,,,
264276-73,Early Stage VC,,,,
264277-90,Early Stage VC,,,,
264280-60,Early Stage VC,,,,
264281-32,Early Stage VC,,,,
264282-58,Early Stage VC,,,,
264284-65,Early Stage VC,,,,
264285-37,Early Stage VC,,,,
264286-72,Early Stage VC,,,,
264289-51,Early Stage VC,,,,
264290-14,Early Stage VC,,,,
264294-91,Early Stage VC,,,,
264295-18,Early Stage VC,,,,
264306-79,Early Stage VC,,,,
264306-88,Early Stage VC,,,,
264307-87,Early Stage VC,,,,
264310-12,Early Stage VC,,,,
264312-28,Early Stage VC,,,,
264312-55,Early Stage VC,,,,
264313-27,Early Stage VC,,,,
264313-45,Early Stage VC,,,,
264314-71,Early Stage VC,,,,
264314-80,Early Stage VC,,,,
264314-89,Early Stage VC,,,,
264315-52,Early Stage VC,,,,
264315-97,Early Stage VC,,,,
264317-14,Early Stage VC,,,,
264318-22,Early Stage VC,,,,
264320-47,Early Stage VC,,,,
264327-67,Early Stage VC,,,,
264328-93,Early Stage VC,,,,
264329-56,Early Stage VC,,,,
264330-82,Early Stage VC,,,,
264331-90,Early Stage VC,,,,
264336-13,Early Stage VC,,,,
264340-09,Early Stage VC,,,,
264342-25,Early Stage VC,,,,
264343-69,Early Stage VC,,,,
264345-49,Early Stage VC,,,,
264351-16,Early Stage VC,,,,
264352-06,Early Stage VC,,,,
264352-60,Early Stage VC,,,,
264356-83,Early Stage VC,,,,
264357-82,Early Stage VC,,,,
264358-45,Early Stage VC,,,,
264359-17,Early Stage VC,,,,
264359-89,Early Stage VC,,,,
264360-61,Early Stage VC,,,,
264368-71,Early Stage VC,,,,
264370-24,Early Stage VC,,,,
264371-32,Early Stage VC,,,,
264371-41,Early Stage VC,,,,
264377-26,Early Stage VC,,,,
264379-96,Early Stage VC,,,,
264387-79,Early Stage VC,,,,
264388-06,Early Stage VC,,,,
264391-66,Early Stage VC,,,,
264394-45,Early Stage VC,,,,
264394-99,Early Stage VC,,,,
264397-15,Early Stage VC,,,,
264397-87,Early Stage VC,,,,
264400-93,Early Stage VC,,,,
264401-02,Early Stage VC,,,,
264402-01,Early Stage VC,,,,
264408-22,Early Stage VC,,,,
264409-12,Early Stage VC,,,,
264413-53,Early Stage VC,,,,
264419-83,Early Stage VC,,,,
264419-92,Early Stage VC,,,,
264421-99,Early Stage VC,,,,
264424-24,Early Stage VC,,,,
264426-13,Early Stage VC,,,,
264427-66,Early Stage VC,,,,
264428-74,Early Stage VC,,,,
264432-79,Early Stage VC,,,,
264434-05,Early Stage VC,,,,
264434-14,Early Stage VC,,,,
264437-56,Early Stage VC,,,,
264438-10,Early Stage VC,,,,
264438-73,Early Stage VC,,,,
264439-72,Early Stage VC,,,,
264439-90,Early Stage VC,,,,
264444-04,Early Stage VC,,,,
264448-54,Early Stage VC,,,,
264449-98,Early Stage VC,,,,
264450-16,Early Stage VC,,,,
264450-34,Early Stage VC,,,,
264450-79,Early Stage VC,,,,
264450-88,Early Stage VC,,,,
264451-06,Early Stage VC,,,,
264454-21,Early Stage VC,,,,
264454-57,Early Stage VC,,,,
264455-11,Early Stage VC,,,,
264456-73,Early Stage VC,,,,
264459-07,Early Stage VC,,,,
264462-58,Early Stage VC,,,,
264465-64,Early Stage VC,,,,
264466-36,Early Stage VC,,,,
264467-08,Early Stage VC,,,,
264467-26,Early Stage VC,,,,
264473-20,Early Stage VC,,,,
264473-74,Early Stage VC,,,,
264474-46,Early Stage VC,,,,
264474-82,Early Stage VC,,,,
264476-98,Early Stage VC,,,,
264477-52,Early Stage VC,,,,
264479-50,Early Stage VC,,,,
264480-58,Early Stage VC,,,,
264483-46,Early Stage VC,,,,
264491-11,Early Stage VC,,,,
264491-20,Early Stage VC,,,,
264498-40,Early Stage VC,,,,
264502-45,Early Stage VC,,,,
264505-69,Early Stage VC,,,,
264505-78,Early Stage VC,,,,
264510-01,Early Stage VC,,,,
264511-36,Early Stage VC,,,,
264512-26,Early Stage VC,,,,
264512-89,Early Stage VC,,,,
264513-88,Early Stage VC,,,,
264513-97,Early Stage VC,,,,
264514-15,Early Stage VC,,,,
264514-51,Early Stage VC,,,,
264515-05,Early Stage VC,,,,
264519-10,Early Stage VC,,,,
264519-28,Early Stage VC,,,,
264520-90,Early Stage VC,,,,
264522-43,Early Stage VC,,,,
264522-97,Early Stage VC,,,,
264528-28,Early Stage VC,,,,
264532-60,Early Stage VC,,,,
264534-13,Early Stage VC,,,,
264535-57,Early Stage VC,,,,
264535-75,Early Stage VC,,,,
264536-65,Early Stage VC,,,,
264537-46,Early Stage VC,,,,
264537-64,Early Stage VC,,,,
264538-45,Early Stage VC,,,,
264540-88,Early Stage VC,,,,
264541-42,Early Stage VC,,,,
264541-51,Early Stage VC,,,,
264541-60,Early Stage VC,,,,
264542-32,Early Stage VC,,,,
264542-59,Early Stage VC,,,,
264543-04,Early Stage VC,,,,
264543-76,Early Stage VC,,,,
264544-66,Early Stage VC,,,,
264544-84,Early Stage VC,,,,
264545-11,Early Stage VC,,,,
264548-44,Early Stage VC,,,,
264550-06,Early Stage VC,,,,
264551-50,Early Stage VC,,,,
264553-48,Early Stage VC,,,,
264553-93,Early Stage VC,,,,
264557-17,Early Stage VC,,,,
264557-71,Early Stage VC,,,,
264557-98,Early Stage VC,,,,
264558-07,Early Stage VC,,,,
264558-25,Early Stage VC,,,,
264559-78,Early Stage VC,,,,
264560-50,Early Stage VC,,,,
264560-77,Early Stage VC,,,,
264563-65,Early Stage VC,,,,
264564-10,Early Stage VC,,,,
264568-06,Early Stage VC,,,,
264568-33,Early Stage VC,,,,
264568-51,Early Stage VC,,,,
264570-22,Early Stage VC,,,,
264571-84,Early Stage VC,,,,
264572-74,Early Stage VC,,,,
264574-09,Early Stage VC,,,,
264574-45,Early Stage VC,,,,
264576-34,Early Stage VC,,,,
264578-95,Early Stage VC,,,,
264579-31,Early Stage VC,,,,
264579-85,Early Stage VC,,,,
264580-12,Early Stage VC,,,,
264584-71,Early Stage VC,,,,
264585-07,Early Stage VC,,,,
264585-79,Early Stage VC,,,,
264586-87,Early Stage VC,,,,
264592-36,Early Stage VC,,,,
264596-41,Early Stage VC,,,,
264597-49,Early Stage VC,,,,
264598-21,Early Stage VC,,,,
264598-93,Early Stage VC,,,,
264599-20,Early Stage VC,,,,
264599-29,Early Stage VC,,,,
264599-38,Early Stage VC,,,,
264599-47,Early Stage VC,,,,
264599-65,Early Stage VC,,,,
264599-92,Early Stage VC,,,,
264600-28,Early Stage VC,,,,
264601-00,Early Stage VC,,,,
264601-18,Early Stage VC,,,,
264602-53,Early Stage VC,,,,
264602-80,Early Stage VC,,,,
264604-06,Early Stage VC,,,,
264604-15,Early Stage VC,,,,
264606-04,Early Stage VC,,,,
264606-13,Early Stage VC,,,,
264608-92,Early Stage VC,,,,
264609-46,Early Stage VC,,,,
264614-50,Early Stage VC,,,,
264618-37,Early Stage VC,,,,
264619-90,Early Stage VC,,,,
264620-08,Early Stage VC,,,,
264620-80,Early Stage VC,,,,
264622-42,Early Stage VC,,,,
264622-60,Early Stage VC,,,,
264622-96,Early Stage VC,,,,
264623-14,Early Stage VC,,,,
264625-21,Early Stage VC,,,,
264625-93,Early Stage VC,,,,
264626-56,Early Stage VC,,,,
264630-52,Early Stage VC,,,,
264631-42,Early Stage VC,,,,
264631-69,Early Stage VC,,,,
264634-57,Early Stage VC,,,,
264634-66,Early Stage VC,,,,
264634-75,Early Stage VC,,,,
264635-20,Early Stage VC,,,,
264637-63,Early Stage VC,,,,
264639-79,Early Stage VC,,,,
264640-87,Early Stage VC,,,,
264645-28,Early Stage VC,,,,
264650-41,Early Stage VC,,,,
264651-40,Early Stage VC,,,,
264652-57,Early Stage VC,,,,
264653-11,Early Stage VC,,,,
264653-29,Early Stage VC,,,,
264654-01,Early Stage VC,,,,
264656-44,Early Stage VC,,,,
264658-42,Early Stage VC,,,,
264659-41,Early Stage VC,,,,
264669-49,Early Stage VC,,,,
264675-52,Early Stage VC,,,,
264676-78,Early Stage VC,,,,
264676-87,Early Stage VC,,,,
264677-59,Early Stage VC,,,,
264677-77,Early Stage VC,,,,
264679-03,Early Stage VC,,,,
264679-93,Early Stage VC,,,,
264680-11,Early Stage VC,,,,
264680-29,Early Stage VC,,,,
264680-38,Early Stage VC,,,,
264681-37,Early Stage VC,,,,
264682-45,Early Stage VC,,,,
264682-63,Early Stage VC,,,,
264686-41,Early Stage VC,,,,
264689-83,Early Stage VC,,,,
264694-78,Early Stage VC,,,,
264694-96,Early Stage VC,,,,
264696-13,Early Stage VC,,,,
264697-12,Early Stage VC,,,,
264697-75,Early Stage VC,,,,
264698-38,Early Stage VC,,,,
264700-45,Early Stage VC,,,,
264700-99,Early Stage VC,,,,
264701-44,Early Stage VC,,,,
264701-80,Early Stage VC,,,,
264702-79,Early Stage VC,,,,
264704-05,Early Stage VC,,,,
264705-31,Early Stage VC,,,,
264706-66,Early Stage VC,,,,
264707-38,Early Stage VC,,,,
264707-56,Early Stage VC,,,,
264711-25,Early Stage VC,,,,
264711-43,Early Stage VC,,,,
264713-77,Early Stage VC,,,,
264716-83,Early Stage VC,,,,
264719-44,Early Stage VC,,,,
264720-25,Early Stage VC,,,,
264721-42,Early Stage VC,,,,
264723-85,Early Stage VC,,,,
264728-89,Early Stage VC,,,,
264729-52,Early Stage VC,,,,
264730-24,Early Stage VC,,,,
264731-23,Early Stage VC,,,,
264735-64,Early Stage VC,,,,
264736-45,Early Stage VC,,,,
264736-90,Early Stage VC,,,,
264737-17,Early Stage VC,,,,
264738-88,Early Stage VC,,,,
264741-40,Early Stage VC,,,,
264742-39,Early Stage VC,,,,
264744-01,Early Stage VC,,,,
264744-28,Early Stage VC,,,,
264748-33,Early Stage VC,,,,
264749-14,Early Stage VC,,,,
264751-66,Early Stage VC,,,,
264752-29,Early Stage VC,,,,
264759-67,Early Stage VC,,,,
264760-21,Early Stage VC,,,,
264761-74,Early Stage VC,,,,
264763-36,Early Stage VC,,,,
264763-72,Early Stage VC,,,,
264765-52,Early Stage VC,,,,
264766-15,Early Stage VC,,,,
264768-49,Early Stage VC,,,,
264769-12,Early Stage VC,,,,
264772-18,Early Stage VC,,,,
264772-54,Early Stage VC,,,,
264772-90,Early Stage VC,,,,
264775-42,Early Stage VC,,,,
264775-96,Early Stage VC,,,,
264776-68,Early Stage VC,,,,
264777-13,Early Stage VC,,,,
264781-09,Early Stage VC,,,,
264782-80,Early Stage VC,,,,
264783-97,Early Stage VC,,,,
264785-41,Early Stage VC,,,,
264788-65,Early Stage VC,,,,
264792-79,Early Stage VC,,,,
264796-75,Early Stage VC,,,,
264797-20,Early Stage VC,,,,
264798-64,Early Stage VC,,,,
264799-99,Early Stage VC,,,,
264800-53,Early Stage VC,,,,
264800-62,Early Stage VC,,,,
264800-71,Early Stage VC,,,,
264800-98,Early Stage VC,,,,
264801-79,Early Stage VC,,,,
264802-24,Early Stage VC,,,,
264805-30,Early Stage VC,,,,
264808-54,Early Stage VC,,,,
264812-86,Early Stage VC,,,,
264813-04,Early Stage VC,,,,
264816-46,Early Stage VC,,,,
264817-36,Early Stage VC,,,,
264818-62,Early Stage VC,,,,
264819-88,Early Stage VC,,,,
264825-64,Early Stage VC,,,,
264826-18,Early Stage VC,,,,
264829-15,Early Stage VC,,,,
264829-87,Early Stage VC,,,,
264831-04,Early Stage VC,,,,
264834-01,Early Stage VC,,,,
264835-90,Early Stage VC,,,,
264836-17,Early Stage VC,,,,
264836-35,Early Stage VC,,,,
264836-53,Early Stage VC,,,,
264836-71,Early Stage VC,,,,
264836-80,Early Stage VC,,,,
264837-97,Early Stage VC,,,,
264841-21,Early Stage VC,,,,
264843-01,Early Stage VC,,,,
264843-10,Early Stage VC,,,,
264844-00,Early Stage VC,,,,
264847-42,Early Stage VC,,,,
264850-48,Early Stage VC,,,,
264855-34,Early Stage VC,,,,
264859-12,Early Stage VC,,,,
264861-28,Early Stage VC,,,,
264861-46,Early Stage VC,,,,
264864-52,Early Stage VC,,,,
264865-60,Early Stage VC,,,,
264868-84,Early Stage VC,,,,
264869-02,Early Stage VC,,,,
264869-38,Early Stage VC,,,,
264870-01,Early Stage VC,,,,
264870-64,Early Stage VC,,,,
264870-82,Early Stage VC,,,,
264870-91,Early Stage VC,,,,
264871-00,Early Stage VC,,,,
264871-09,Early Stage VC,,,,
264871-27,Early Stage VC,,,,
264871-72,Early Stage VC,,,,
264871-81,Early Stage VC,,,,
264874-33,Early Stage VC,,,,
264875-05,Early Stage VC,,,,
264877-75,Early Stage VC,,,,
264878-65,Early Stage VC,,,,
264879-37,Early Stage VC,,,,
264883-06,Early Stage VC,,,,
264883-24,Early Stage VC,,,,
264883-51,Early Stage VC,,,,
264891-61,Early Stage VC,,,,
264896-65,Early Stage VC,,,,
264898-81,Early Stage VC,,,,
264900-97,Early Stage VC,,,,
264901-60,Early Stage VC,,,,
264903-31,Early Stage VC,,,,
264903-94,Early Stage VC,,,,
264905-74,Early Stage VC,,,,
264906-37,Early Stage VC,,,,
264907-00,Early Stage VC,,,,
264908-44,Early Stage VC,,,,
264909-97,Early Stage VC,,,,
264910-87,Early Stage VC,,,,
264911-41,Early Stage VC,,,,
264912-58,Early Stage VC,,,,
264912-67,Early Stage VC,,,,
264912-76,Early Stage VC,,,,
264913-66,Early Stage VC,,,,
264915-73,Early Stage VC,,,,
264917-08,Early Stage VC,,,,
264919-24,Early Stage VC,,,,
264919-60,Early Stage VC,,,,
264921-40,Early Stage VC,,,,
264922-03,Early Stage VC,,,,
264923-20,Early Stage VC,,,,
264923-29,Early Stage VC,,,,
264923-83,Early Stage VC,,,,
264925-09,Early Stage VC,,,,
264925-45,Early Stage VC,,,,
264926-44,Early Stage VC,,,,
264926-89,Early Stage VC,,,,
264928-33,Early Stage VC,,,,
264929-41,Early Stage VC,,,,
264930-58,Early Stage VC,,,,
264932-20,Early Stage VC,,,,
264937-06,Early Stage VC,,,,
264937-51,Early Stage VC,,,,
264938-59,Early Stage VC,,,,
264938-95,Early Stage VC,,,,
264941-11,Early Stage VC,,,,
264946-87,Early Stage VC,,,,
264952-81,Early Stage VC,,,,
264953-62,Early Stage VC,,,,
264953-89,Early Stage VC,,,,
264954-88,Early Stage VC,,,,
264959-56,Early Stage VC,,,,
264961-27,Early Stage VC,,,,
264967-30,Early Stage VC,,,,
264967-93,Early Stage VC,,,,
264968-02,Early Stage VC,,,,
264968-20,Early Stage VC,,,,
264968-65,Early Stage VC,,,,
264970-00,Early Stage VC,,,,
264970-45,Early Stage VC,,,,
264970-54,Early Stage VC,,,,
264970-72,Early Stage VC,,,,
264970-90,Early Stage VC,,,,
264971-17,Early Stage VC,,,,
264971-44,Early Stage VC,,,,
264971-89,Early Stage VC,,,,
264972-43,Early Stage VC,,,,
264973-42,Early Stage VC,,,,
264974-59,Early Stage VC,,,,
264977-20,Early Stage VC,,,,
264980-08,Early Stage VC,,,,
264985-57,Early Stage VC,,,,
264985-75,Early Stage VC,,,,
264985-84,Early Stage VC,,,,
264987-37,Early Stage VC,,,,
264988-00,Early Stage VC,,,,
264988-54,Early Stage VC,,,,
264988-81,Early Stage VC,,,,
264990-25,Early Stage VC,,,,
264990-79,Early Stage VC,,,,
264991-15,Early Stage VC,,,,
264991-60,Early Stage VC,,,,
264991-78,Early Stage VC,,,,
264991-96,Early Stage VC,,,,
264992-14,Early Stage VC,,,,
264992-32,Early Stage VC,,,,
264992-86,Early Stage VC,,,,
264992-95,Early Stage VC,,,,
264994-39,Early Stage VC,,,,
264994-66,Early Stage VC,,,,
264995-83,Early Stage VC,,,,
264996-37,Early Stage VC,,,,
264996-55,Early Stage VC,,,,
264996-73,Early Stage VC,,,,
264997-18,Early Stage VC,,,,
264997-45,Early Stage VC,,,,
264998-44,Early Stage VC,,,,
264998-62,Early Stage VC,,,,
264998-98,Early Stage VC,,,,
264999-52,Early Stage VC,,,,
264999-97,Early Stage VC,,,,
265000-33,Early Stage VC,,,,
265002-76,Early Stage VC,,,,
265005-10,Early Stage VC,,,,
265006-72,Early Stage VC,,,,
265007-26,Early Stage VC,,,,
265009-60,Early Stage VC,,,,
265011-94,Early Stage VC,,,,
265012-93,Early Stage VC,,,,
265014-19,Early Stage VC,,,,
265014-37,Early Stage VC,,,,
265014-46,Early Stage VC,,,,
265015-09,Early Stage VC,,,,
265015-72,Early Stage VC,,,,
265015-90,Early Stage VC,,,,
265015-99,Early Stage VC,,,,
265016-62,Early Stage VC,,,,
265016-71,Early Stage VC,,,,
265016-80,Early Stage VC,,,,
265016-98,Early Stage VC,,,,
265017-70,Early Stage VC,,,,
265018-42,Early Stage VC,,,,
265018-78,Early Stage VC,,,,
265020-04,Early Stage VC,,,,
265020-13,Early Stage VC,,,,
265020-22,Early Stage VC,,,,
265020-67,Early Stage VC,,,,
265020-85,Early Stage VC,,,,
265021-12,Early Stage VC,,,,
265021-48,Early Stage VC,,,,
265021-57,Early Stage VC,,,,
265022-20,Early Stage VC,,,,
265022-29,Early Stage VC,,,,
265022-56,Early Stage VC,,,,
265022-65,Early Stage VC,,,,
265022-74,Early Stage VC,,,,
265022-92,Early Stage VC,,,,
265023-10,Early Stage VC,,,,
265023-19,Early Stage VC,,,,
265023-91,Early Stage VC,,,,
265024-36,Early Stage VC,,,,
265024-63,Early Stage VC,,,,
265024-72,Early Stage VC,,,,
265025-08,Early Stage VC,,,,
265025-17,Early Stage VC,,,,
265025-98,Early Stage VC,,,,
265027-15,Early Stage VC,,,,
265027-78,Early Stage VC,,,,
265027-87,Early Stage VC,,,,
265028-95,Early Stage VC,,,,
265029-85,Early Stage VC,,,,
265032-10,Early Stage VC,,,,
265032-37,Early Stage VC,,,,
265036-96,Early Stage VC,,,,
265038-22,Early Stage VC,,,,
265038-76,Early Stage VC,,,,
265040-02,Early Stage VC,,,,
265042-99,Early Stage VC,,,,
265044-07,Early Stage VC,,,,
265046-77,Early Stage VC,,,,
265048-75,Early Stage VC,,,,
265049-20,Early Stage VC,,,,
265049-83,Early Stage VC,,,,
265050-01,Early Stage VC,,,,
265050-37,Early Stage VC,,,,
265051-00,Early Stage VC,,,,
265051-18,Early Stage VC,,,,
265051-99,Early Stage VC,,,,
265053-16,Early Stage VC,,,,
265053-97,Early Stage VC,,,,
265054-96,Early Stage VC,,,,
265057-57,Early Stage VC,,,,
265059-91,Early Stage VC,,,,
265060-00,Early Stage VC,,,,
265062-52,Early Stage VC,,,,
265063-33,Early Stage VC,,,,
265063-69,Early Stage VC,,,,
265065-13,Early Stage VC,,,,
265065-94,Early Stage VC,,,,
265066-84,Early Stage VC,,,,
265069-90,Early Stage VC,,,,
265073-68,Early Stage VC,,,,
265078-81,Early Stage VC,,,,
265080-70,Early Stage VC,,,,
265082-77,Early Stage VC,,,,
265083-58,Early Stage VC,,,,
265083-85,Early Stage VC,,,,
265085-56,Early Stage VC,,,,
265085-74,Early Stage VC,,,,
265086-01,Early Stage VC,,,,
265089-52,Early Stage VC,,,,
265089-79,Early Stage VC,,,,
265091-14,Early Stage VC,,,,
265097-26,Early Stage VC,,,,
265098-88,Early Stage VC,,,,
265099-78,Early Stage VC,,,,
265099-96,Early Stage VC,,,,
265100-05,Early Stage VC,,,,
265100-68,Early Stage VC,,,,
265100-95,Early Stage VC,,,,
265101-13,Early Stage VC,,,,
265103-83,Early Stage VC,,,,
265117-33,Early Stage VC,,,,
265120-48,Early Stage VC,,,,
265123-09,Early Stage VC,,,,
265123-36,Early Stage VC,,,,
265123-54,Early Stage VC,,,,
265127-77,Early Stage VC,,,,
265128-22,Early Stage VC,,,,
265130-38,Early Stage VC,,,,
265130-56,Early Stage VC,,,,
265130-83,Early Stage VC,,,,
265131-37,Early Stage VC,,,,
265137-49,Early Stage VC,,,,
265138-12,Early Stage VC,,,,
265138-21,Early Stage VC,,,,
265138-39,Early Stage VC,,,,
265138-75,Early Stage VC,,,,
